Element 1: (1, (4, 9), ['%', '.', '.', '.'], [(9, 7), (12, 7), (12, 12)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (5, 9))
Element 2: (1, (5, 9), ['', '%', '.', '.'], [(10, 7), (13, 7), (13, 12)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (6, 9))
Element 3: (1, (6, 9), ['', '.', '.', '.'], [(10, 8), (14, 7), (14, 12)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (7, 9))
Element 4: (1, (7, 9), ['', '.', '%', '%'], [(11, 8), (15, 7), (15, 12)], [False, False, True, True], 92, False, [False, True, False, False], 1116, 'South', (7, 8))
Element 5: (1, (7, 8), ['.', '.', '', '.'], [(12, 8), (16, 7), (15, 13)], [False, False, False, False], 90, False, [True, True, False, True], 1155, 'East', (8, 8))
Element 6: (1, (8, 8), ['', '', '%', '.'], [(13, 8), (17, 7), (16, 13)], [False, False, True, False], 88, False, [False, False, False, True], 1194, 'East', (9, 8))
Element 7: (1, (9, 8), ['', '', '%', ''], [(13, 7), (17, 8), (17, 13)], [False, False, True, False], 86, False, [False, False, False, False], 1223, 'East', (10, 8))
Element 8: (1, (10, 8), ['', '', '%', ''], [(14, 7), (17, 9), (18, 13)], [False, False, True, False], 84, False, [False, False, False, False], 1242, 'East', (11, 8))
Element 9: (1, (11, 8), ['', '%', '.', ''], [(15, 7), (17, 10), (17, 13)], [False, True, False, False], 82, False, [False, False, True, False], 1251, 'North', (11, 9))
Element 10: (1, (11, 9), ['%', '', '%', '.'], [(15, 8), (18, 10), (16, 13)], [True, False, True, False], 80, False, [False, False, False, True], 1280, 'East', (12, 9))
Element 11: (1, (12, 9), ['', '', '%', '%'], [(16, 8), (18, 11), (15, 13)], [False, False, True, True], 78, False, [False, False, False, False], 1309, 'South', (12, 8))
Element 12: (1, (12, 8), ['', '', '', ''], [(16, 9), (17, 11), (15, 12)], [False, False, False, False], 76, False, [False, False, False, False], 1328, 'East', (13, 8))
Element 13: (1, (13, 8), ['', '', '%', '%'], [(16, 10), (18, 11), (15, 11)], [False, False, True, True], 74, False, [False, False, False, False], 1347, 'South', (13, 7))
Element 14: (1, (13, 7), ['', '%', '', ''], [(17, 10), (18, 10), (15, 10)], [False, True, False, False], 72, False, [False, False, False, False], 1356, 'East', (14, 7))
Element 15: (1, (14, 7), ['', '%', '%', ''], [(18, 10), (18, 11), (15, 9)], [False, True, True, False], 70, False, [False, False, False, False], 1365, 'East', (15, 7))
Element 16: (1, (15, 7), ['', '%', '', ''], [(18, 11), (17, 11), (14, 9)], [False, True, False, False], 68, False, [False, False, False, False], 1374, 'East', (16, 7))
Element 17: (1, (16, 7), ['', '%', '', ''], [(17, 11), (17, 10), (15, 9)], [False, True, False, False], 66, False, [False, False, False, False], 1373, 'East', (17, 7))
Element 18: (1, (17, 7), ['', '.', '', '%'], [(18, 11), (16, 10), (16, 9)], [False, False, False, True], 64, False, [False, True, False, False], 1372, 'South', (17, 6))
