Element 1: (2, (10, 6), ['G', '.', '.', '.'], [(16, 13), (9, 6), (10, 12)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (11, 6))
Element 2: (2, (11, 6), ['', '.', '%', '.'], [(17, 13), (9, 7), (10, 11)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (12, 6))
Element 3: (2, (12, 6), ['', '%', '.', '%'], [(18, 13), (10, 7), (11, 11)], [False, True, False, True], 94, False, [False, False, True, False], 97, 'North', (12, 7))
Element 4: (2, (12, 7), ['%', '', '.', '.'], [(17, 13), (10, 8), (12, 11)], [True, False, False, False], 92, False, [False, False, True, True], 1116, 'East', (13, 7))
Element 5: (2, (13, 7), ['', '%', '.', '.'], [(16, 13), (11, 8), (12, 12)], [False, True, False, False], 90, False, [False, False, True, True], 1145, 'East', (14, 7))
Element 6: (2, (14, 7), ['', '%', '%', '.'], [(15, 13), (12, 8), (13, 12)], [False, True, True, False], 88, False, [False, False, False, True], 1174, 'East', (15, 7))
Element 7: (2, (15, 7), ['', '%', '.', '.'], [(15, 12), (13, 8), (14, 12)], [False, True, False, False], 86, False, [False, False, True, True], 1213, 'East', (16, 7))
Element 8: (2, (16, 7), ['', '%', '.', '.'], [(15, 11), (13, 7), (14, 11)], [False, True, False, False], 84, False, [False, False, True, True], 1242, 'East', (17, 7))
Element 9: (2, (17, 7), ['', '.', '.', '%'], [(15, 10), (14, 7), (13, 11)], [False, False, False, True], 82, False, [False, True, True, False], 1271, 'North', (17, 8))
Element 10: (2, (17, 8), ['.', '', '.', '%'], [(16, 10), (15, 7), (14, 11)], [False, False, False, True], 80, False, [True, False, True, False], 1290, 'North', (17, 9))
Element 11: (2, (17, 9), ['.', '', 'G', '%'], [(17, 10), (15, 8), (14, 12)], [False, False, False, True], 78, False, [True, False, False, False], 1319, 'West', (16, 9))
Element 12: (2, (16, 9), ['.', 'G', '', ''], [(18, 10), (16, 8), (13, 12)], [False, False, False, False], 76, False, [True, False, False, False], 1348, 'West', (15, 9))
Element 13: (2, (15, 9), ['.', '', '', ''], [(18, 11), (17, 8), (13, 13)], [False, False, False, False], 74, False, [True, False, False, False], 1377, 'West', (14, 9))
Element 14: (2, (14, 9), ['%', '%', '%', ''], [(17, 11), (17, 9), (12, 13)], [True, True, True, False], 72, False, [False, False, False, False], 1406, 'East', (15, 9))
Element 15: (2, (15, 9), ['', '', '', ''], [(18, 11), (17, 10), (11, 13)], [False, False, False, False], 70, False, [False, False, False, False], 1415, 'North', (15, 10))
Element 16: (2, (15, 10), ['%', '', '', ''], [(18, 10), (17, 11), (12, 13)], [True, False, False, False], 68, False, [False, False, False, False], 1414, 'East', (16, 10))
Element 17: (2, (16, 10), ['', '', '%', 'G'], [(17, 10), (18, 11), (13, 13)], [False, False, True, False], 66, False, [False, False, False, False], 1413, 'West', (15, 10))
Element 18: (2, (15, 10), ['%', '', '', ''], [(17, 11), (18, 10), (13, 12)], [True, False, False, False], 64, False, [False, False, False, False], 1412, 'North', (15, 11))
Element 19: (2, (15, 11), ['', '', '', '%'], [(17, 10), (18, 11), (13, 11)], [False, False, False, True], 62, False, [False, False, False, False], 1411, 'North', (15, 12))
Element 20: (2, (15, 12), ['', '', '', '%'], [(17, 9), (17, 11), (13, 12)], [False, False, False, True], 60, False, [False, False, False, False], 1410, 'North', (15, 13))
Element 21: (2, (15, 13), ['%', '', '%', ''], [(17, 8), (17, 10), (12, 12)], [True, False, True, False], 58, False, [False, False, False, False], 1409, 'East', (16, 13))
Element 22: (2, (16, 13), ['', '%', '%', ''], [(17, 7), (16, 10), (12, 13)], [False, True, True, False], 56, False, [False, False, False, False], 1408, 'East', (17, 13))
Element 23: (2, (17, 13), ['', '%', '%', ''], [(17, 6), (16, 9), (12, 12)], [False, True, True, False], 54, False, [False, False, False, False], 1417, 'East', (18, 13))
