Element 1: (0, (9, 8), ['.', '.', '%', 'F'], [(4, 4), (8, 4), (16, 13)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (10, 8))
Element 2: (0, (10, 8), ['', '.', '%', '.'], [(4, 5), (9, 4), (17, 13)], [False, False, True, False], 96, False, [False, True, False, True], 1029, 'East', (11, 8))
Element 3: (0, (11, 8), ['', '%', '.', '.'], [(5, 5), (10, 4), (18, 13)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (12, 8))
Element 4: (0, (12, 8), ['', '.', '.', '.'], [(6, 5), (11, 4), (17, 13)], [False, False, False, False], 92, False, [False, True, True, True], 1097, 'East', (13, 8))
Element 5: (0, (13, 8), ['', '.', '%', '%'], [(7, 5), (11, 5), (16, 13)], [False, False, True, True], 90, False, [False, True, False, False], 1126, 'South', (13, 7))
Element 6: (0, (13, 7), ['.', '%', '', '.'], [(7, 6), (11, 6), (15, 13)], [False, True, False, False], 88, False, [True, False, False, True], 1165, 'East', (14, 7))
Element 7: (0, (14, 7), ['', '%', '%', '.'], [(8, 6), (12, 6), (15, 12)], [False, True, True, False], 86, False, [False, False, False, True], 1204, 'East', (15, 7))
Element 8: (0, (15, 7), ['', '%', '.', '.'], [(9, 6), (12, 7), (15, 11)], [False, True, False, False], 84, False, [False, False, True, True], 1243, 'East', (16, 7))
Element 9: (0, (16, 7), ['', '%', '.', '.'], [(10, 6), (13, 7), (15, 10)], [False, True, False, False], 82, False, [False, False, True, True], 1272, 'East', (17, 7))
Element 10: (0, (17, 7), ['', '.', '.', '%'], [(10, 7), (14, 7), (16, 10)], [False, False, False, True], 80, False, [False, True, True, False], 1301, 'North', (17, 8))
Element 11: (0, (17, 8), ['.', '', '.', '%'], [(9, 7), (15, 7), (17, 10)], [False, False, False, True], 78, False, [True, False, True, False], 1330, 'North', (17, 9))
Element 12: (0, (17, 9), ['.', '', '', '%'], [(8, 7), (15, 8), (18, 10)], [False, False, False, True], 76, False, [True, False, False, False], 1369, 'West', (16, 9))
Element 13: (0, (16, 9), ['.', 'G', '', ''], [(8, 8), (16, 8), (18, 11)], [False, False, False, False], 74, False, [True, False, False, False], 1408, 'West', (15, 9))
Element 14: (0, (15, 9), ['.', '', '', ''], [(7, 8), (17, 8), (17, 11)], [False, False, False, False], 72, False, [True, False, False, False], 1437, 'West', (14, 9))
Element 15: (0, (14, 9), ['%', '%', '%', ''], [(7, 9), (17, 9), (18, 11)], [True, True, True, False], 70, False, [False, False, False, False], 1456, 'East', (15, 9))
Element 16: (0, (15, 9), ['', '', '', ''], [(6, 9), (17, 10), (18, 10)], [False, False, False, False], 68, False, [False, False, False, False], 1465, 'North', (15, 10))
Element 17: (0, (15, 10), ['%', '', '', ''], [(6, 10), (17, 11), (17, 10)], [True, False, False, False], 66, False, [False, False, False, False], 1474, 'East', (16, 10))
Element 18: (0, (16, 10), ['', '', '%', ''], [(5, 10), (18, 11), (17, 11)], [False, False, True, False], 64, False, [False, False, False, False], 1483, 'East', (17, 10))
Element 19: (0, (17, 10), ['', '', '', 'G'], [(5, 11), (18, 10), (18, 11)], [False, False, False, False], 62, False, [False, False, False, False], 1492, 'North', (17, 11))
Element 20: (0, (17, 11), ['%', 'G', '%', ''], [(4, 11), (17, 10), (18, 10)], [True, False, True, False], 60, False, [False, False, False, False], 1501, 'East', (18, 11))
Element 21: (0, (18, 11), ['G', 'G', '%', '%'], [(4, 12), (17, 11), (18, 10)], [False, False, True, True], 58, False, [False, False, False, False], 1510, 'Stop', (18, 11))
Element 22: (0, (18, 11), ['', '', '%', '%'], [(3, 12), (17, 10), (17, 10)], [False, False, True, True], 56, False, [False, False, False, False], 1519, 'West', (17, 11))
Element 23: (0, (17, 11), ['%', '', '%', ''], [(3, 13), (16, 10), (16, 10)], [True, False, True, False], 54, False, [False, False, False, False], 1528, 'South', (17, 10))
Element 24: (0, (17, 10), ['', '', '', ''], [(2, 13), (16, 9), (16, 9)], [False, False, False, False], 52, False, [False, False, False, False], 1537, 'West', (16, 10))
Element 25: (0, (16, 10), ['', '', '%', ''], [(2, 12), (15, 9), (17, 9)], [False, False, True, False], 50, False, [False, False, False, False], 1546, 'Stop', (16, 10))
