Element 1: (3, (11, 13), ['%', '%', '%', '.'], [(10, 8), (2, 5), (10, 6)], [True, True, True, False], 98, False, [False, False, False, True], 1019, 'East', (12, 13))
Element 2: (3, (12, 13), ['', '.', '%', '.'], [(11, 8), (3, 5), (11, 6)], [False, False, True, False], 96, False, [False, True, False, True], 1058, 'East', (13, 13))
Element 3: (3, (13, 13), ['', '.', '%', '%'], [(12, 8), (4, 5), (12, 6)], [False, False, True, True], 94, False, [False, True, False, False], 1097, 'South', (13, 12))
Element 4: (3, (13, 12), ['.', '.', '', '.'], [(13, 8), (5, 5), (12, 7)], [False, False, False, False], 92, False, [True, True, False, True], 1136, 'East', (14, 12))
Element 5: (3, (14, 12), ['', '.', '%', '.'], [(13, 7), (6, 5), (12, 8)], [False, False, True, False], 90, False, [False, True, False, True], 1165, 'East', (15, 12))
Element 6: (3, (15, 12), ['', '.', '.', '%'], [(14, 7), (7, 5), (12, 9)], [False, False, False, True], 88, False, [False, True, True, False], 1204, 'North', (15, 13))
Element 7: (3, (15, 13), ['%', '', '%', '.'], [(15, 7), (7, 6), (11, 9)], [True, False, True, False], 86, False, [False, False, False, True], 1243, 'East', (16, 13))
Element 8: (3, (16, 13), ['', '%', '%', '.'], [(16, 7), (8, 6), (11, 8)], [False, True, True, False], 84, False, [False, False, False, True], 1272, 'East', (17, 13))
Element 9: (3, (17, 13), ['', '%', '%', '.'], [(17, 7), (9, 6), (10, 8)], [False, True, True, False], 82, False, [False, False, False, True], 1301, 'East', (18, 13))
Element 10: (3, (18, 13), ['', '%', '%', '%'], [(17, 8), (9, 7), (9, 8)], [False, True, True, True], 80, False, [False, False, False, False], 1330, 'West', (17, 13))
Element 11: (3, (17, 13), ['', '%', '%', ''], [(17, 9), (8, 7), (8, 8)], [False, True, True, False], 78, False, [False, False, False, False], 1359, 'West', (16, 13))
Element 12: (3, (16, 13), ['', '%', '%', ''], [(17, 10), (7, 7), (7, 8)], [False, True, True, False], 76, False, [False, False, False, False], 1388, 'West', (15, 13))
Element 13: (3, (15, 13), ['%', '', '%', ''], [(18, 10), (8, 7), (7, 9)], [True, False, True, False], 74, False, [False, False, False, False], 1407, 'South', (15, 12))
Element 14: (3, (15, 12), ['', '.', '', '%'], [(18, 11), (9, 7), (6, 9)], [False, False, False, True], 72, False, [False, True, False, False], 1426, 'South', (15, 11))
Element 15: (3, (15, 11), ['.', '.', '', '%'], [(17, 11), (10, 7), (6, 10)], [False, False, False, True], 70, False, [True, True, False, False], 1455, 'South', (15, 10))
Element 16: (3, (15, 10), ['%', '.', '', '.'], [(18, 11), (10, 8), (5, 10)], [True, False, False, False], 68, False, [False, True, False, True], 1474, 'East', (16, 10))
Element 17: (3, (16, 10), ['', '.', '%', ''], [(18, 10), (11, 8), (5, 11)], [False, False, True, False], 66, False, [False, True, False, False], 1493, 'South', (16, 9))
