Element 1: (2, (10, 5), ['.', '.', '.', 'G'], [(12, 2), (2, 4), (11, 5)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (10, 6))
Element 2: (2, (10, 6), ['.', '', '.', 'G'], [(13, 2), (3, 4), (11, 6)], [False, False, False, False], 96, False, [True, False, True, False], 58, 'North', (10, 7))
Element 3: (2, (10, 7), ['.', '', 'F', '%'], [(13, 3), (4, 4), (12, 6)], [False, False, False, True], 94, False, [True, False, False, False], 97, 'North', (10, 8))
Element 4: (2, (10, 8), ['.', '', '%', '.'], [(14, 3), (4, 5), (12, 7)], [False, False, True, False], 92, False, [True, False, False, True], 1126, 'East', (11, 8))
Element 5: (2, (11, 8), ['', '%', '.', '.'], [(15, 3), (5, 5), (13, 7)], [False, True, False, False], 90, False, [False, False, True, True], 1165, 'East', (12, 8))
Element 6: (2, (12, 8), ['', '', '.', '.'], [(16, 3), (6, 5), (14, 7)], [False, False, False, False], 88, False, [False, False, True, True], 1204, 'East', (13, 8))
Element 7: (2, (13, 8), ['', '', '%', '%'], [(17, 3), (7, 5), (15, 7)], [False, False, True, True], 86, False, [False, False, False, False], 1243, 'South', (13, 7))
Element 8: (2, (13, 7), ['', '%', '', ''], [(18, 3), (7, 6), (16, 7)], [False, True, False, False], 84, False, [False, False, False, False], 1272, 'East', (14, 7))
Element 9: (2, (14, 7), ['', '%', '%', ''], [(18, 4), (8, 6), (17, 7)], [False, True, True, False], 82, False, [False, False, False, False], 1301, 'East', (15, 7))
Element 10: (2, (15, 7), ['', '%', '.', ''], [(18, 5), (9, 6), (17, 8)], [False, True, False, False], 80, False, [False, False, True, False], 1330, 'North', (15, 8))
Element 11: (2, (15, 8), ['%', '', '.', '.'], [(18, 6), (9, 7), (17, 9)], [True, False, False, False], 78, False, [False, False, True, True], 1369, 'East', (16, 8))
Element 12: (2, (16, 8), ['', '', '.', ''], [(17, 6), (9, 8), (17, 10)], [False, False, False, False], 76, False, [False, False, True, False], 1408, 'North', (16, 9))
Element 13: (2, (16, 9), ['.', '', '.', ''], [(17, 5), (8, 8), (18, 10)], [False, False, False, False], 74, False, [True, False, True, False], 1447, 'North', (16, 10))
Element 14: (2, (16, 10), ['.', '', '%', ''], [(17, 4), (8, 7), (18, 11)], [False, False, True, False], 72, False, [True, False, False, False], 1486, 'West', (15, 10))
Element 15: (2, (15, 10), ['%', '.', '.', ''], [(16, 4), (7, 7), (17, 11)], [True, False, False, False], 70, False, [False, True, True, False], 1525, 'North', (15, 11))
Element 16: (2, (15, 11), ['.', '', '.', '%'], [(16, 5), (7, 8), (18, 11)], [False, False, False, True], 68, False, [True, False, True, False], 1554, 'North', (15, 12))
Element 17: (2, (15, 12), ['.', '', '.', '%'], [(15, 5), (7, 9), (18, 10)], [False, False, False, True], 66, False, [True, False, True, False], 1583, 'North', (15, 13))
Element 18: (2, (15, 13), ['%', '', '%', '.'], [(15, 4), (6, 9), (17, 10)], [True, False, True, False], 64, False, [False, False, False, True], 1612, 'East', (16, 13))
Element 19: (2, (16, 13), ['', '%', '%', '.'], [(14, 4), (6, 10), (17, 11)], [False, True, True, False], 62, False, [False, False, False, True], 1641, 'East', (17, 13))
Element 20: (2, (17, 13), ['', '%', '%', '.'], [(14, 5), (5, 10), (17, 10)], [False, True, True, False], 60, False, [False, False, False, True], 1670, 'East', (18, 13))
Element 21: (2, (18, 13), ['', '%', '%', '%'], [(13, 5), (5, 11), (16, 10)], [False, True, True, True], 58, False, [False, False, False, False], 1699, 'West', (17, 13))
