Element 1: (2, (10, 5), ['.', '.', '.', 'G'], [(12, 2), (2, 4), (11, 5)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (10, 6))
Element 22: (2, (17, 13), ['', '%', '%', ''], [(13, 4), (4, 11), (16, 9)], [False, True, True, False], 56, False, [False, False, False, False], 1718, 'West', (16, 13))
Element 23: (2, (16, 13), ['', '%', '%', ''], [(13, 5), (4, 12), (15, 9)], [False, True, True, False], 54, False, [False, False, False, False], 1737, 'West', (15, 13))
Element 24: (2, (15, 13), ['%', '', '%', ''], [(14, 5), (3, 12), (14, 9)], [True, False, True, False], 52, False, [False, False, False, False], 1756, 'South', (15, 12))
Element 25: (2, (15, 12), ['.', '', '', '%'], [(14, 4), (3, 13), (15, 9)], [False, False, False, True], 50, False, [True, False, False, False], 1765, 'West', (14, 12))
Element 26: (2, (14, 12), ['.', '.', '%', ''], [(13, 4), (2, 13), (15, 10)], [False, False, True, False], 48, False, [True, True, False, False], 1784, 'South', (14, 11))
Element 27: (2, (14, 11), ['.', '%', '', 'G'], [(14, 4), (2, 12), (15, 11)], [False, True, False, False], 46, False, [True, False, False, False], 1803, 'West', (13, 11))
Element 28: (2, (13, 11), ['.', '%', '.', ''], [(15, 4), (2, 11), (15, 12)], [False, True, False, False], 44, False, [True, False, True, False], 1822, 'North', (13, 12))
Element 29: (2, (13, 12), ['.', '', '.', ''], [(15, 5), (3, 11), (15, 13)], [False, False, False, False], 42, False, [True, False, True, False], 1841, 'North', (13, 13))
Element 30: (2, (13, 13), ['.', '', '%', '%'], [(14, 5), (2, 11), (16, 13)], [False, False, True, True], 40, False, [True, False, False, False], 1850, 'West', (12, 13))
Element 31: (2, (12, 13), ['.', '.', '%', ''], [(15, 5), (1, 11), (17, 13)], [False, False, True, False], 38, False, [True, True, False, False], 1869, 'South', (12, 12))
Element 32: (2, (12, 12), ['%', '.', '', ''], [(16, 5), (1, 12), (18, 13)], [True, False, False, False], 36, False, [False, True, False, False], 1888, 'South', (12, 11))
Element 33: (2, (12, 11), ['.', '%', '', ''], [(16, 4), (1, 13), (17, 13)], [False, True, False, False], 34, False, [True, False, False, False], 1907, 'West', (11, 11))
Element 34: (2, (11, 11), ['.', '%', '%', ''], [(15, 4), (1, 12), (16, 13)], [False, True, True, False], 32, False, [True, False, False, False], 1916, 'West', (10, 11))
Element 35: (2, (10, 11), ['.', '%', '.', ''], [(16, 4), (1, 11), (15, 13)], [False, True, False, False], 30, False, [True, False, True, False], 1925, 'North', (10, 12))
Element 36: (2, (10, 12), ['.', '', '%', '%'], [(17, 4), (2, 11), (15, 12)], [False, False, True, True], 28, False, [True, False, False, False], 1934, 'West', (9, 12))
Element 37: (2, (9, 12), ['.', '.', '.', ''], [(17, 5), (2, 12), (14, 12)], [False, False, False, False], 26, False, [True, True, True, False], 1943, 'North', (9, 13))
Element 38: (2, (9, 13), ['.', '', '%', '%'], [(16, 5), (1, 12), (14, 11)], [False, False, True, True], 24, False, [True, False, False, False], 1952, 'West', (8, 13))
Element 39: (2, (8, 13), ['.', '.', '%', ''], [(17, 5), (2, 12), (13, 11)], [False, False, True, False], 22, False, [True, True, False, False], 1961, 'South', (8, 12))
Element 40: (2, (8, 12), ['.', '.', '', ''], [(17, 6), (2, 13), (13, 12)], [False, False, False, False], 20, False, [True, True, False, False], 1970, 'South', (8, 11))
Element 41: (2, (8, 11), ['.', '.', '', '.'], [(17, 7), (1, 13), (13, 13)], [False, False, False, False], 18, False, [True, True, False, True], 1979, 'East', (9, 11))
Element 42: (2, (9, 11), ['', '.', '', ''], [(17, 8), (2, 13), (12, 13)], [False, False, False, False], 16, False, [False, True, False, False], 1988, 'South', (9, 10))
Element 43: (2, (9, 10), ['.', '%', '', '%'], [(17, 9), (3, 13), (11, 13)], [False, True, False, True], 14, False, [True, False, False, False], 2007, 'West', (8, 10))
Element 44: (2, (8, 10), ['%', '%', '', ''], [(17, 10), (3, 12), (12, 13)], [True, True, False, False], 12, False, [False, False, False, False], 2016, 'East', (9, 10))
Element 45: (2, (9, 10), ['', '%', '', '%'], [(18, 10), (3, 11), (12, 12)], [False, True, False, True], 10, False, [False, False, False, False], 2015, 'North', (9, 11))
Element 46: (2, (9, 11), ['', '', '', ''], [(18, 11), (3, 12), (12, 11)], [False, False, False, False], 8, False, [False, False, False, False], 2014, 'West', (8, 11))
Element 47: (2, (8, 11), ['.', '', '', ''], [(17, 11), (2, 12), (11, 11)], [False, False, False, False], 6, False, [True, False, False, False], 2013, 'South', (8, 10))
Element 48: (2, (8, 10), ['%', '%', '', ''], [(18, 11), (3, 12), (10, 11)], [True, True, False, False], 4, False, [False, False, False, False], 2012, 'North', (8, 11))
Element 49: (2, (8, 11), ['.', '', '', ''], [(18, 10), (4, 12), (10, 12)], [False, False, False, False], 2, False, [True, False, False, False], 2011, 'West', (7, 11))
Element 50: (2, (7, 11), ['%', '%', '.', ''], [(18, 10), (4, 12), (9, 12)], [True, True, False, False], 0, False, [False, False, True, False], 2020, 'Stop', (7, 11))
Element 51: #0#
