Element 1: (2, (10, 5), ['', '.', '.', '.'], [(8, 7), (9, 6), (17, 3)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (11, 5))
Element 2: (2, (11, 5), ['', '.', '.', '%'], [(9, 7), (10, 6), (18, 3)], [False, False, False, True], 96, False, [False, True, True, False], 58, 'North', (11, 6))
Element 3: (2, (11, 6), ['', '', '%', '.'], [(10, 7), (10, 5), (18, 4)], [False, False, True, False], 94, False, [False, False, False, True], 87, 'East', (12, 6))
Element 4: (2, (12, 6), ['', '%', '.', '%'], [(10, 8), (10, 4), (18, 5)], [False, True, False, True], 92, False, [False, False, True, False], 1116, 'North', (12, 7))
Element 5: (2, (12, 7), ['%', '', '.', '.'], [(11, 8), (11, 4), (18, 6)], [True, False, False, False], 90, False, [False, False, True, True], 1155, 'East', (13, 7))
Element 6: (2, (13, 7), ['', '%', '.', '.'], [(12, 8), (11, 3), (17, 6)], [False, True, False, False], 88, False, [False, False, True, True], 1194, 'East', (14, 7))
Element 7: (2, (14, 7), ['', '%', '%', '.'], [(13, 8), (12, 3), (17, 7)], [False, True, True, False], 86, False, [False, False, False, True], 1233, 'East', (15, 7))
Element 8: (2, (15, 7), ['', '%', '.', '.'], [(13, 7), (13, 3), (17, 8)], [False, True, False, False], 84, False, [False, False, True, True], 1262, 'East', (16, 7))
Element 9: (2, (16, 7), ['', '%', '.', ''], [(14, 7), (14, 3), (17, 9)], [False, True, False, False], 82, False, [False, False, True, False], 1291, 'North', (16, 8))
Element 10: (2, (16, 8), ['.', '', '.', ''], [(15, 7), (15, 3), (17, 10)], [False, False, False, False], 80, False, [True, False, True, False], 1320, 'North', (16, 9))
Element 11: (2, (16, 9), ['.', '', '.', ''], [(15, 8), (16, 3), (18, 10)], [False, False, False, False], 78, False, [True, False, True, False], 1359, 'North', (16, 10))
Element 12: (2, (16, 10), ['.', '', '%', ''], [(15, 9), (16, 4), (18, 11)], [False, False, True, False], 76, False, [True, False, False, False], 1398, 'West', (15, 10))
Element 13: (2, (15, 10), ['%', '', '.', ''], [(14, 9), (17, 4), (17, 11)], [True, False, False, False], 74, False, [False, False, True, False], 1437, 'North', (15, 11))
Element 14: (2, (15, 11), ['.', '', '.', '%'], [(15, 9), (17, 5), (18, 11)], [False, False, False, True], 72, False, [True, False, True, False], 1456, 'North', (15, 12))
Element 15: (2, (15, 12), ['.', '', '.', '%'], [(16, 9), (16, 5), (18, 10)], [False, False, False, True], 70, False, [True, False, True, False], 1475, 'North', (15, 13))
Element 16: (2, (15, 13), ['%', '', '%', '.'], [(17, 9), (15, 5), (17, 10)], [True, False, True, False], 68, False, [False, False, False, True], 1494, 'East', (16, 13))
Element 17: (2, (16, 13), ['', '%', '%', '.'], [(17, 10), (15, 4), (17, 11)], [False, True, True, False], 66, False, [False, False, False, True], 1513, 'East', (17, 13))
Element 18: (2, (17, 13), ['', '%', '%', '.'], [(18, 10), (14, 4), (18, 11)], [False, True, True, False], 64, False, [False, False, False, True], 1532, 'East', (18, 13))
Element 19: (2, (18, 13), ['', '%', '%', '%'], [(18, 11), (14, 5), (18, 10)], [False, True, True, True], 62, False, [False, False, False, False], 1551, 'West', (17, 13))
Element 20: (2, (17, 13), ['', '%', '%', ''], [(17, 11), (13, 5), (17, 10)], [False, True, True, False], 60, False, [False, False, False, False], 1560, 'West', (16, 13))
Element 21: (2, (16, 13), ['', '%', '%', ''], [(18, 11), (13, 4), (17, 9)], [False, True, True, False], 58, False, [False, False, False, False], 1569, 'West', (15, 13))
Element 22: (2, (15, 13), ['%', '', '%', ''], [(18, 10), (13, 5), (16, 9)], [True, False, True, False], 56, False, [False, False, False, False], 1568, 'South', (15, 12))
Element 23: (2, (15, 12), ['.', '', '', '%'], [(17, 10), (14, 5), (16, 10)], [False, False, False, True], 54, False, [True, False, False, False], 1567, 'West', (14, 12))
Element 24: (2, (14, 12), ['.', '.', '%', ''], [(17, 11), (14, 4), (15, 10)], [False, False, True, False], 52, False, [True, True, False, False], 1576, 'South', (14, 11))
