Element 1: (3, (17, 8), ['.', '.', '.', '%'], [(15, 9), (11, 3), (11, 5)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (17, 9))
Element 2: (3, (17, 9), ['G', '', '.', '%'], [(16, 9), (12, 3), (11, 6)], [False, False, False, True], 96, False, [False, False, True, False], 68, 'North', (17, 10))
Element 3: (3, (17, 10), ['G', '', '.', '.'], [(16, 10), (13, 3), (12, 6)], [False, False, False, False], 94, False, [False, False, True, True], 107, 'East', (18, 10))
Element 4: (3, (18, 10), ['', '%', '.', '%'], [(15, 10), (14, 3), (12, 7)], [False, True, False, True], 92, False, [False, False, True, False], 146, 'North', (18, 11))
Element 5: (3, (18, 11), ['.', '', '%', '%'], [(15, 11), (15, 3), (13, 7)], [False, False, True, True], 90, False, [True, False, False, False], 185, 'West', (17, 11))
Element 6: (3, (17, 11), ['%', '', '%', ''], [(15, 12), (16, 3), (14, 7)], [True, False, True, False], 88, False, [False, False, False, False], 224, 'East', (18, 11))
Element 7: (3, (18, 11), ['', '', '%', '%'], [(15, 13), (17, 3), (15, 7)], [False, False, True, True], 86, False, [False, False, False, False], 253, 'South', (18, 10))
Element 8: (3, (18, 10), ['', '%', '', '%'], [(16, 13), (18, 3), (16, 7)], [False, True, False, True], 84, False, [False, False, False, False], 282, 'West', (17, 10))
Element 9: (3, (17, 10), ['', '', '', ''], [(17, 13), (18, 4), (17, 7)], [False, False, False, False], 82, False, [False, False, False, False], 311, 'North', (17, 11))
Element 10: (3, (17, 11), ['%', '', '%', ''], [(18, 13), (18, 5), (17, 6)], [True, False, True, False], 80, False, [False, False, False, False], 340, 'South', (17, 10))
Element 11: (3, (17, 10), ['', '', '', ''], [(17, 13), (18, 6), (17, 5)], [False, False, False, False], 78, False, [False, False, False, False], 359, 'South', (17, 9))
Element 12: (3, (17, 9), ['', '', '', '%'], [(16, 13), (17, 6), (17, 4)], [False, False, False, True], 76, False, [False, False, False, False], 368, 'South', (17, 8))
Element 13: (3, (17, 8), ['.', 'G', '', '%'], [(15, 13), (17, 7), (16, 4)], [False, False, False, True], 74, False, [True, False, False, False], 377, 'North', (17, 9))
Element 14: (3, (17, 9), ['', 'G', '', '%'], [(15, 12), (17, 8), (16, 5)], [False, False, False, True], 72, False, [False, False, False, False], 386, 'West', (16, 9))
Element 15: (3, (16, 9), ['', 'G', '', ''], [(14, 12), (16, 8), (15, 5)], [False, False, False, False], 70, False, [False, False, False, False], 415, 'North', (16, 10))
Element 16: (3, (16, 10), ['', '', '%', ''], [(14, 11), (15, 8), (15, 4)], [False, False, True, False], 68, False, [False, False, False, False], 444, 'West', (15, 10))
Element 17: (3, (15, 10), ['%', 'G', '', ''], [(13, 11), (15, 9), (14, 4)], [True, False, False, False], 66, False, [False, False, False, False], 463, 'North', (15, 11))
Element 18: (3, (15, 11), ['', '', '', '%'], [(13, 12), (16, 9), (14, 5)], [False, False, False, True], 64, False, [False, False, False, False], 482, 'North', (15, 12))
Element 19: (3, (15, 12), ['', '', '', '%'], [(13, 13), (17, 9), (13, 5)], [False, False, False, True], 62, False, [False, False, False, False], 501, 'North', (15, 13))
Element 20: (3, (15, 13), ['%', '', '%', ''], [(12, 13), (17, 10), (13, 4)], [True, False, True, False], 60, False, [False, False, False, False], 520, 'East', (16, 13))
Element 21: (3, (16, 13), ['', '%', '%', ''], [(12, 12), (18, 10), (13, 3)], [False, True, True, False], 58, False, [False, False, False, False], 529, 'East', (17, 13))
Element 22: (3, (17, 13), ['', '%', '%', ''], [(12, 11), (18, 11), (13, 2)], [False, True, True, False], 56, False, [False, False, False, False], 548, 'East', (18, 13))
Element 23: (3, (18, 13), ['', '%', '%', '%'], [(11, 11), (17, 11), (12, 2)], [False, True, True, True], 54, False, [False, False, False, False], 567, 'West', (17, 13))
Element 24: (3, (17, 13), ['', '%', '%', ''], [(10, 11), (18, 11), (12, 1)], [False, True, True, False], 52, False, [False, False, False, False], 586, 'West', (16, 13))
Element 25: (3, (16, 13), ['', '%', '%', ''], [(10, 12), (18, 10), (11, 1)], [False, True, True, False], 50, False, [False, False, False, False], 605, 'West', (15, 13))
Element 26: (3, (15, 13), ['%', '', '%', ''], [(9, 12), (17, 10), (11, 2)], [True, False, True, False], 48, False, [False, False, False, False], 624, 'South', (15, 12))
Element 27: (3, (15, 12), ['', '', '', '%'], [(9, 13), (17, 11), (10, 2)], [False, False, False, True], 46, False, [False, False, False, False], 643, 'West', (14, 12))
Element 28: (3, (14, 12), ['', '', '%', ''], [(8, 13), (17, 10), (9, 2)], [False, False, True, False], 44, False, [False, False, False, False], 662, 'South', (14, 11))
Element 29: (3, (14, 11), ['', '%', '', ''], [(8, 12), (16, 10), (9, 3)], [False, True, False, False], 42, False, [False, False, False, False], 681, 'West', (13, 11))
Element 30: (3, (13, 11), ['', '%', '', ''], [(8, 11), (15, 10), (9, 4)], [False, True, False, False], 40, False, [False, False, False, False], 700, 'North', (13, 12))
Element 31: (3, (13, 12), ['', '', '', ''], [(9, 11), (15, 11), (10, 4)], [False, False, False, False], 38, False, [False, False, False, False], 719, 'North', (13, 13))
Element 32: (3, (13, 13), ['', '', '%', '%'], [(9, 10), (15, 12), (11, 4)], [False, False, True, True], 36, False, [False, False, False, False], 738, 'West', (12, 13))
Element 33: (3, (12, 13), ['.', '', '%', ''], [(8, 10), (15, 13), (11, 3)], [False, False, True, False], 34, False, [True, False, False, False], 747, 'West', (11, 13))
Element 34: (3, (11, 13), ['%', '%', '%', ''], [(9, 10), (16, 13), (12, 3)], [True, True, True, False], 32, False, [False, False, False, False], 756, 'East', (12, 13))
Element 35: (3, (12, 13), ['', '', '%', ''], [(9, 11), (17, 13), (11, 3)], [False, False, True, False], 30, False, [False, False, False, False], 755, 'South', (12, 12))
Element 36: (3, (12, 12), ['%', '', '', ''], [(8, 11), (18, 13), (10, 3)], [True, False, False, False], 28, False, [False, False, False, False], 754, 'South', (12, 11))
Element 37: (3, (12, 11), ['', '%', '', ''], [(8, 10), (17, 13), (11, 3)], [False, True, False, False], 26, False, [False, False, False, False], 753, 'West', (11, 11))
Element 38: (3, (11, 11), ['', '%', '%', ''], [(8, 11), (16, 13), (11, 4)], [False, True, True, False], 24, False, [False, False, False, False], 752, 'West', (10, 11))
Element 39: (3, (10, 11), ['', '%', '', ''], [(7, 11), (15, 13), (10, 4)], [False, True, False, False], 22, False, [False, False, False, False], 761, 'North', (10, 12))
Element 40: (3, (10, 12), ['', '', '%', '%'], [(7, 12), (15, 12), (10, 3)], [False, False, True, True], 20, False, [False, False, False, False], 770, 'West', (9, 12))
Element 41: (3, (9, 12), ['', '', '', ''], [(7, 13), (14, 12), (10, 4)], [False, False, False, False], 18, False, [False, False, False, False], 779, 'North', (9, 13))
Element 42: (3, (9, 13), ['', '', '%', '%'], [(6, 13), (14, 11), (9, 4)], [False, False, True, True], 16, False, [False, False, False, False], 788, 'West', (8, 13))
Element 43: (3, (8, 13), ['', '', '%', ''], [(6, 12), (13, 11), (9, 5)], [False, False, True, False], 14, False, [False, False, False, False], 807, 'South', (8, 12))
Element 44: (3, (8, 12), ['', '', '', ''], [(6, 13), (13, 12), (9, 6)], [False, False, False, False], 12, False, [False, False, False, False], 816, 'South', (8, 11))
