Element 1: (1, (6, 9), ['', '.', '.', '.'], [(5, 10), (11, 1), (18, 2)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'East', (7, 9))
Element 2: (1, (7, 9), ['', '.', '%', '%'], [(6, 10), (12, 1), (18, 3)], [False, False, True, True], 96, False, [False, True, False, False], 48, 'South', (7, 8))
Element 3: (1, (7, 8), ['.', '.', '', '.'], [(6, 9), (12, 2), (18, 4)], [False, False, False, False], 94, False, [True, True, False, True], 77, 'East', (8, 8))
Element 4: (1, (8, 8), ['', '.', '%', '.'], [(6, 8), (13, 2), (18, 5)], [False, False, True, False], 92, False, [False, True, False, True], 116, 'East', (9, 8))
Element 5: (1, (9, 8), ['', '.', '%', 'F'], [(7, 8), (13, 3), (18, 6)], [False, False, True, False], 90, False, [False, True, False, False], 145, 'East', (10, 8))
Element 6: (1, (10, 8), ['', '.', '%', '.'], [(7, 7), (14, 3), (17, 6)], [False, False, True, False], 88, False, [False, True, False, True], 1174, 'East', (11, 8))
Element 7: (1, (11, 8), ['', '%', '.', '.'], [(8, 7), (15, 3), (17, 7)], [False, True, False, False], 86, False, [False, False, True, True], 1213, 'East', (12, 8))
Element 8: (1, (12, 8), ['', '.', '.', '.'], [(9, 7), (16, 3), (17, 8)], [False, False, False, False], 84, False, [False, True, True, True], 1252, 'East', (13, 8))
Element 9: (1, (13, 8), ['', '.', '%', '%'], [(10, 7), (17, 3), (17, 9)], [False, False, True, True], 82, False, [False, True, False, False], 1291, 'South', (13, 7))
Element 10: (1, (13, 7), ['.', '%', '', '.'], [(10, 6), (17, 4), (17, 10)], [False, True, False, False], 80, False, [True, False, False, True], 1330, 'East', (14, 7))
Element 11: (1, (14, 7), ['', '%', '%', '.'], [(11, 6), (17, 5), (18, 10)], [False, True, True, False], 78, False, [False, False, False, True], 1369, 'East', (15, 7))
Element 12: (1, (15, 7), ['', '%', '.', '.'], [(12, 6), (16, 5), (18, 11)], [False, True, False, False], 76, False, [False, False, True, True], 1408, 'East', (16, 7))
Element 13: (1, (16, 7), ['', '%', '.', ''], [(12, 7), (16, 4), (17, 11)], [False, True, False, False], 74, False, [False, False, True, False], 1447, 'North', (16, 8))
Element 14: (1, (16, 8), ['.', '', '.', ''], [(13, 7), (15, 4), (18, 11)], [False, False, False, False], 72, False, [True, False, True, False], 1466, 'North', (16, 9))
Element 15: (1, (16, 9), ['.', '', '.', ''], [(14, 7), (15, 5), (18, 10)], [False, False, False, False], 70, False, [True, False, True, False], 1485, 'North', (16, 10))
Element 16: (1, (16, 10), ['.', '', '%', 'G'], [(15, 7), (14, 5), (17, 10)], [False, False, True, False], 68, False, [True, False, False, False], 1504, 'West', (15, 10))
Element 17: (1, (15, 10), ['%', '.', '.', ''], [(15, 8), (14, 4), (17, 11)], [True, False, False, False], 66, False, [False, True, True, False], 1533, 'North', (15, 11))
Element 18: (1, (15, 11), ['.', '', '.', '%'], [(15, 9), (13, 4), (17, 10)], [False, False, False, True], 64, False, [True, False, True, False], 1562, 'North', (15, 12))
Element 19: (1, (15, 12), ['.', '', '.', '%'], [(14, 9), (13, 5), (16, 10)], [False, False, False, True], 62, False, [True, False, True, False], 1591, 'North', (15, 13))
Element 20: (1, (15, 13), ['%', '', '%', '.'], [(15, 9), (13, 4), (16, 9)], [True, False, True, False], 60, False, [False, False, False, True], 1600, 'East', (16, 13))
Element 21: (1, (16, 13), ['', '%', '%', '.'], [(16, 9), (14, 4), (16, 8)], [False, True, True, False], 58, False, [False, False, False, True], 1609, 'East', (17, 13))
Element 22: (1, (17, 13), ['', '%', '%', '.'], [(17, 9), (14, 5), (16, 7)], [False, True, True, False], 56, False, [False, False, False, True], 1618, 'East', (18, 13))
Element 23: (1, (18, 13), ['', '%', '%', '%'], [(17, 10), (13, 5), (15, 7)], [False, True, True, True], 54, False, [False, False, False, False], 1627, 'West', (17, 13))
Element 24: (1, (17, 13), ['', '%', '%', ''], [(18, 10), (14, 5), (15, 8)], [False, True, True, False], 52, False, [False, False, False, False], 1626, 'West', (16, 13))
Element 25: (1, (16, 13), ['', '%', '%', ''], [(18, 11), (15, 5), (15, 9)], [False, True, True, False], 50, False, [False, False, False, False], 1625, 'West', (15, 13))
Element 26: (1, (15, 13), ['%', '', '%', ''], [(17, 11), (15, 4), (15, 10)], [True, False, True, False], 48, False, [False, False, False, False], 1624, 'South', (15, 12))
Element 27: (1, (15, 12), ['.', 'G', '', '%'], [(18, 11), (14, 4), (15, 11)], [False, False, False, True], 46, False, [True, False, False, False], 1623, 'West', (14, 12))
Element 28: (1, (14, 12), ['.', 'G', '%', ''], [(18, 10), (15, 4), (14, 11)], [False, False, True, False], 44, False, [True, False, False, False], 1642, 'West', (13, 12))
Element 29: (1, (13, 12), ['.', 'G', '.', ''], [(17, 10), (16, 4), (13, 11)], [False, False, False, False], 42, False, [True, False, True, False], 1661, 'North', (13, 13))
