Element 1: (3, (8, 3), ['.', '.', 'G', '.'], [(8, 4), (3, 13), (5, 7)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (9, 3))
Element 2: (3, (9, 3), ['', '.', 'G', '.'], [(9, 4), (3, 12), (5, 6)], [False, False, False, False], 96, False, [False, True, False, True], 68, 'East', (10, 3))
Element 3: (3, (10, 3), ['', '.', 'G', '.'], [(10, 4), (4, 12), (5, 5)], [False, False, False, False], 94, False, [False, True, False, True], 107, 'East', (11, 3))
Element 4: (3, (11, 3), ['', '.', 'G', '.'], [(11, 4), (4, 11), (6, 5)], [False, False, False, False], 92, False, [False, True, False, True], 146, 'East', (12, 3))
Element 5: (3, (12, 3), ['', '.', '%', '.'], [(11, 5), (5, 11), (7, 5)], [False, False, True, False], 90, False, [False, True, False, True], 185, 'East', (13, 3))
Element 6: (3, (13, 3), ['', '.', '.', '.'], [(11, 6), (5, 10), (7, 6)], [False, False, False, False], 88, False, [False, True, True, True], 224, 'East', (14, 3))
Element 7: (3, (14, 3), ['', '%', '.', '.'], [(12, 6), (6, 10), (8, 6)], [False, True, False, False], 86, False, [False, False, True, True], 263, 'East', (15, 3))
Element 8: (3, (15, 3), ['', '%', '.', '.'], [(12, 7), (6, 9), (9, 6)], [False, True, False, False], 84, False, [False, False, True, True], 302, 'East', (16, 3))
Element 9: (3, (16, 3), ['', '%', '.', '.'], [(13, 7), (7, 9), (10, 6)], [False, True, False, False], 82, False, [False, False, True, True], 341, 'East', (17, 3))
Element 10: (3, (17, 3), ['', '.', '.', '.'], [(14, 7), (7, 8), (10, 7)], [False, False, False, False], 80, False, [False, True, True, True], 380, 'East', (18, 3))
Element 11: (3, (18, 3), ['', '.', '.', '%'], [(15, 7), (8, 8), (10, 8)], [False, False, False, True], 78, False, [False, True, True, False], 1409, 'North', (18, 4))
Element 12: (3, (18, 4), ['.', '', '.', '%'], [(16, 7), (9, 8), (11, 8)], [False, False, False, True], 76, False, [True, False, True, False], 1448, 'North', (18, 5))
Element 13: (3, (18, 5), ['.', '', '.', '%'], [(17, 7), (9, 7), (12, 8)], [False, False, False, True], 74, False, [True, False, True, False], 1487, 'North', (18, 6))
Element 14: (3, (18, 6), ['.', '', '%', '%'], [(17, 8), (8, 7), (13, 8)], [False, False, True, True], 72, False, [True, False, False, False], 1526, 'West', (17, 6))
Element 15: (3, (17, 6), ['%', '.', '', ''], [(17, 9), (7, 7), (13, 7)], [True, False, False, False], 70, False, [False, True, False, False], 1555, 'South', (17, 5))
Element 16: (3, (17, 5), ['.', '.', '', ''], [(17, 10), (7, 6), (14, 7)], [False, False, False, False], 68, False, [True, True, False, False], 1574, 'South', (17, 4))
Element 17: (3, (17, 4), ['.', '', '', ''], [(18, 10), (8, 6), (15, 7)], [False, False, False, False], 66, False, [True, False, False, False], 1593, 'West', (16, 4))
Element 18: (3, (16, 4), ['.', '', '.', ''], [(18, 11), (9, 6), (15, 8)], [False, False, False, False], 64, False, [True, False, True, False], 1622, 'North', (16, 5))
Element 19: (3, (16, 5), ['.', '', '%', ''], [(17, 11), (9, 5), (16, 8)], [False, False, True, False], 62, False, [True, False, False, False], 1661, 'West', (15, 5))
Element 20: (3, (15, 5), ['.', '.', '%', ''], [(18, 11), (10, 5), (16, 9)], [False, False, True, False], 60, False, [True, True, False, False], 1690, 'South', (15, 4))
Element 21: (3, (15, 4), ['.', '', '', ''], [(18, 10), (11, 5), (16, 10)], [False, False, False, False], 58, False, [True, False, False, False], 1709, 'West', (14, 4))
Element 22: (3, (14, 4), ['.', '', '.', ''], [(17, 10), (11, 6), (15, 10)], [False, False, False, False], 56, False, [True, False, True, False], 1728, 'North', (14, 5))
Element 23: (3, (14, 5), ['.', '', '%', ''], [(17, 11), (12, 6), (15, 11)], [False, False, True, False], 54, False, [True, False, False, False], 1747, 'West', (13, 5))
Element 24: (3, (13, 5), ['%', '.', '%', ''], [(17, 10), (12, 7), (15, 12)], [True, False, True, False], 52, False, [False, True, False, False], 1766, 'South', (13, 4))
Element 25: (3, (13, 4), ['%', '', '', ''], [(16, 10), (13, 7), (15, 13)], [True, False, False, False], 50, False, [False, False, False, False], 1785, 'North', (13, 5))
Element 26: (3, (13, 5), ['%', '', '%', ''], [(16, 9), (14, 7), (16, 13)], [True, False, True, False], 48, False, [False, False, False, False], 1794, 'East', (14, 5))
Element 27: (3, (14, 5), ['', '', '%', ''], [(15, 9), (15, 7), (17, 13)], [False, False, True, False], 46, False, [False, False, False, False], 1813, 'South', (14, 4))
Element 28: (3, (14, 4), ['', '', '', ''], [(14, 9), (16, 7), (18, 13)], [False, False, False, False], 44, False, [False, False, False, False], 1832, 'West', (13, 4))
Element 29: (3, (13, 4), ['%', '', '', ''], [(15, 9), (17, 7), (17, 13)], [True, False, False, False], 42, False, [False, False, False, False], 1831, 'East', (14, 4))
Element 30: (3, (14, 4), ['', '', '', ''], [(15, 10), (17, 8), (16, 13)], [False, False, False, False], 40, False, [False, False, False, False], 1830, 'East', (15, 4))
Element 31: (3, (15, 4), ['', '', '', ''], [(15, 11), (17, 9), (15, 13)], [False, False, False, False], 38, False, [False, False, False, False], 1829, 'North', (15, 5))
