Element 1: (0, (4, 6), ['G', '.', '.', '.'], [(3, 6), (5, 9), (9, 6)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'East', (5, 6))
Element 2: (0, (5, 6), ['', '.', '.', '%'], [(3, 5), (6, 9), (10, 6)], [False, False, False, True], 96, False, [False, True, True, False], 39, 'North', (5, 7))
Element 3: (0, (5, 7), ['.', '', '%', '%'], [(4, 5), (7, 9), (11, 6)], [False, False, True, True], 94, False, [True, False, False, False], 78, 'West', (4, 7))
Element 4: (0, (4, 7), ['%', '', '.', ''], [(5, 5), (7, 8), (12, 6)], [True, False, False, False], 92, False, [False, False, True, False], 117, 'North', (4, 8))
Element 5: (0, (4, 8), ['.', '', '.', '%'], [(6, 5), (8, 8), (12, 7)], [False, False, False, True], 90, False, [True, False, True, False], 156, 'North', (4, 9))
Element 6: (0, (4, 9), ['%', '', '.', ''], [(7, 5), (9, 8), (13, 7)], [True, False, False, False], 88, False, [False, False, True, False], 195, 'North', (4, 10))
Element 7: (0, (4, 10), ['%', '', '.', '.'], [(7, 6), (10, 8), (14, 7)], [True, False, False, False], 86, False, [False, False, True, True], 1224, 'East', (5, 10))
Element 8: (0, (5, 10), ['', '', '.', '.'], [(8, 6), (11, 8), (15, 7)], [False, False, False, False], 84, False, [False, False, True, True], 1263, 'East', (6, 10))
Element 9: (0, (6, 10), ['', '', '%', '%'], [(8, 7), (12, 8), (16, 7)], [False, False, True, True], 82, False, [False, False, False, False], 1302, 'South', (6, 9))
Element 10: (0, (6, 9), ['', '.', '', ''], [(9, 7), (13, 8), (17, 7)], [False, False, False, False], 80, False, [False, True, False, False], 1331, 'South', (6, 8))
Element 11: (0, (6, 8), ['%', '%', '', ''], [(10, 7), (13, 7), (17, 8)], [True, True, False, False], 78, False, [False, False, False, False], 1360, 'East', (7, 8))
Element 12: (0, (7, 8), ['', '.', '', ''], [(10, 8), (14, 7), (17, 9)], [False, False, False, False], 76, False, [False, True, False, False], 1369, 'South', (7, 7))
Element 13: (0, (7, 7), ['%', '', '', ''], [(11, 8), (15, 7), (17, 10)], [True, False, False, False], 74, False, [False, False, False, False], 1388, 'East', (8, 7))
Element 14: (0, (8, 7), ['', '', '', ''], [(11, 9), (15, 8), (18, 10)], [False, False, False, False], 72, False, [False, False, False, False], 1417, 'East', (9, 7))
Element 15: (0, (9, 7), ['', '', '', ''], [(12, 9), (16, 8), (18, 11)], [False, False, False, False], 70, False, [False, False, False, False], 1446, 'East', (10, 7))
Element 16: (0, (10, 7), ['', '', '', '%'], [(12, 8), (16, 9), (17, 11)], [False, False, False, True], 68, False, [False, False, False, False], 1465, 'North', (10, 8))
Element 17: (0, (10, 8), ['', '', '%', ''], [(13, 8), (16, 10), (18, 11)], [False, False, True, False], 66, False, [False, False, False, False], 1474, 'East', (11, 8))
Element 18: (0, (11, 8), ['', '%', '', ''], [(13, 7), (15, 10), (18, 10)], [False, True, False, False], 64, False, [False, False, False, False], 1483, 'East', (12, 8))
Element 19: (0, (12, 8), ['', '', '', ''], [(14, 7), (15, 11), (17, 10)], [False, False, False, False], 62, False, [False, False, False, False], 1492, 'East', (13, 8))
Element 20: (0, (13, 8), ['', '', '%', '%'], [(15, 7), (15, 12), (17, 11)], [False, False, True, True], 60, False, [False, False, False, False], 1501, 'South', (13, 7))
Element 21: (0, (13, 7), ['', '%', '', ''], [(16, 7), (15, 13), (17, 10)], [False, True, False, False], 58, False, [False, False, False, False], 1510, 'East', (14, 7))
Element 22: (0, (14, 7), ['', '%', '%', ''], [(17, 7), (16, 13), (16, 10)], [False, True, True, False], 56, False, [False, False, False, False], 1519, 'East', (15, 7))
Element 23: (0, (15, 7), ['', '%', '', ''], [(17, 6), (17, 13), (16, 9)], [False, True, False, False], 54, False, [False, False, False, False], 1538, 'East', (16, 7))
Element 24: (0, (16, 7), ['', '%', '', ''], [(18, 6), (18, 13), (15, 9)], [False, True, False, False], 52, False, [False, False, False, False], 1567, 'East', (17, 7))
Element 25: (0, (17, 7), ['', '', '', '%'], [(18, 5), (17, 13), (14, 9)], [False, False, False, True], 50, False, [False, False, False, False], 1586, 'North', (17, 8))
Element 26: (0, (17, 8), ['', '', '', '%'], [(18, 4), (16, 13), (15, 9)], [False, False, False, True], 48, False, [False, False, False, False], 1595, 'North', (17, 9))
Element 27: (0, (17, 9), ['', '', '', '%'], [(18, 3), (15, 13), (15, 10)], [False, False, False, True], 46, False, [False, False, False, False], 1604, 'North', (17, 10))
Element 28: (0, (17, 10), ['', '', '', ''], [(18, 2), (15, 12), (15, 11)], [False, False, False, False], 44, False, [False, False, False, False], 1613, 'East', (18, 10))
Element 29: (0, (18, 10), ['', '%', '', '%'], [(18, 1), (14, 12), (14, 11)], [False, True, False, True], 42, False, [False, False, False, False], 1642, 'North', (18, 11))
Element 30: (0, (18, 11), ['', '', '%', '%'], [(17, 1), (13, 12), (13, 11)], [False, False, True, True], 40, False, [False, False, False, False], 1671, 'West', (17, 11))
