Element 1: (2, (17, 1), ['F', '%', '.', '.'], [(16, 3), (9, 10), (17, 7)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (16, 1))
Element 2: (2, (16, 1), ['%', '%', '%', ''], [(17, 3), (9, 11), (17, 8)], [True, True, True, False], 96, False, [False, False, False, False], 1048, 'East', (17, 1))
Element 3: (2, (17, 1), ['', '%', '.', '.'], [(18, 3), (10, 11), (17, 9)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (18, 1))
Element 4: (2, (18, 1), ['', '%', '.', '%'], [(18, 4), (11, 11), (17, 10)], [False, True, False, True], 92, False, [False, False, True, False], 1116, 'North', (18, 2))
Element 5: (2, (18, 2), ['.', '', '', '%'], [(18, 5), (12, 11), (18, 10)], [False, False, False, True], 90, False, [True, False, False, False], 1155, 'West', (17, 2))
Element 6: (2, (17, 2), ['%', '', '', ''], [(18, 6), (13, 11), (18, 11)], [True, False, False, False], 88, False, [False, False, False, False], 1194, 'North', (17, 3))
Element 7: (2, (17, 3), ['', '', '.', ''], [(17, 6), (14, 11), (17, 11)], [False, False, False, False], 86, False, [False, False, True, False], 1223, 'North', (17, 4))
Element 8: (2, (17, 4), ['.', '', 'G', ''], [(17, 5), (15, 11), (18, 11)], [False, False, False, False], 84, False, [True, False, False, False], 1252, 'West', (16, 4))
Element 9: (2, (16, 4), ['.', '', 'G', ''], [(16, 5), (15, 12), (18, 10)], [False, False, False, False], 82, False, [True, False, False, False], 1281, 'West', (15, 4))
Element 10: (2, (15, 4), ['.', '', 'G', ''], [(15, 5), (15, 13), (17, 10)], [False, False, False, False], 80, False, [True, False, False, False], 1310, 'West', (14, 4))
Element 11: (2, (14, 4), ['.', '.', 'G', ''], [(14, 5), (16, 13), (17, 11)], [False, False, False, False], 78, False, [True, True, False, False], 1339, 'South', (14, 3))
Element 12: (2, (14, 3), ['.', '%', '', ''], [(13, 5), (17, 13), (17, 10)], [False, True, False, False], 76, False, [True, False, False, False], 1368, 'West', (13, 3))
Element 13: (2, (13, 3), ['.', '.', 'G', ''], [(13, 4), (18, 13), (16, 10)], [False, False, False, False], 74, False, [True, True, False, False], 1407, 'South', (13, 2))
Element 14: (2, (13, 2), ['.', '%', '', '%'], [(14, 4), (17, 13), (16, 9)], [False, True, False, True], 72, False, [True, False, False, False], 1426, 'West', (12, 2))
Element 15: (2, (12, 2), ['.', '.', '.', ''], [(15, 4), (16, 13), (16, 8)], [False, False, False, False], 70, False, [True, True, True, False], 1445, 'North', (12, 3))
Element 16: (2, (12, 3), ['.', '', '%', ''], [(16, 4), (15, 13), (16, 7)], [False, False, True, False], 68, False, [True, False, False, False], 1464, 'West', (11, 3))
Element 17: (2, (11, 3), ['.', '.', '.', ''], [(17, 4), (15, 12), (15, 7)], [False, False, False, False], 66, False, [True, True, True, False], 1483, 'North', (11, 4))
Element 18: (2, (11, 4), ['.', '', '.', '%'], [(16, 4), (14, 12), (15, 8)], [False, False, False, True], 64, False, [True, False, True, False], 1512, 'North', (11, 5))
Element 19: (2, (11, 5), ['.', '', '.', '%'], [(15, 4), (13, 12), (15, 9)], [False, False, False, True], 62, False, [True, False, True, False], 1541, 'North', (11, 6))
Element 20: (2, (11, 6), ['.', '', '%', '.'], [(14, 4), (13, 13), (15, 10)], [False, False, True, False], 60, False, [True, False, False, True], 1570, 'East', (12, 6))
Element 21: (2, (12, 6), ['', '%', '.', '%'], [(14, 3), (12, 13), (15, 11)], [False, True, False, True], 58, False, [False, False, True, False], 1589, 'North', (12, 7))
Element 22: (2, (12, 7), ['%', '', '.', '.'], [(13, 3), (12, 12), (15, 12)], [True, False, False, False], 56, False, [False, False, True, True], 1608, 'East', (13, 7))
Element 23: (2, (13, 7), ['', '%', '.', '.'], [(13, 2), (12, 13), (15, 13)], [False, True, False, False], 54, False, [False, False, True, True], 1617, 'East', (14, 7))
Element 24: (2, (14, 7), ['', '%', '%', ''], [(12, 2), (11, 13), (16, 13)], [False, True, True, False], 52, False, [False, False, False, False], 1636, 'East', (15, 7))
Element 25: (2, (15, 7), ['', '%', '', ''], [(12, 1), (12, 13), (17, 13)], [False, True, False, False], 50, False, [False, False, False, False], 1645, 'East', (16, 7))
Element 26: (2, (16, 7), ['', '%', '', ''], [(11, 1), (13, 13), (18, 13)], [False, True, False, False], 48, False, [False, False, False, False], 1654, 'East', (17, 7))
Element 27: (2, (17, 7), ['', '', '', '%'], [(11, 2), (13, 12), (17, 13)], [False, False, False, True], 46, False, [False, False, False, False], 1663, 'North', (17, 8))
Element 28: (2, (17, 8), ['', '', '', '%'], [(10, 2), (12, 12), (16, 13)], [False, False, False, True], 44, False, [False, False, False, False], 1672, 'North', (17, 9))
Element 29: (2, (17, 9), ['', '', '', '%'], [(10, 3), (13, 12), (15, 13)], [False, False, False, True], 42, False, [False, False, False, False], 1681, 'North', (17, 10))
Element 30: (2, (17, 10), ['', '', '', ''], [(10, 4), (14, 12), (15, 12)], [False, False, False, False], 40, False, [False, False, False, False], 1690, 'East', (18, 10))
Element 31: (2, (18, 10), ['', '%', '', '%'], [(10, 5), (15, 12), (15, 11)], [False, True, False, True], 38, False, [False, False, False, False], 1699, 'North', (18, 11))
Element 32: (2, (18, 11), ['', '', '%', '%'], [(10, 6), (15, 11), (14, 11)], [False, False, True, True], 36, False, [False, False, False, False], 1708, 'West', (17, 11))
Element 33: (2, (17, 11), ['%', '', '%', ''], [(10, 7), (15, 10), (14, 12)], [True, False, True, False], 34, False, [False, False, False, False], 1717, 'East', (18, 11))
Element 34: (2, (18, 11), ['', '', '%', '%'], [(10, 8), (16, 10), (13, 12)], [False, False, True, True], 32, False, [False, False, False, False], 2716, 'South', (18, 10))
Element 35: (2, (18, 10), ['G', '%', '', '%'], [(11, 8), (17, 10), (13, 13)], [False, True, False, True], 30, False, [False, False, False, False], 2725, 'North', (18, 11))
Element 36: (2, (18, 11), ['', 'G', '%', '%'], [(12, 8), (18, 10), (12, 13)], [False, False, True, True], 28, False, [False, False, False, False], 2734, 'West', (17, 11))
Element 37: (2, (17, 11), ['%', '', '%', 'G'], [(13, 8), (18, 11), (12, 12)], [True, False, True, False], 26, False, [False, False, False, False], 2743, 'South', (17, 10))
Element 38: (2, (17, 10), ['', '', 'G', ''], [(13, 7), (17, 11), (12, 11)], [False, False, False, False], 24, False, [False, False, False, False], 2742, 'West', (16, 10))
Element 39: (2, (16, 10), ['', '', '%', ''], [(14, 7), (18, 11), (13, 11)], [False, False, True, False], 22, False, [False, False, False, False], 2741, 'South', (16, 9))
Element 40: (2, (16, 9), ['', '', '', ''], [(15, 7), (18, 10), (12, 11)], [False, False, False, False], 20, False, [False, False, False, False], 2740, 'South', (16, 8))
Element 41: (2, (16, 8), ['', 'G', '', ''], [(16, 7), (17, 10), (11, 11)], [False, False, False, False], 18, False, [False, False, False, False], 2739, 'West', (15, 8))
Element 42: (2, (15, 8), ['%', '', '', ''], [(17, 7), (17, 11), (10, 11)], [True, False, False, False], 16, False, [False, False, False, False], 2738, 'North', (15, 9))
Element 43: (2, (15, 9), ['.', '', '', ''], [(17, 8), (17, 10), (10, 12)], [False, False, False, False], 14, False, [True, False, False, False], 2747, 'West', (14, 9))
Element 44: (2, (14, 9), ['%', '%', '%', ''], [(17, 9), (16, 10), (9, 12)], [True, True, True, False], 12, False, [False, False, False, False], 2766, 'East', (15, 9))
Element 45: (2, (15, 9), ['', '', 'G', ''], [(17, 10), (15, 10), (9, 13)], [False, False, False, False], 10, False, [False, False, False, False], 2775, 'West', (14, 9))
Element 46: (2, (14, 9), ['%', '%', '%', ''], [(18, 10), (16, 10), (8, 13)], [True, True, True, False], 8, False, [False, False, False, False], 2784, 'East', (15, 9))
Element 47: (2, (15, 9), ['', '', '', 'G'], [(18, 11), (16, 9), (8, 12)], [False, False, False, False], 6, False, [False, False, False, False], 2793, 'South', (15, 8))
Element 48: (2, (15, 8), ['%', '', '', ''], [(17, 11), (17, 9), (8, 11)], [True, False, False, False], 4, False, [False, False, False, False], 2802, 'East', (16, 8))
Element 49: (2, (16, 8), ['', '', '', 'G'], [(18, 11), (17, 8), (7, 11)], [False, False, False, False], 2, False, [False, False, False, False], 2811, 'North', (16, 9))
Element 50: (2, (16, 9), ['', '', '', ''], [(18, 11), (17, 8), (7, 12)], [False, False, False, False], 0, False, [False, False, False, False], 2820, 'Stop', (16, 9))
Element 51: #0#
