Element 1: (1, (3, 8), ['%', '%', '%', '.'], [(15, 12), (10, 3), (14, 5)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (4, 8))
Element 2: (1, (4, 8), ['', '.', '.', '%'], [(15, 13), (11, 3), (15, 5)], [False, False, False, True], 96, False, [False, True, True, False], 48, 'North', (4, 9))
Element 3: (1, (4, 9), ['%', '', '.', '.'], [(16, 13), (12, 3), (16, 5)], [True, False, False, False], 94, False, [False, False, True, True], 87, 'East', (5, 9))
Element 4: (1, (5, 9), ['', '%', '.', '.'], [(17, 13), (13, 3), (17, 5)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (6, 9))
Element 5: (1, (6, 9), ['', '.', '.', '.'], [(18, 13), (14, 3), (18, 5)], [False, False, False, False], 90, False, [False, True, True, True], 165, 'East', (7, 9))
Element 6: (1, (7, 9), ['', '.', '%', '%'], [(17, 13), (15, 3), (18, 6)], [False, False, True, True], 88, False, [False, True, False, False], 194, 'South', (7, 8))
Element 7: (1, (7, 8), ['.', '.', '', '.'], [(16, 13), (16, 3), (17, 6)], [False, False, False, False], 86, False, [True, True, False, True], 223, 'East', (8, 8))
Element 8: (1, (8, 8), ['', '.', '%', '.'], [(15, 13), (17, 3), (17, 7)], [False, False, True, False], 84, False, [False, True, False, True], 252, 'East', (9, 8))
Element 9: (1, (9, 8), ['', '.', '%', 'F'], [(15, 12), (18, 3), (17, 8)], [False, False, True, False], 82, False, [False, True, False, False], 281, 'East', (10, 8))
Element 10: (1, (10, 8), ['', '.', '%', '.'], [(14, 12), (18, 4), (17, 9)], [False, False, True, False], 80, False, [False, True, False, True], 1310, 'East', (11, 8))
Element 11: (1, (11, 8), ['', '%', '.', '.'], [(14, 11), (17, 4), (17, 10)], [False, True, False, False], 78, False, [False, False, True, True], 1349, 'East', (12, 8))
Element 12: (1, (12, 8), ['', '.', '.', '.'], [(13, 11), (16, 4), (18, 10)], [False, False, False, False], 76, False, [False, True, True, True], 1388, 'East', (13, 8))
Element 13: (1, (13, 8), ['', '.', '%', '%'], [(13, 12), (15, 4), (18, 11)], [False, False, True, True], 74, False, [False, True, False, False], 1427, 'South', (13, 7))
Element 14: (1, (13, 7), ['.', '%', '', '.'], [(13, 13), (14, 4), (17, 11)], [False, True, False, False], 72, False, [True, False, False, True], 1466, 'East', (14, 7))
Element 15: (1, (14, 7), ['', '%', '%', '.'], [(12, 13), (13, 4), (18, 11)], [False, True, True, False], 70, False, [False, False, False, True], 1495, 'East', (15, 7))
Element 16: (1, (15, 7), ['', '%', '.', '.'], [(12, 12), (13, 5), (18, 10)], [False, True, False, False], 68, False, [False, False, True, True], 1524, 'East', (16, 7))
Element 17: (1, (16, 7), ['', '%', '.', ''], [(12, 11), (14, 5), (17, 10)], [False, True, False, False], 66, False, [False, False, True, False], 1543, 'North', (16, 8))
Element 18: (1, (16, 8), ['.', '', '.', ''], [(11, 11), (15, 5), (17, 11)], [False, False, False, False], 64, False, [True, False, True, False], 1562, 'North', (16, 9))
Element 19: (1, (16, 9), ['.', '', '.', ''], [(10, 11), (16, 5), (17, 10)], [False, False, False, False], 62, False, [True, False, True, False], 1581, 'North', (16, 10))
Element 20: (1, (16, 10), ['.', '', '%', ''], [(10, 12), (17, 5), (17, 9)], [False, False, True, False], 60, False, [True, False, False, False], 1600, 'West', (15, 10))
Element 21: (1, (15, 10), ['%', '.', '', ''], [(9, 12), (18, 5), (17, 10)], [True, False, False, False], 58, False, [False, True, False, False], 1619, 'South', (15, 9))
Element 22: (1, (15, 9), ['.', '.', '', ''], [(9, 13), (18, 6), (17, 9)], [False, False, False, False], 56, False, [True, True, False, False], 1638, 'South', (15, 8))
Element 23: (1, (15, 8), ['%', '', '', ''], [(8, 13), (17, 6), (16, 9)], [True, False, False, False], 54, False, [False, False, False, False], 1657, 'North', (15, 9))
Element 24: (1, (15, 9), ['.', '', '', ''], [(8, 12), (17, 7), (16, 10)], [False, False, False, False], 52, False, [True, False, False, False], 1666, 'West', (14, 9))
Element 25: (1, (14, 9), ['%', '%', '%', ''], [(8, 11), (17, 8), (15, 10)], [True, True, True, False], 50, False, [False, False, False, False], 1685, 'East', (15, 9))
Element 26: (1, (15, 9), ['', '', '', ''], [(9, 11), (17, 9), (15, 11)], [False, False, False, False], 48, False, [False, False, False, False], 1694, 'North', (15, 10))
Element 27: (1, (15, 10), ['%', '', '', ''], [(9, 10), (17, 10), (15, 12)], [True, False, False, False], 46, False, [False, False, False, False], 1703, 'North', (15, 11))
Element 28: (1, (15, 11), ['', '', '', '%'], [(8, 10), (18, 10), (15, 13)], [False, False, False, True], 44, False, [False, False, False, False], 1712, 'North', (15, 12))
Element 29: (1, (15, 12), ['', '', '', '%'], [(9, 10), (18, 11), (16, 13)], [False, False, False, True], 42, False, [False, False, False, False], 1711, 'North', (15, 13))
Element 30: (1, (15, 13), ['%', '', '%', ''], [(9, 11), (17, 11), (17, 13)], [True, False, True, False], 40, False, [False, False, False, False], 1710, 'East', (16, 13))
Element 31: (1, (16, 13), ['', '%', '%', ''], [(8, 11), (18, 11), (18, 13)], [False, True, True, False], 38, False, [False, False, False, False], 1709, 'East', (17, 13))
Element 32: (1, (17, 13), ['', '%', '%', 'G'], [(8, 10), (18, 10), (18, 13)], [False, True, True, False], 36, False, [False, False, False, False], 1708, 'West', (16, 13))
Element 33: (1, (16, 13), ['', '%', '%', 'G'], [(8, 11), (17, 10), (17, 13)], [False, True, True, False], 34, False, [False, False, False, False], 1707, 'West', (15, 13))
