Element 1: (2, (4, 3), ['', '.', '.', '.'], [(14, 12), (3, 4), (12, 13)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (5, 3))
Element 2: (2, (5, 3), ['', '%', '%', '.'], [(15, 12), (4, 4), (13, 13)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (6, 3))
Element 3: (2, (6, 3), ['', '%', '.', '.'], [(15, 13), (4, 5), (13, 12)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (7, 3))
Element 4: (2, (7, 3), ['', 'F', '.', '.'], [(16, 13), (5, 5), (13, 11)], [False, False, False, False], 92, False, [False, False, True, True], 126, 'South', (7, 2))
Element 5: (2, (7, 2), ['%', '%', '', '.'], [(17, 13), (6, 5), (14, 11)], [True, True, False, False], 90, False, [False, False, False, True], 1155, 'East', (8, 2))
Element 6: (2, (8, 2), ['', '%', '.', '.'], [(18, 13), (7, 5), (15, 11)], [False, True, False, False], 88, False, [False, False, True, True], 1194, 'East', (9, 2))
Element 7: (2, (9, 2), ['', '%', '.', '.'], [(17, 13), (7, 6), (15, 10)], [False, True, False, False], 86, False, [False, False, True, True], 1223, 'East', (10, 2))
Element 8: (2, (10, 2), ['', '%', '.', '.'], [(16, 13), (8, 6), (16, 10)], [False, True, False, False], 84, False, [False, False, True, True], 1252, 'East', (11, 2))
Element 9: (2, (11, 2), ['', '.', '.', '.'], [(15, 13), (9, 6), (17, 10)], [False, False, False, False], 82, False, [False, True, True, True], 1281, 'East', (12, 2))
Element 10: (2, (12, 2), ['', '.', '.', '.'], [(15, 12), (10, 6), (18, 10)], [False, False, False, False], 80, False, [False, True, True, True], 1310, 'East', (13, 2))
Element 11: (2, (13, 2), ['', '%', '.', '%'], [(15, 11), (11, 6), (18, 11)], [False, True, False, True], 78, False, [False, False, True, False], 1339, 'North', (13, 3))
Element 12: (2, (13, 3), ['.', '', '.', '.'], [(15, 10), (12, 6), (17, 11)], [False, False, False, False], 76, False, [True, False, True, True], 1368, 'East', (14, 3))
Element 13: (2, (14, 3), ['', '%', '.', '.'], [(15, 9), (12, 7), (18, 11)], [False, True, False, False], 74, False, [False, False, True, True], 1397, 'East', (15, 3))
Element 14: (2, (15, 3), ['', '%', '.', '.'], [(16, 9), (13, 7), (18, 10)], [False, True, False, False], 72, False, [False, False, True, True], 1426, 'East', (16, 3))
Element 15: (2, (16, 3), ['', '%', '.', '.'], [(17, 9), (14, 7), (17, 10)], [False, True, False, False], 70, False, [False, False, True, True], 1455, 'East', (17, 3))
Element 16: (2, (17, 3), ['', '.', '.', '.'], [(17, 8), (15, 7), (17, 11)], [False, False, False, False], 68, False, [False, True, True, True], 1484, 'East', (18, 3))
Element 17: (2, (18, 3), ['', '.', '.', '%'], [(17, 7), (16, 7), (17, 10)], [False, False, False, True], 66, False, [False, True, True, False], 1513, 'North', (18, 4))
Element 18: (2, (18, 4), ['.', '', '.', '%'], [(17, 6), (16, 8), (17, 9)], [False, False, False, True], 64, False, [True, False, True, False], 1542, 'North', (18, 5))
Element 19: (2, (18, 5), ['.', '', 'G', '%'], [(18, 6), (15, 8), (17, 8)], [False, False, False, True], 62, False, [True, False, False, False], 1571, 'West', (17, 5))
Element 20: (2, (17, 5), ['.', '.', '', 'G'], [(18, 5), (15, 9), (17, 7)], [False, False, False, False], 60, False, [True, True, False, False], 1580, 'South', (17, 4))
Element 21: (2, (17, 4), ['.', '', '', 'G'], [(18, 4), (14, 9), (17, 6)], [False, False, False, False], 58, False, [True, False, False, False], 1599, 'West', (16, 4))
Element 22: (2, (16, 4), ['.', '', '.', ''], [(18, 3), (15, 9), (18, 6)], [False, False, False, False], 56, False, [True, False, True, False], 1608, 'North', (16, 5))
Element 23: (2, (16, 5), ['.', '', '%', ''], [(18, 2), (16, 9), (18, 5)], [False, False, True, False], 54, False, [True, False, False, False], 1627, 'West', (15, 5))
Element 24: (2, (15, 5), ['.', '.', '%', ''], [(18, 1), (17, 9), (18, 4)], [False, False, True, False], 52, False, [True, True, False, False], 1646, 'South', (15, 4))
Element 25: (2, (15, 4), ['.', '', '', ''], [(17, 1), (17, 10), (18, 3)], [False, False, False, False], 50, False, [True, False, False, False], 1665, 'West', (14, 4))
Element 26: (2, (14, 4), ['.', '', '.', ''], [(16, 1), (18, 10), (18, 2)], [False, False, False, False], 48, False, [True, False, True, False], 2674, 'North', (14, 5))
Element 27: (2, (14, 5), ['.', '', '%', ''], [(17, 1), (18, 11), (17, 2)], [False, False, True, False], 46, False, [True, False, False, False], 2693, 'West', (13, 5))
Element 28: (2, (13, 5), ['%', '.', '%', ''], [(17, 2), (17, 11), (17, 3)], [True, False, True, False], 44, False, [False, True, False, False], 2702, 'South', (13, 4))
Element 29: (2, (13, 4), ['%', '', '', ''], [(17, 3), (18, 11), (17, 4)], [True, False, False, False], 42, False, [False, False, False, False], 2711, 'North', (13, 5))
Element 30: (2, (13, 5), ['%', '', '%', ''], [(17, 4), (18, 10), (17, 5)], [True, False, True, False], 40, False, [False, False, False, False], 2710, 'East', (14, 5))
Element 31: (2, (14, 5), ['', '', '%', ''], [(17, 5), (17, 10), (16, 5)], [False, False, True, False], 38, False, [False, False, False, False], 2709, 'South', (14, 4))
Element 32: (2, (14, 4), ['', '', '', ''], [(16, 5), (17, 11), (16, 4)], [False, False, False, False], 36, False, [False, False, False, False], 2708, 'West', (13, 4))
Element 33: (2, (13, 4), ['%', '', '', ''], [(16, 4), (17, 10), (16, 3)], [True, False, False, False], 34, False, [False, False, False, False], 2707, 'East', (14, 4))
Element 34: (2, (14, 4), ['', '', '', ''], [(16, 3), (16, 10), (15, 3)], [False, False, False, False], 32, False, [False, False, False, False], 2706, 'East', (15, 4))
Element 35: (2, (15, 4), ['', 'G', '', ''], [(15, 3), (15, 10), (14, 3)], [False, False, False, False], 30, False, [False, False, False, False], 2705, 'North', (15, 5))
Element 36: (2, (15, 5), ['', 'G', '%', ''], [(15, 4), (15, 11), (14, 4)], [False, False, True, False], 28, False, [False, False, False, False], 2704, 'West', (14, 5))
Element 37: (2, (14, 5), ['', '', '%', 'G'], [(15, 5), (15, 12), (13, 4)], [False, False, True, False], 26, False, [False, False, False, False], 2703, 'West', (13, 5))
Element 38: (2, (13, 5), ['%', '', '%', 'G'], [(14, 5), (15, 13), (13, 3)], [True, False, True, False], 24, False, [False, False, False, False], 2702, 'East', (14, 5))
Element 39: (2, (14, 5), ['', 'G', '%', ''], [(14, 4), (16, 13), (12, 3)], [False, False, True, False], 22, False, [False, False, False, False], 2711, 'South', (14, 4))
Element 40: (2, (14, 4), ['', 'G', '', ''], [(14, 3), (17, 13), (11, 3)], [False, False, False, False], 20, False, [False, False, False, False], 2720, 'East', (15, 4))
