Element 1: (2, (17, 10), ['.', '.', 'G', '.'], [(13, 12), (15, 5), (17, 11)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (18, 10))
Element 2: (2, (18, 10), ['', '%', 'G', '%'], [(14, 12), (16, 5), (18, 11)], [False, True, False, True], 96, False, [False, False, False, False], 58, 'West', (17, 10))
Element 3: (2, (17, 10), ['.', '.', '', 'G'], [(15, 12), (17, 5), (18, 10)], [False, False, False, False], 94, False, [True, True, False, False], 77, 'South', (17, 9))
Element 4: (2, (17, 9), ['.', '.', 'G', '%'], [(15, 13), (18, 5), (17, 10)], [False, False, False, True], 92, False, [True, True, False, False], 106, 'South', (17, 8))
Element 5: (2, (17, 8), ['.', '.', '', '%'], [(16, 13), (18, 6), (16, 10)], [False, False, False, True], 90, False, [True, True, False, False], 145, 'South', (17, 7))
Element 6: (2, (17, 7), ['.', 'G', '', '%'], [(17, 13), (17, 6), (16, 9)], [False, False, False, True], 88, False, [True, False, False, False], 184, 'West', (16, 7))
Element 7: (2, (16, 7), ['.', '%', 'G', 'G'], [(18, 13), (17, 7), (16, 8)], [False, True, False, False], 86, False, [True, False, False, False], 213, 'West', (15, 7))
Element 8: (2, (15, 7), ['.', '%', 'G', ''], [(17, 13), (17, 8), (15, 8)], [False, True, False, False], 84, False, [True, False, False, False], 232, 'West', (14, 7))
Element 9: (2, (14, 7), ['.', '%', '%', ''], [(16, 13), (17, 9), (15, 9)], [False, True, True, False], 82, False, [True, False, False, False], 251, 'West', (13, 7))
Element 10: (2, (13, 7), ['.', '%', '.', ''], [(15, 13), (17, 10), (15, 10)], [False, True, False, False], 80, False, [True, False, True, False], 270, 'North', (13, 8))
Element 11: (2, (13, 8), ['.', '', '%', '%'], [(15, 12), (18, 10), (15, 11)], [False, False, True, True], 78, False, [True, False, False, False], 289, 'West', (12, 8))
Element 12: (2, (12, 8), ['.', '.', '.', ''], [(15, 11), (18, 11), (14, 11)], [False, False, False, False], 76, False, [True, True, True, False], 308, 'North', (12, 9))
Element 13: (2, (12, 9), ['.', '', '%', '%'], [(15, 10), (17, 11), (13, 11)], [False, False, True, True], 74, False, [True, False, False, False], 327, 'West', (11, 9))
Element 14: (2, (11, 9), ['%', '.', '%', ''], [(16, 10), (18, 11), (12, 11)], [True, False, True, False], 72, False, [False, True, False, False], 346, 'South', (11, 8))
Element 15: (2, (11, 8), ['F', '%', '', ''], [(17, 10), (18, 10), (12, 12)], [False, True, False, False], 70, False, [False, False, False, False], 365, 'West', (10, 8))
Element 16: (2, (10, 8), ['.', '.', '%', ''], [(17, 11), (17, 10), (12, 13)], [False, False, True, False], 68, False, [True, True, False, False], 1374, 'South', (10, 7))
Element 17: (2, (10, 7), ['.', '.', '', '%'], [(18, 11), (17, 11), (11, 13)], [False, False, False, True], 66, False, [True, True, False, False], 1393, 'South', (10, 6))
Element 18: (2, (10, 6), ['.', '.', '', '.'], [(18, 10), (17, 10), (12, 13)], [False, False, False, False], 64, False, [True, True, False, True], 1402, 'East', (11, 6))
Element 19: (2, (11, 6), ['', '.', '%', '.'], [(18, 11), (16, 10), (13, 13)], [False, False, True, False], 62, False, [False, True, False, True], 1411, 'East', (12, 6))
Element 20: (2, (12, 6), ['', '%', '.', '%'], [(17, 11), (16, 9), (13, 12)], [False, True, False, True], 60, False, [False, False, True, False], 1420, 'North', (12, 7))
Element 21: (2, (12, 7), ['%', '', '', ''], [(17, 10), (16, 8), (14, 12)], [True, False, False, False], 58, False, [False, False, False, False], 1429, 'South', (12, 6))
Element 22: (2, (12, 6), ['', '%', '', '%'], [(17, 9), (16, 7), (15, 12)], [False, True, False, True], 56, False, [False, False, False, False], 1428, 'West', (11, 6))
Element 23: (2, (11, 6), ['', '.', '%', ''], [(17, 8), (15, 7), (15, 13)], [False, False, True, False], 54, False, [False, True, False, False], 1427, 'South', (11, 5))
Element 24: (2, (11, 5), ['.', '.', '', '%'], [(17, 7), (15, 8), (16, 13)], [False, False, False, True], 52, False, [True, True, False, False], 1436, 'South', (11, 4))
Element 25: (2, (11, 4), ['.', '.', '', '%'], [(17, 6), (15, 9), (17, 13)], [False, False, False, True], 50, False, [True, True, False, False], 1445, 'South', (11, 3))
Element 26: (2, (11, 3), ['.', '.', '', '.'], [(18, 6), (14, 9), (18, 13)], [False, False, False, False], 48, False, [True, True, False, True], 1464, 'East', (12, 3))
Element 27: (2, (12, 3), ['', '.', '%', '.'], [(18, 5), (15, 9), (17, 13)], [False, False, True, False], 46, False, [False, True, False, True], 1473, 'East', (13, 3))
Element 28: (2, (13, 3), ['', '.', '.', '.'], [(18, 4), (15, 10), (16, 13)], [False, False, False, False], 44, False, [False, True, True, True], 1492, 'East', (14, 3))
Element 29: (2, (14, 3), ['', '%', '.', '.'], [(18, 3), (15, 11), (15, 13)], [False, True, False, False], 42, False, [False, False, True, True], 1511, 'East', (15, 3))
Element 30: (2, (15, 3), ['', '%', '.', '.'], [(18, 2), (14, 11), (15, 12)], [False, True, False, False], 40, False, [False, False, True, True], 1530, 'East', (16, 3))
Element 31: (2, (16, 3), ['', '%', '.', '.'], [(18, 1), (13, 11), (14, 12)], [False, True, False, False], 38, False, [False, False, True, True], 1549, 'East', (17, 3))
Element 32: (2, (17, 3), ['', '.', '.', ''], [(17, 1), (12, 11), (13, 12)], [False, False, False, False], 36, False, [False, True, True, False], 1568, 'North', (17, 4))
Element 33: (2, (17, 4), ['.', '', '', ''], [(16, 1), (11, 11), (13, 13)], [False, False, False, False], 34, False, [True, False, False, False], 2587, 'West', (16, 4))
Element 34: (2, (16, 4), ['.', '', '', ''], [(17, 1), (10, 11), (12, 13)], [False, False, False, False], 32, False, [True, False, False, False], 2606, 'West', (15, 4))
Element 35: (2, (15, 4), ['.', '', '', ''], [(17, 2), (10, 12), (12, 12)], [False, False, False, False], 30, False, [True, False, False, False], 2635, 'West', (14, 4))
Element 36: (2, (14, 4), ['.', '', '', ''], [(17, 3), (9, 12), (13, 12)], [False, False, False, False], 28, False, [True, False, False, False], 2654, 'West', (13, 4))
Element 37: (2, (13, 4), ['%', '', '.', ''], [(17, 4), (9, 13), (12, 12)], [True, False, False, False], 26, False, [False, False, True, False], 2673, 'North', (13, 5))
Element 38: (2, (13, 5), ['%', '', '%', ''], [(17, 5), (8, 13), (12, 11)], [True, False, True, False], 24, False, [False, False, False, False], 2692, 'East', (14, 5))
Element 39: (2, (14, 5), ['', '', '%', ''], [(16, 5), (8, 12), (11, 11)], [False, False, True, False], 22, False, [False, False, False, False], 2701, 'East', (15, 5))
Element 40: (2, (15, 5), ['', '', '%', ''], [(16, 4), (8, 11), (10, 11)], [False, False, True, False], 20, False, [False, False, False, False], 2710, 'East', (16, 5))
Element 41: (2, (16, 5), ['', '', '%', ''], [(16, 3), (8, 10), (9, 11)], [False, False, True, False], 18, False, [False, False, False, False], 2729, 'East', (17, 5))
Element 42: (2, (17, 5), ['', '', '', ''], [(15, 3), (8, 11), (9, 10)], [False, False, False, False], 16, False, [False, False, False, False], 2738, 'East', (18, 5))
Element 43: (2, (18, 5), ['', '', '', '%'], [(15, 4), (7, 11), (8, 10)], [False, False, False, True], 14, False, [False, False, False, False], 2747, 'North', (18, 6))
Element 44: (2, (18, 6), ['', '', '%', '%'], [(15, 5), (7, 12), (8, 11)], [False, False, True, True], 12, False, [False, False, False, False], 2756, 'West', (17, 6))
Element 45: (2, (17, 6), ['%', '', '', ''], [(14, 5), (7, 13), (8, 12)], [True, False, False, False], 10, False, [False, False, False, False], 2765, 'East', (18, 6))
Element 46: (2, (18, 6), ['', '', '%', '%'], [(14, 4), (6, 13), (9, 12)], [False, False, True, True], 8, False, [False, False, False, False], 2774, 'South', (18, 5))
Element 47: (2, (18, 5), ['', '', '', '%'], [(14, 3), (6, 12), (10, 12)], [False, False, False, True], 6, False, [False, False, False, False], 2783, 'South', (18, 4))
Element 48: (2, (18, 4), ['', '', '', '%'], [(13, 3), (6, 13), (9, 12)], [False, False, False, True], 4, False, [False, False, False, False], 2782, 'South', (18, 3))
Element 49: (2, (18, 3), ['', '', '', '%'], [(13, 2), (7, 13), (9, 13)], [False, False, False, True], 2, False, [False, False, False, False], 2791, 'South', (18, 2))
Element 50: (2, (18, 2), ['', '', '', '%'], [(13, 2), (7, 13), (8, 13)], [False, False, False, True], 0, False, [False, False, False, False], 2790, 'Stop', (18, 2))
Element 51: #0#
