Element 1: (2, (10, 7), ['.', '.', 'F', '%'], [(3, 12), (10, 2), (11, 2)], [False, False, False, True], 98, False, [True, True, False, False], 19, 'North', (10, 8))
Element 32: (2, (17, 13), ['', '%', '%', ''], [(17, 11), (17, 2), (16, 4)], [False, True, True, False], 36, False, [False, False, False, False], 2658, 'West', (16, 13))
Element 33: (2, (16, 13), ['', '%', '%', ''], [(17, 10), (18, 2), (16, 5)], [False, True, True, False], 34, False, [False, False, False, False], 2667, 'West', (15, 13))
Element 34: (2, (15, 13), ['%', '', '%', ''], [(16, 10), (18, 1), (15, 5)], [True, False, True, False], 32, False, [False, False, False, False], 2676, 'South', (15, 12))
Element 35: (2, (15, 12), ['.', '', '', '%'], [(16, 9), (18, 2), (14, 5)], [False, False, False, True], 30, False, [True, False, False, False], 2685, 'West', (14, 12))
Element 36: (2, (14, 12), ['.', '.', '%', ''], [(15, 9), (18, 3), (13, 5)], [False, False, True, False], 28, False, [True, True, False, False], 2704, 'South', (14, 11))
Element 37: (2, (14, 11), ['.', '%', '', ''], [(14, 9), (17, 3), (13, 4)], [False, True, False, False], 26, False, [True, False, False, False], 2723, 'West', (13, 11))
Element 38: (2, (13, 11), ['.', '%', '.', ''], [(15, 9), (18, 3), (14, 4)], [False, True, False, False], 24, False, [True, False, True, False], 2732, 'North', (13, 12))
Element 39: (2, (13, 12), ['.', '', '.', ''], [(15, 10), (18, 4), (15, 4)], [False, False, False, False], 22, False, [True, False, True, False], 2741, 'North', (13, 13))
Element 40: (2, (13, 13), ['.', '', '%', '%'], [(15, 11), (18, 5), (14, 4)], [False, False, True, True], 20, False, [True, False, False, False], 2750, 'West', (12, 13))
Element 41: (2, (12, 13), ['.', '.', '%', ''], [(15, 12), (18, 6), (13, 4)], [False, False, True, False], 18, False, [True, True, False, False], 2759, 'South', (12, 12))
Element 42: (2, (12, 12), ['%', '.', '', ''], [(15, 13), (17, 6), (13, 5)], [True, False, False, False], 16, False, [False, True, False, False], 2768, 'South', (12, 11))
Element 43: (2, (12, 11), ['.', '%', '', ''], [(16, 13), (17, 7), (14, 5)], [False, True, False, False], 14, False, [True, False, False, False], 2777, 'West', (11, 11))
Element 44: (2, (11, 11), ['.', '%', '%', ''], [(17, 13), (17, 8), (14, 4)], [False, True, True, False], 12, False, [True, False, False, False], 2786, 'West', (10, 11))
Element 45: (2, (10, 11), ['.', '%', '.', ''], [(18, 13), (17, 9), (14, 5)], [False, True, False, False], 10, False, [True, False, True, False], 2795, 'North', (10, 12))
Element 46: (2, (10, 12), ['.', '', '%', '%'], [(17, 13), (17, 10), (15, 5)], [False, False, True, True], 8, False, [True, False, False, False], 2804, 'West', (9, 12))
Element 47: (2, (9, 12), ['.', '.', '.', ''], [(16, 13), (18, 10), (15, 4)], [False, False, False, False], 6, False, [True, True, True, False], 2813, 'North', (9, 13))
Element 48: (2, (9, 13), ['.', '', '%', '%'], [(15, 13), (18, 11), (15, 5)], [False, False, True, True], 4, False, [True, False, False, False], 2822, 'West', (8, 13))
Element 49: (2, (8, 13), ['.', '.', '%', ''], [(15, 12), (17, 11), (16, 5)], [False, False, True, False], 2, False, [True, True, False, False], 2831, 'South', (8, 12))
Element 50: (2, (8, 12), ['.', '.', '', ''], [(15, 12), (17, 11), (17, 5)], [False, False, False, False], 0, False, [True, True, False, False], 2840, 'Stop', (8, 12))
Element 51: #0#
