Element 1: (2, (5, 10), ['.', '.', 'G', '.'], [(7, 3), (5, 11), (15, 10)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (6, 10))
Element 2: (2, (6, 10), ['G', '.', '%', '%'], [(7, 2), (5, 10), (16, 10)], [False, False, True, True], 96, False, [False, True, False, False], 1038, 'South', (6, 9))
Element 3: (2, (6, 9), ['G', '.', '', '.'], [(8, 2), (5, 9), (17, 10)], [False, False, False, False], 94, False, [False, True, False, True], 1077, 'East', (7, 9))
Element 4: (2, (7, 9), ['', '.', '%', '%'], [(9, 2), (4, 9), (18, 10)], [False, False, True, True], 92, False, [False, True, False, False], 1116, 'South', (7, 8))
Element 5: (2, (7, 8), ['.', '.', '', '.'], [(10, 2), (4, 10), (18, 11)], [False, False, False, False], 90, False, [True, True, False, True], 1155, 'East', (8, 8))
Element 6: (2, (8, 8), ['', '.', '%', '.'], [(11, 2), (4, 9), (17, 11)], [False, False, True, False], 88, False, [False, True, False, True], 1184, 'East', (9, 8))
Element 7: (2, (9, 8), ['', '.', '%', 'F'], [(12, 2), (4, 8), (18, 11)], [False, False, True, False], 86, False, [False, True, False, False], 1213, 'East', (10, 8))
Element 8: (2, (10, 8), ['', '.', '%', '.'], [(13, 2), (4, 7), (18, 10)], [False, False, True, False], 84, False, [False, True, False, True], 2232, 'East', (11, 8))
Element 9: (2, (11, 8), ['', '%', '.', '.'], [(13, 3), (5, 7), (17, 10)], [False, True, False, False], 82, False, [False, False, True, True], 2261, 'East', (12, 8))
Element 10: (2, (12, 8), ['', '.', '.', '.'], [(14, 3), (5, 6), (17, 11)], [False, False, False, False], 80, False, [False, True, True, True], 2290, 'East', (13, 8))
Element 11: (2, (13, 8), ['', '.', '%', '%'], [(15, 3), (5, 5), (17, 10)], [False, False, True, True], 78, False, [False, True, False, False], 2319, 'South', (13, 7))
Element 12: (2, (13, 7), ['.', '%', '', '.'], [(16, 3), (6, 5), (17, 9)], [False, True, False, False], 76, False, [True, False, False, True], 2358, 'East', (14, 7))
Element 13: (2, (14, 7), ['', '%', '%', '.'], [(17, 3), (7, 5), (17, 8)], [False, True, True, False], 74, False, [False, False, False, True], 2397, 'East', (15, 7))
Element 14: (2, (15, 7), ['', '%', '.', '.'], [(18, 3), (7, 6), (17, 7)], [False, True, False, False], 72, False, [False, False, True, True], 2436, 'East', (16, 7))
Element 15: (2, (16, 7), ['', '%', '.', ''], [(18, 4), (8, 6), (17, 6)], [False, True, False, False], 70, False, [False, False, True, False], 2475, 'North', (16, 8))
Element 16: (2, (16, 8), ['.', '', '.', ''], [(18, 5), (9, 6), (18, 6)], [False, False, False, False], 68, False, [True, False, True, False], 2514, 'North', (16, 9))
