Element 1: (3, (2, 3), ['%', '', '.', '.'], [(5, 7), (3, 1), (3, 2)], [True, False, False, False], 98, False, [False, False, True, True], 29, 'East', (3, 3))
Element 2: (3, (3, 3), ['', '', '.', '.'], [(5, 6), (4, 1), (4, 2)], [False, False, False, False], 96, False, [False, False, True, True], 68, 'East', (4, 3))
Element 3: (3, (4, 3), ['', '', '.', '.'], [(5, 5), (5, 1), (4, 1)], [False, False, False, False], 94, False, [False, False, True, True], 97, 'East', (5, 3))
Element 4: (3, (5, 3), ['', '%', '%', '.'], [(6, 5), (5, 1), (3, 1)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (6, 3))
Element 5: (3, (6, 3), ['', '%', '.', '.'], [(7, 5), (4, 1), (2, 1)], [False, True, False, False], 90, False, [False, False, True, True], 135, 'East', (7, 3))
Element 6: (3, (7, 3), ['', 'F', '.', '.'], [(7, 6), (3, 1), (1, 1)], [False, False, False, False], 88, False, [False, False, True, True], 164, 'South', (7, 2))
Element 7: (3, (7, 2), ['%', '%', '', '.'], [(8, 6), (2, 1), (1, 1)], [True, True, False, False], 86, False, [False, False, False, True], 1173, 'East', (8, 2))
Element 8: (3, (8, 2), ['', '%', '.', '.'], [(9, 6), (2, 1), (2, 1)], [False, True, False, False], 84, False, [False, False, True, True], 1192, 'East', (9, 2))
Element 9: (3, (9, 2), ['', '%', '.', '.'], [(10, 6), (2, 1), (3, 1)], [False, True, False, False], 82, False, [False, False, True, True], 1211, 'East', (10, 2))
Element 10: (3, (10, 2), ['', '%', '.', '.'], [(11, 6), (2, 2), (3, 2)], [False, True, False, False], 80, False, [False, False, True, True], 1230, 'East', (11, 2))
Element 11: (3, (11, 2), ['', '.', '.', '.'], [(12, 6), (2, 3), (3, 2)], [False, False, False, False], 78, False, [False, True, True, True], 1249, 'East', (12, 2))
Element 12: (3, (12, 2), ['', '.', '.', '.'], [(12, 7), (2, 4), (3, 1)], [False, False, False, False], 76, False, [False, True, True, True], 1278, 'East', (13, 2))
Element 13: (3, (13, 2), ['', '%', '.', '%'], [(13, 7), (3, 4), (3, 2)], [False, True, False, True], 74, False, [False, False, True, False], 1307, 'North', (13, 3))
Element 14: (3, (13, 3), ['.', '', '.', '.'], [(14, 7), (4, 4), (2, 2)], [False, False, False, False], 72, False, [True, False, True, True], 1336, 'East', (14, 3))
Element 15: (3, (14, 3), ['', '%', '.', '.'], [(15, 7), (4, 5), (2, 1)], [False, True, False, False], 70, False, [False, False, True, True], 1365, 'East', (15, 3))
Element 16: (3, (15, 3), ['', '%', '.', '.'], [(16, 7), (4, 6), (2, 2)], [False, True, False, False], 68, False, [False, False, True, True], 1394, 'East', (16, 3))
Element 17: (3, (16, 3), ['', '%', '.', '.'], [(17, 7), (3, 6), (2, 2)], [False, True, False, False], 66, False, [False, False, True, True], 1423, 'East', (17, 3))
Element 18: (3, (17, 3), ['', '.', '.', '.'], [(17, 8), (3, 5), (3, 2)], [False, False, False, False], 64, False, [False, True, True, True], 1452, 'East', (18, 3))
Element 19: (3, (18, 3), ['', '.', '.', '%'], [(17, 9), (2, 5), (4, 2)], [False, False, False, True], 62, False, [False, True, True, False], 1481, 'North', (18, 4))
Element 20: (3, (18, 4), ['.', '', '.', '%'], [(17, 10), (2, 6), (4, 3)], [False, False, False, True], 60, False, [True, False, True, False], 1510, 'North', (18, 5))
