Element 1: (3, (2, 3), ['%', '', '.', '.'], [(5, 7), (3, 1), (3, 2)], [True, False, False, False], 98, False, [False, False, True, True], 29, 'East', (3, 3))
Element 21: (3, (18, 5), ['.', '', '.', '%'], [(18, 10), (1, 6), (5, 3)], [False, False, False, True], 58, False, [True, False, True, False], 1539, 'North', (18, 6))
Element 22: (3, (18, 6), ['.', '', '%', '%'], [(18, 11), (1, 5), (6, 3)], [False, False, True, True], 56, False, [True, False, False, False], 1568, 'West', (17, 6))
Element 23: (3, (17, 6), ['%', '.', '', ''], [(17, 11), (1, 4), (6, 4)], [True, False, False, False], 54, False, [False, True, False, False], 1607, 'South', (17, 5))
Element 24: (3, (17, 5), ['.', '.', '', ''], [(18, 11), (1, 5), (7, 4)], [False, False, False, False], 52, False, [True, True, False, False], 1626, 'South', (17, 4))
Element 25: (3, (17, 4), ['.', '', '', ''], [(18, 10), (1, 6), (8, 4)], [False, False, False, False], 50, False, [True, False, False, False], 1645, 'West', (16, 4))
Element 26: (3, (16, 4), ['.', '', '.', ''], [(17, 10), (2, 6), (9, 4)], [False, False, False, False], 48, False, [True, False, True, False], 1664, 'North', (16, 5))
Element 27: (3, (16, 5), ['.', '', '%', ''], [(17, 11), (2, 5), (10, 4)], [False, False, True, False], 46, False, [True, False, False, False], 1683, 'West', (15, 5))
Element 28: (3, (15, 5), ['.', '.', '%', ''], [(17, 10), (1, 5), (11, 4)], [False, False, True, False], 44, False, [True, True, False, False], 1702, 'South', (15, 4))
Element 29: (3, (15, 4), ['.', '', '', ''], [(16, 10), (2, 5), (11, 5)], [False, False, False, False], 42, False, [True, False, False, False], 1731, 'West', (14, 4))
Element 30: (3, (14, 4), ['.', '', '.', ''], [(16, 9), (3, 5), (10, 5)], [False, False, False, False], 40, False, [True, False, True, False], 1760, 'North', (14, 5))
Element 31: (3, (14, 5), ['.', '', '%', ''], [(16, 8), (3, 6), (9, 5)], [False, False, True, False], 38, False, [True, False, False, False], 1789, 'West', (13, 5))
Element 32: (3, (13, 5), ['%', '.', '%', ''], [(15, 8), (2, 6), (9, 6)], [True, False, True, False], 36, False, [False, True, False, False], 1808, 'South', (13, 4))
Element 33: (3, (13, 4), ['%', '', '', ''], [(15, 9), (3, 6), (9, 7)], [True, False, False, False], 34, False, [False, False, False, False], 1837, 'North', (13, 5))
Element 34: (3, (13, 5), ['%', '', '%', ''], [(15, 10), (4, 6), (10, 7)], [True, False, True, False], 32, False, [False, False, False, False], 1856, 'East', (14, 5))
Element 35: (3, (14, 5), ['', '', '%', ''], [(15, 11), (5, 6), (10, 8)], [False, False, True, False], 30, False, [False, False, False, False], 2865, 'South', (14, 4))
Element 36: (3, (14, 4), ['', '', '', ''], [(15, 12), (5, 7), (11, 8)], [False, False, False, False], 28, False, [False, False, False, False], 2884, 'West', (13, 4))
Element 37: (3, (13, 4), ['%', '', '', ''], [(15, 13), (4, 7), (12, 8)], [True, False, False, False], 26, False, [False, False, False, False], 2903, 'East', (14, 4))
Element 38: (3, (14, 4), ['', '', '', ''], [(16, 13), (4, 8), (13, 8)], [False, False, False, False], 24, False, [False, False, False, False], 2932, 'East', (15, 4))
Element 39: (3, (15, 4), ['', '', '', ''], [(17, 13), (4, 9), (13, 7)], [False, False, False, False], 22, False, [False, False, False, False], 2951, 'North', (15, 5))
Element 40: (3, (15, 5), ['', '', '%', ''], [(18, 13), (5, 9), (14, 7)], [False, False, True, False], 20, False, [False, False, False, False], 2970, 'West', (14, 5))
Element 41: (3, (14, 5), ['', '', '%', ''], [(17, 13), (6, 9), (15, 7)], [False, False, True, False], 18, False, [False, False, False, False], 2979, 'East', (15, 5))
Element 42: (3, (15, 5), ['', '', '%', ''], [(16, 13), (7, 9), (16, 7)], [False, False, True, False], 16, False, [False, False, False, False], 2988, 'East', (16, 5))
Element 43: (3, (16, 5), ['', '', '%', ''], [(15, 13), (7, 8), (17, 7)], [False, False, True, False], 14, False, [False, False, False, False], 2997, 'South', (16, 4))
Element 44: (3, (16, 4), ['', '', '', ''], [(15, 12), (8, 8), (17, 8)], [False, False, False, False], 12, False, [False, False, False, False], 3006, 'West', (15, 4))
Element 45: (3, (15, 4), ['', '', '', ''], [(14, 12), (9, 8), (17, 9)], [False, False, False, False], 10, False, [False, False, False, False], 3025, 'East', (16, 4))
Element 46: (3, (16, 4), ['', '', '', ''], [(14, 11), (10, 8), (17, 10)], [False, False, False, False], 8, False, [False, False, False, False], 3034, 'East', (17, 4))
Element 47: (3, (17, 4), ['', '', '', ''], [(13, 11), (11, 8), (18, 10)], [False, False, False, False], 6, False, [False, False, False, False], 3043, 'North', (17, 5))
Element 48: (3, (17, 5), ['', '', '', ''], [(13, 12), (11, 9), (18, 11)], [False, False, False, False], 4, False, [False, False, False, False], 3062, 'West', (16, 5))
Element 49: (3, (16, 5), ['', '', '%', ''], [(13, 13), (12, 9), (17, 11)], [False, False, True, False], 2, False, [False, False, False, False], 3081, 'East', (17, 5))
Element 50: (3, (17, 5), ['', '', '', ''], [(13, 13), (12, 9), (17, 11)], [False, False, False, False], 0, False, [False, False, False, False], 3080, 'Stop', (17, 5))
Element 51: #0#
