Element 1: (0, (10, 3), ['.', '.', 'G', '.'], [(2, 3), (6, 13), (10, 4)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'East', (11, 3))
Element 2: (0, (11, 3), ['', '.', 'G', '.'], [(3, 3), (7, 13), (11, 4)], [False, False, False, False], 96, False, [False, True, False, True], 39, 'East', (12, 3))
Element 3: (0, (12, 3), ['', '.', '%', '.'], [(4, 3), (8, 13), (11, 5)], [False, False, True, False], 94, False, [False, True, False, True], 78, 'East', (13, 3))
Element 4: (0, (13, 3), ['', '.', '.', '.'], [(5, 3), (9, 13), (11, 6)], [False, False, False, False], 92, False, [False, True, True, True], 117, 'East', (14, 3))
Element 5: (0, (14, 3), ['', '%', '.', '.'], [(6, 3), (9, 12), (12, 6)], [False, True, False, False], 90, False, [False, False, True, True], 156, 'East', (15, 3))
Element 6: (0, (15, 3), ['', '%', '.', '.'], [(7, 3), (10, 12), (12, 7)], [False, True, False, False], 88, False, [False, False, True, True], 195, 'East', (16, 3))
Element 7: (0, (16, 3), ['', '%', '.', '.'], [(7, 2), (10, 11), (13, 7)], [False, True, False, False], 86, False, [False, False, True, True], 1224, 'East', (17, 3))
Element 8: (0, (17, 3), ['', '.', '.', '.'], [(8, 2), (11, 11), (14, 7)], [False, False, False, False], 84, False, [False, True, True, True], 1263, 'East', (18, 3))
Element 9: (0, (18, 3), ['', '.', '.', '%'], [(9, 2), (12, 11), (15, 7)], [False, False, False, True], 82, False, [False, True, True, False], 1302, 'North', (18, 4))
Element 10: (0, (18, 4), ['.', '', '.', '%'], [(10, 2), (13, 11), (16, 7)], [False, False, False, True], 80, False, [True, False, True, False], 1341, 'North', (18, 5))
Element 11: (0, (18, 5), ['.', '', '.', '%'], [(11, 2), (14, 11), (17, 7)], [False, False, False, True], 78, False, [True, False, True, False], 1380, 'North', (18, 6))
Element 12: (0, (18, 6), ['.', '', '%', '%'], [(12, 2), (15, 11), (17, 8)], [False, False, True, True], 76, False, [True, False, False, False], 1419, 'West', (17, 6))
Element 13: (0, (17, 6), ['%', '.', '', ''], [(13, 2), (15, 12), (17, 9)], [True, False, False, False], 74, False, [False, True, False, False], 1458, 'South', (17, 5))
Element 14: (0, (17, 5), ['.', '.', '', ''], [(13, 3), (15, 13), (17, 10)], [False, False, False, False], 72, False, [True, True, False, False], 1487, 'South', (17, 4))
Element 15: (0, (17, 4), ['.', '', '', ''], [(13, 4), (16, 13), (18, 10)], [False, False, False, False], 70, False, [True, False, False, False], 1526, 'West', (16, 4))
Element 16: (0, (16, 4), ['.', '', '.', ''], [(14, 4), (17, 13), (18, 11)], [False, False, False, False], 68, False, [True, False, True, False], 1565, 'North', (16, 5))
Element 17: (0, (16, 5), ['.', '', '%', ''], [(15, 4), (18, 13), (17, 11)], [False, False, True, False], 66, False, [True, False, False, False], 1604, 'West', (15, 5))
Element 18: (0, (15, 5), ['.', '', '%', ''], [(16, 4), (17, 13), (18, 11)], [False, False, True, False], 64, False, [True, False, False, False], 1613, 'West', (14, 5))
Element 19: (0, (14, 5), ['.', '', '%', ''], [(17, 4), (16, 13), (18, 10)], [False, False, True, False], 62, False, [True, False, False, False], 1622, 'West', (13, 5))
Element 20: (0, (13, 5), ['%', '', '%', ''], [(18, 4), (15, 13), (17, 10)], [True, False, True, False], 60, False, [False, False, False, False], 1631, 'South', (13, 4))
Element 21: (0, (13, 4), ['%', '', '', ''], [(18, 5), (15, 12), (17, 11)], [True, False, False, False], 58, False, [False, False, False, False], 1630, 'East', (14, 4))
Element 22: (0, (14, 4), ['', '', '', ''], [(18, 6), (14, 12), (17, 10)], [False, False, False, False], 56, False, [False, False, False, False], 1639, 'East', (15, 4))
Element 23: (0, (15, 4), ['', '', '', ''], [(17, 6), (13, 12), (16, 10)], [False, False, False, False], 54, False, [False, False, False, False], 1658, 'West', (14, 4))
Element 24: (0, (14, 4), ['', '', '', ''], [(17, 7), (13, 13), (16, 9)], [False, False, False, False], 52, False, [False, False, False, False], 1677, 'West', (13, 4))
Element 25: (0, (13, 4), ['%', '', '', ''], [(17, 8), (12, 13), (16, 8)], [True, False, False, False], 50, False, [False, False, False, False], 1696, 'North', (13, 5))
