Element 1: (1, (1, 4), ['%', '%', '.', '.'], [(4, 9), (10, 3), (13, 11)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 4))
Element 2: (1, (2, 4), ['', '.', '.', '.'], [(5, 9), (11, 3), (14, 11)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (3, 4))
Element 3: (1, (3, 4), ['', '.', '.', '.'], [(6, 9), (12, 3), (15, 11)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (4, 4))
Element 4: (1, (4, 4), ['', '.', '.', '%'], [(7, 9), (13, 3), (15, 12)], [False, False, False, True], 92, False, [False, True, True, False], 126, 'North', (4, 5))
Element 5: (1, (4, 5), ['.', '', '.', '.'], [(7, 8), (14, 3), (15, 13)], [False, False, False, False], 90, False, [True, False, True, True], 165, 'East', (5, 5))
Element 6: (1, (5, 5), ['', '%', '.', '.'], [(8, 8), (15, 3), (16, 13)], [False, True, False, False], 88, False, [False, False, True, True], 204, 'East', (6, 5))
Element 7: (1, (6, 5), ['', '.', '%', '.'], [(9, 8), (16, 3), (17, 13)], [False, False, True, False], 86, False, [False, True, False, True], 243, 'East', (7, 5))
Element 8: (1, (7, 5), ['', '.', '.', '%'], [(10, 8), (17, 3), (18, 13)], [False, False, False, True], 84, False, [False, True, True, False], 1272, 'North', (7, 6))
Element 9: (1, (7, 6), ['%', '', '.', '.'], [(11, 8), (18, 3), (17, 13)], [True, False, False, False], 82, False, [False, False, True, True], 1301, 'East', (8, 6))
Element 10: (1, (8, 6), ['', '%', '.', '.'], [(12, 8), (18, 4), (16, 13)], [False, True, False, False], 80, False, [False, False, True, True], 1330, 'East', (9, 6))
Element 11: (1, (9, 6), ['', '.', '.', '.'], [(13, 8), (18, 5), (15, 13)], [False, False, False, False], 78, False, [False, True, True, True], 1359, 'East', (10, 6))
Element 12: (1, (10, 6), ['', '.', '.', '.'], [(13, 7), (18, 6), (15, 12)], [False, False, False, False], 76, False, [False, True, True, True], 1388, 'East', (11, 6))
Element 13: (1, (11, 6), ['', '.', '%', '.'], [(14, 7), (17, 6), (14, 12)], [False, False, True, False], 74, False, [False, True, False, True], 1427, 'East', (12, 6))
Element 14: (1, (12, 6), ['', '%', '.', '%'], [(15, 7), (17, 7), (13, 12)], [False, True, False, True], 72, False, [False, False, True, False], 1466, 'North', (12, 7))
Element 15: (1, (12, 7), ['%', '', '', ''], [(16, 7), (17, 8), (13, 13)], [True, False, False, False], 70, False, [False, False, False, False], 1505, 'East', (13, 7))
Element 16: (1, (13, 7), ['', '%', '', ''], [(16, 8), (17, 9), (12, 13)], [False, True, False, False], 68, False, [False, False, False, False], 1534, 'East', (14, 7))
Element 17: (1, (14, 7), ['', '%', '%', ''], [(16, 9), (17, 10), (12, 12)], [False, True, True, False], 66, False, [False, False, False, False], 1563, 'East', (15, 7))
Element 18: (1, (15, 7), ['', '%', '.', ''], [(16, 10), (18, 10), (12, 11)], [False, True, False, False], 64, False, [False, False, True, False], 1592, 'North', (15, 8))
Element 19: (1, (15, 8), ['%', '', '.', ''], [(15, 10), (18, 11), (11, 11)], [True, False, False, False], 62, False, [False, False, True, False], 1631, 'North', (15, 9))
Element 20: (1, (15, 9), ['.', '', '', ''], [(15, 11), (17, 11), (10, 11)], [False, False, False, False], 60, False, [True, False, False, False], 1660, 'West', (14, 9))
Element 21: (1, (14, 9), ['%', '%', '%', ''], [(15, 12), (18, 11), (10, 12)], [True, True, True, False], 58, False, [False, False, False, False], 1679, 'East', (15, 9))
Element 22: (1, (15, 9), ['', '', '', ''], [(15, 13), (18, 10), (9, 12)], [False, False, False, False], 56, False, [False, False, False, False], 1688, 'East', (16, 9))
Element 23: (1, (16, 9), ['', '', '', ''], [(16, 13), (17, 10), (9, 13)], [False, False, False, False], 54, False, [False, False, False, False], 1697, 'East', (17, 9))
Element 24: (1, (17, 9), ['', '', '', '%'], [(17, 13), (17, 11), (8, 13)], [False, False, False, True], 52, False, [False, False, False, False], 1706, 'North', (17, 10))
Element 25: (1, (17, 10), ['', '', '', ''], [(18, 13), (18, 11), (8, 12)], [False, False, False, False], 50, False, [False, False, False, False], 1715, 'East', (18, 10))
Element 26: (1, (18, 10), ['', '%', '', '%'], [(17, 13), (18, 10), (8, 11)], [False, True, False, True], 48, False, [False, False, False, False], 1724, 'North', (18, 11))
Element 27: (1, (18, 11), ['', '', '%', '%'], [(16, 13), (17, 10), (9, 11)], [False, False, True, True], 46, False, [False, False, False, False], 1733, 'West', (17, 11))
Element 28: (1, (17, 11), ['%', '', '%', ''], [(15, 13), (17, 9), (9, 10)], [True, False, True, False], 44, False, [False, False, False, False], 1742, 'East', (18, 11))
Element 29: (1, (18, 11), ['', '', '%', '%'], [(15, 12), (16, 9), (8, 10)], [False, False, True, True], 42, False, [False, False, False, False], 1751, 'South', (18, 10))
Element 30: (1, (18, 10), ['', '%', '', '%'], [(14, 12), (16, 10), (9, 10)], [False, True, False, True], 40, False, [False, False, False, False], 1750, 'West', (17, 10))
