Element 1: (0, (2, 2), ['%', '.', '.', '.'], [(2, 4), (5, 3), (7, 8)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (3, 2))
Element 2: (0, (3, 2), ['', '.', '.', '.'], [(3, 4), (6, 3), (8, 8)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (4, 2))
Element 3: (0, (4, 2), ['', '.', '.', '%'], [(4, 4), (7, 3), (9, 8)], [False, False, False, True], 94, False, [False, True, True, False], 78, 'North', (4, 3))
Element 4: (0, (4, 3), ['.', '', '', ''], [(4, 5), (7, 2), (10, 8)], [False, False, False, False], 92, False, [True, False, False, False], 2097, 'West', (3, 3))
Element 5: (0, (3, 3), ['.', '', '', ''], [(5, 5), (8, 2), (11, 8)], [False, False, False, False], 90, False, [True, False, False, False], 2136, 'West', (2, 3))
Element 6: (0, (2, 3), ['%', '', '', ''], [(6, 5), (9, 2), (12, 8)], [True, False, False, False], 88, False, [False, False, False, False], 2175, 'North', (2, 4))
Element 7: (0, (2, 4), ['.', '', '.', ''], [(7, 5), (10, 2), (13, 8)], [False, False, False, False], 86, False, [True, False, True, False], 2204, 'North', (2, 5))
Element 8: (0, (2, 5), ['.', '', '.', '.'], [(7, 6), (11, 2), (13, 7)], [False, False, False, False], 84, False, [True, False, True, True], 2243, 'East', (3, 5))
Element 9: (0, (3, 5), ['', '', '.', ''], [(8, 6), (12, 2), (14, 7)], [False, False, False, False], 82, False, [False, False, True, False], 2282, 'North', (3, 6))
Element 10: (0, (3, 6), ['.', '', '%', '.'], [(9, 6), (13, 2), (15, 7)], [False, False, True, False], 80, False, [True, False, False, True], 2321, 'East', (4, 6))
Element 11: (0, (4, 6), ['', '', '.', '.'], [(10, 6), (13, 3), (16, 7)], [False, False, False, False], 78, False, [False, False, True, True], 2360, 'East', (5, 6))
Element 12: (0, (5, 6), ['', '', '.', '%'], [(11, 6), (14, 3), (17, 7)], [False, False, False, True], 76, False, [False, False, True, False], 2399, 'North', (5, 7))
Element 13: (0, (5, 7), ['.', '', '%', '%'], [(12, 6), (15, 3), (17, 8)], [False, False, True, True], 74, False, [True, False, False, False], 2438, 'West', (4, 7))
Element 14: (0, (4, 7), ['%', '', '.', ''], [(12, 7), (16, 3), (17, 9)], [True, False, False, False], 72, False, [False, False, True, False], 2477, 'North', (4, 8))
Element 15: (0, (4, 8), ['.', '', '.', '%'], [(13, 7), (17, 3), (17, 10)], [False, False, False, True], 70, False, [True, False, True, False], 2506, 'North', (4, 9))
Element 16: (0, (4, 9), ['%', '', '.', '.'], [(14, 7), (18, 3), (18, 10)], [True, False, False, False], 68, False, [False, False, True, True], 2535, 'East', (5, 9))
Element 17: (0, (5, 9), ['', '%', '.', '.'], [(15, 7), (18, 4), (18, 11)], [False, True, False, False], 66, False, [False, False, True, True], 2564, 'East', (6, 9))
Element 18: (0, (6, 9), ['', '.', '.', '.'], [(15, 8), (18, 5), (17, 11)], [False, False, False, False], 64, False, [False, True, True, True], 2603, 'East', (7, 9))
Element 19: (0, (7, 9), ['', '', '%', '%'], [(16, 8), (18, 6), (18, 11)], [False, False, True, True], 62, False, [False, False, False, False], 2632, 'South', (7, 8))
Element 20: (0, (7, 8), ['.', '.', '', ''], [(16, 9), (17, 6), (18, 10)], [False, False, False, False], 60, False, [True, True, False, False], 2651, 'South', (7, 7))
