Element 1: (0, (8, 2), ['F', '%', '.', '.'], [(12, 6), (13, 7), (15, 11)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (7, 2))
Element 2: (0, (7, 2), ['%', '%', '.', ''], [(12, 7), (14, 7), (15, 12)], [True, True, False, False], 96, False, [False, False, True, False], 1029, 'North', (7, 3))
Element 3: (0, (7, 3), ['.', '', '.', '.'], [(12, 8), (15, 7), (15, 13)], [False, False, False, False], 94, False, [True, False, True, True], 1068, 'East', (8, 3))
Element 4: (0, (8, 3), ['', '', '.', '.'], [(13, 8), (16, 7), (16, 13)], [False, False, False, False], 92, False, [False, False, True, True], 1107, 'East', (9, 3))
Element 5: (0, (9, 3), ['', '.', '.', '.'], [(13, 7), (17, 7), (17, 13)], [False, False, False, False], 90, False, [False, True, True, True], 1136, 'East', (10, 3))
Element 6: (0, (10, 3), ['', '.', '.', '.'], [(14, 7), (17, 8), (18, 13)], [False, False, False, False], 88, False, [False, True, True, True], 1165, 'East', (11, 3))
Element 7: (0, (11, 3), ['', '.', '.', '.'], [(15, 7), (17, 9), (17, 13)], [False, False, False, False], 86, False, [False, True, True, True], 1184, 'East', (12, 3))
Element 8: (0, (12, 3), ['', '.', '%', '.'], [(15, 8), (17, 10), (16, 13)], [False, False, True, False], 84, False, [False, True, False, True], 1213, 'East', (13, 3))
Element 9: (0, (13, 3), ['', '.', '.', '.'], [(16, 8), (18, 10), (15, 13)], [False, False, False, False], 82, False, [False, True, True, True], 1242, 'East', (14, 3))
Element 10: (0, (14, 3), ['', '%', '.', '.'], [(16, 9), (18, 11), (15, 12)], [False, True, False, False], 80, False, [False, False, True, True], 1271, 'East', (15, 3))
Element 11: (0, (15, 3), ['', '%', '.', '.'], [(16, 10), (17, 11), (14, 12)], [False, True, False, False], 78, False, [False, False, True, True], 1310, 'East', (16, 3))
Element 12: (0, (16, 3), ['', '%', '.', '.'], [(15, 10), (18, 11), (14, 11)], [False, True, False, False], 76, False, [False, False, True, True], 1339, 'East', (17, 3))
Element 13: (0, (17, 3), ['', '.', '.', '.'], [(15, 9), (18, 10), (13, 11)], [False, False, False, False], 74, False, [False, True, True, True], 1368, 'East', (18, 3))
Element 14: (0, (18, 3), ['', '.', '.', '%'], [(14, 9), (17, 10), (13, 12)], [False, False, False, True], 72, False, [False, True, True, False], 1397, 'North', (18, 4))
Element 15: (0, (18, 4), ['.', '', '.', '%'], [(15, 9), (17, 11), (13, 13)], [False, False, False, True], 70, False, [True, False, True, False], 1416, 'North', (18, 5))
Element 16: (0, (18, 5), ['.', '', '.', '%'], [(15, 10), (17, 10), (12, 13)], [False, False, False, True], 68, False, [True, False, True, False], 1435, 'North', (18, 6))
