Element 1: (3, (2, 5), ['', '.', '.', '.'], [(18, 2), (1, 6), (3, 1)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (3, 5))
Element 2: (3, (3, 5), ['', '.', '.', '.'], [(18, 3), (2, 6), (4, 1)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (4, 5))
Element 3: (3, (4, 5), ['', '.', '.', '.'], [(18, 4), (3, 6), (5, 1)], [False, False, False, False], 94, False, [False, True, True, True], 107, 'East', (5, 5))
Element 4: (3, (5, 5), ['', '%', '.', '.'], [(18, 5), (4, 6), (4, 1)], [False, True, False, False], 92, False, [False, False, True, True], 136, 'East', (6, 5))
Element 5: (3, (6, 5), ['', '.', '%', '.'], [(18, 6), (5, 6), (4, 2)], [False, False, True, False], 90, False, [False, True, False, True], 175, 'East', (7, 5))
Element 6: (3, (7, 5), ['', '.', '.', '%'], [(17, 6), (5, 7), (4, 3)], [False, False, False, True], 88, False, [False, True, True, False], 214, 'North', (7, 6))
Element 7: (3, (7, 6), ['%', '', '.', '.'], [(17, 7), (4, 7), (5, 3)], [True, False, False, False], 86, False, [False, False, True, True], 253, 'East', (8, 6))
Element 8: (3, (8, 6), ['', '%', '.', '.'], [(17, 8), (4, 8), (6, 3)], [False, True, False, False], 84, False, [False, False, True, True], 292, 'East', (9, 6))
Element 9: (3, (9, 6), ['', '.', '.', '.'], [(17, 9), (4, 9), (7, 3)], [False, False, False, False], 82, False, [False, True, True, True], 331, 'East', (10, 6))
Element 10: (3, (10, 6), ['', '.', '.', '.'], [(17, 10), (5, 9), (7, 2)], [False, False, False, False], 80, False, [False, True, True, True], 1360, 'East', (11, 6))
Element 11: (3, (11, 6), ['', '.', '%', '.'], [(18, 10), (6, 9), (8, 2)], [False, False, True, False], 78, False, [False, True, False, True], 1399, 'East', (12, 6))
Element 12: (3, (12, 6), ['', '%', '.', '%'], [(18, 11), (7, 9), (9, 2)], [False, True, False, True], 76, False, [False, False, True, False], 1438, 'North', (12, 7))
Element 13: (3, (12, 7), ['%', '', '.', '.'], [(17, 11), (7, 8), (10, 2)], [True, False, False, False], 74, False, [False, False, True, True], 1477, 'East', (13, 7))
Element 14: (3, (13, 7), ['', '%', '.', '.'], [(18, 11), (8, 8), (11, 2)], [False, True, False, False], 72, False, [False, False, True, True], 1506, 'East', (14, 7))
Element 15: (3, (14, 7), ['', '%', '%', '.'], [(18, 10), (9, 8), (12, 2)], [False, True, True, False], 70, False, [False, False, False, True], 1535, 'East', (15, 7))
Element 16: (3, (15, 7), ['', '%', '.', '.'], [(17, 10), (10, 8), (13, 2)], [False, True, False, False], 68, False, [False, False, True, True], 2554, 'East', (16, 7))
Element 17: (3, (16, 7), ['', '%', '.', ''], [(17, 11), (11, 8), (13, 3)], [False, True, False, False], 66, False, [False, False, True, False], 2583, 'North', (16, 8))
Element 18: (3, (16, 8), ['.', '', '.', ''], [(17, 10), (12, 8), (14, 3)], [False, False, False, False], 64, False, [True, False, True, False], 2612, 'North', (16, 9))
Element 19: (3, (16, 9), ['.', '', 'G', ''], [(16, 10), (13, 8), (15, 3)], [False, False, False, False], 62, False, [True, False, False, False], 2651, 'West', (15, 9))
Element 20: (3, (15, 9), ['.', '.', 'G', ''], [(15, 10), (13, 7), (16, 3)], [False, False, False, False], 60, False, [True, True, False, False], 2680, 'South', (15, 8))
Element 21: (3, (15, 8), ['%', '', '', ''], [(15, 11), (14, 7), (17, 3)], [True, False, False, False], 58, False, [False, False, False, False], 2709, 'North', (15, 9))
Element 22: (3, (15, 9), ['.', '', '', ''], [(15, 12), (15, 7), (17, 4)], [False, False, False, False], 56, False, [True, False, False, False], 2728, 'West', (14, 9))
Element 23: (3, (14, 9), ['%', '%', '%', ''], [(15, 13), (16, 7), (17, 5)], [True, True, True, False], 54, False, [False, False, False, False], 2757, 'East', (15, 9))
Element 24: (3, (15, 9), ['', '', '', ''], [(16, 13), (17, 7), (16, 5)], [False, False, False, False], 52, False, [False, False, False, False], 2776, 'East', (16, 9))
Element 25: (3, (16, 9), ['', '', '', ''], [(17, 13), (17, 8), (16, 4)], [False, False, False, False], 50, False, [False, False, False, False], 2795, 'East', (17, 9))
Element 26: (3, (17, 9), ['', '', '', '%'], [(18, 13), (16, 8), (15, 4)], [False, False, False, True], 48, False, [False, False, False, False], 2814, 'North', (17, 10))
Element 27: (3, (17, 10), ['', '', '', ''], [(17, 13), (16, 9), (15, 5)], [False, False, False, False], 46, False, [False, False, False, False], 2823, 'East', (18, 10))
Element 28: (3, (18, 10), ['', '%', '', '%'], [(16, 13), (17, 9), (14, 5)], [False, True, False, True], 44, False, [False, False, False, False], 2832, 'North', (18, 11))
Element 29: (3, (18, 11), ['', '', '%', '%'], [(15, 13), (17, 10), (14, 4)], [False, False, True, True], 42, False, [False, False, False, False], 2841, 'West', (17, 11))
Element 30: (3, (17, 11), ['%', '', '%', ''], [(15, 12), (18, 10), (13, 4)], [True, False, True, False], 40, False, [False, False, False, False], 2850, 'East', (18, 11))
Element 31: (3, (18, 11), ['', '', '%', '%'], [(14, 12), (17, 10), (13, 5)], [False, False, True, True], 38, False, [False, False, False, False], 2869, 'South', (18, 10))
Element 32: (3, (18, 10), ['', '%', '', '%'], [(14, 11), (16, 10), (13, 4)], [False, True, False, True], 36, False, [False, False, False, False], 2878, 'West', (17, 10))
Element 33: (3, (17, 10), ['', '', '', ''], [(13, 11), (15, 10), (14, 4)], [False, False, False, False], 34, False, [False, False, False, False], 2887, 'North', (17, 11))
Element 34: (3, (17, 11), ['%', '', '%', ''], [(13, 12), (15, 11), (14, 5)], [True, False, True, False], 32, False, [False, False, False, False], 2896, 'South', (17, 10))
Element 35: (3, (17, 10), ['', '', '', ''], [(13, 13), (15, 12), (13, 5)], [False, False, False, False], 30, False, [False, False, False, False], 2905, 'West', (16, 10))
Element 36: (3, (16, 10), ['', '', '%', ''], [(12, 13), (15, 13), (14, 5)], [False, False, True, False], 28, False, [False, False, False, False], 2914, 'West', (15, 10))
Element 37: (3, (15, 10), ['%', '', '', ''], [(12, 12), (16, 13), (15, 5)], [True, False, False, False], 26, False, [False, False, False, False], 2923, 'North', (15, 11))
Element 38: (3, (15, 11), ['', '', '', '%'], [(12, 11), (17, 13), (15, 4)], [False, False, False, True], 24, False, [False, False, False, False], 2932, 'North', (15, 12))
Element 39: (3, (15, 12), ['', '', '', '%'], [(11, 11), (18, 13), (14, 4)], [False, False, False, True], 22, False, [False, False, False, False], 2941, 'North', (15, 13))
Element 40: (3, (15, 13), ['%', '', '%', ''], [(10, 11), (17, 13), (15, 4)], [True, False, True, False], 20, False, [False, False, False, False], 2950, 'East', (16, 13))
Element 41: (3, (16, 13), ['', '%', '%', ''], [(10, 12), (18, 13), (16, 4)], [False, True, True, False], 18, False, [False, False, False, False], 2959, 'East', (17, 13))
Element 42: (3, (17, 13), ['', '%', '%', ''], [(9, 12), (17, 13), (16, 5)], [False, True, True, False], 16, False, [False, False, False, False], 2968, 'East', (18, 13))
Element 43: (3, (18, 13), ['G', '%', '%', '%'], [(9, 13), (17, 13), (15, 5)], [False, True, True, True], 14, False, [False, False, False, False], 2977, 'Stop', (18, 13))
Element 44: (3, (18, 13), ['G', '%', '%', '%'], [(8, 13), (17, 13), (16, 5)], [False, True, True, True], 12, False, [False, False, False, False], 2986, 'West', (17, 13))
Element 45: (3, (17, 13), ['', '%', '%', ''], [(8, 12), (17, 13), (17, 5)], [False, True, True, False], 10, False, [False, False, False, False], 2995, 'West', (16, 13))
Element 46: (3, (16, 13), ['', '%', '%', 'G'], [(8, 11), (17, 13), (18, 5)], [False, True, True, False], 8, False, [False, False, False, False], 3004, 'Stop', (16, 13))
Element 47: (3, (16, 13), ['', '%', '%', 'G'], [(9, 11), (17, 13), (18, 6)], [False, True, True, False], 6, False, [False, False, False, False], 3013, 'Stop', (16, 13))
Element 48: (3, (16, 13), ['', '%', '%', 'G'], [(9, 10), (17, 13), (17, 6)], [False, True, True, False], 4, False, [False, False, False, False], 3022, 'Stop', (16, 13))
Element 49: (3, (16, 13), ['', '%', '%', 'G'], [(8, 10), (17, 13), (17, 7)], [False, True, True, False], 2, False, [False, False, False, False], 3031, 'Stop', (16, 13))
Element 50: (3, (16, 13), ['', '%', '%', 'G'], [(8, 10), (17, 13), (17, 7)], [False, True, True, False], 0, False, [False, False, False, False], 3030, 'Stop', (16, 13))
Element 51: #0#
