Element 1: (2, (3, 13), ['.', '.', '%', '%'], [(4, 8), (4, 11), (4, 10)], [False, False, True, True], 98, False, [True, True, False, False], 19, 'South', (3, 12))
Element 2: (2, (3, 12), ['.', '', '', '.'], [(4, 9), (5, 11), (5, 10)], [False, False, False, False], 96, False, [True, False, False, True], 58, 'East', (4, 12))
Element 3: (2, (4, 12), ['', '', '%', '%'], [(5, 9), (5, 10), (6, 10)], [False, False, True, True], 94, False, [False, False, False, False], 87, 'South', (4, 11))
Element 4: (2, (4, 11), ['', '', '', ''], [(4, 9), (6, 10), (6, 9)], [False, False, False, False], 92, False, [False, False, False, False], 96, 'East', (5, 11))
Element 5: (2, (5, 11), ['', '', '%', '%'], [(4, 10), (6, 9), (7, 9)], [False, False, True, True], 90, False, [False, False, False, False], 105, 'South', (5, 10))
Element 6: (2, (5, 10), ['', '', '', ''], [(4, 11), (6, 8), (7, 8)], [False, False, False, False], 88, False, [False, False, False, False], 124, 'East', (6, 10))
Element 7: (2, (6, 10), ['', '', '%', '%'], [(5, 11), (7, 8), (8, 8)], [False, False, True, True], 86, False, [False, False, False, False], 133, 'South', (6, 9))
Element 8: (2, (6, 9), ['', '', '', ''], [(5, 10), (7, 7), (9, 8)], [False, False, False, False], 84, False, [False, False, False, False], 152, 'East', (7, 9))
Element 9: (2, (7, 9), ['', '', '%', '%'], [(6, 10), (8, 7), (10, 8)], [False, False, True, True], 82, False, [False, False, False, False], 1161, 'South', (7, 8))
Element 10: (2, (7, 8), ['', '', '', ''], [(6, 9), (9, 7), (11, 8)], [False, False, False, False], 80, False, [False, False, False, False], 1180, 'East', (8, 8))
Element 11: (2, (8, 8), ['', '', '%', ''], [(7, 9), (10, 7), (12, 8)], [False, False, True, False], 78, False, [False, False, False, False], 1199, 'East', (9, 8))
Element 12: (2, (9, 8), ['', '', '%', ''], [(7, 8), (10, 6), (13, 8)], [False, False, True, False], 76, False, [False, False, False, False], 1218, 'East', (10, 8))
Element 13: (2, (10, 8), ['', '', '%', ''], [(8, 8), (11, 6), (13, 7)], [False, False, True, False], 74, False, [False, False, False, False], 1237, 'East', (11, 8))
Element 14: (2, (11, 8), ['', '%', '.', ''], [(9, 8), (12, 6), (14, 7)], [False, True, False, False], 72, False, [False, False, True, False], 1256, 'North', (11, 9))
Element 15: (2, (11, 9), ['%', '', '%', '.'], [(10, 8), (12, 7), (15, 7)], [True, False, True, False], 70, False, [False, False, False, True], 1285, 'East', (12, 9))
Element 16: (2, (12, 9), ['', '', '%', '%'], [(11, 8), (13, 7), (16, 7)], [False, False, True, True], 68, False, [False, False, False, False], 1304, 'South', (12, 8))
Element 17: (2, (12, 8), ['', '', '', ''], [(11, 9), (14, 7), (17, 7)], [False, False, False, False], 66, False, [False, False, False, False], 1313, 'East', (13, 8))
Element 18: (2, (13, 8), ['', '', '%', '%'], [(12, 9), (15, 7), (17, 8)], [False, False, True, True], 64, False, [False, False, False, False], 1322, 'South', (13, 7))
Element 19: (2, (13, 7), ['', '%', '', ''], [(12, 8), (15, 8), (17, 9)], [False, True, False, False], 62, False, [False, False, False, False], 1341, 'East', (14, 7))
Element 20: (2, (14, 7), ['', '%', '%', ''], [(13, 8), (16, 8), (17, 10)], [False, True, True, False], 60, False, [False, False, False, False], 1360, 'East', (15, 7))
Element 21: (2, (15, 7), ['', '%', '', ''], [(13, 7), (16, 9), (18, 10)], [False, True, False, False], 58, False, [False, False, False, False], 1379, 'East', (16, 7))
Element 22: (2, (16, 7), ['', '%', '', ''], [(14, 7), (16, 10), (18, 11)], [False, True, False, False], 56, False, [False, False, False, False], 1398, 'East', (17, 7))
Element 23: (2, (17, 7), ['', '.', '', '%'], [(15, 7), (15, 10), (17, 11)], [False, False, False, True], 54, False, [False, True, False, False], 1417, 'South', (17, 6))
Element 24: (2, (17, 6), ['%', '.', '', '.'], [(16, 7), (15, 11), (18, 11)], [True, False, False, False], 52, False, [False, True, False, True], 1436, 'East', (18, 6))
Element 25: (2, (18, 6), ['', '.', '%', '%'], [(17, 7), (15, 12), (18, 10)], [False, False, True, True], 50, False, [False, True, False, False], 1455, 'South', (18, 5))
Element 26: (2, (18, 5), ['.', '.', '', '%'], [(17, 8), (15, 13), (17, 10)], [False, False, False, True], 48, False, [True, True, False, False], 1474, 'South', (18, 4))
Element 27: (2, (18, 4), ['.', '.', '', '%'], [(17, 9), (16, 13), (17, 11)], [False, False, False, True], 46, False, [True, True, False, False], 1493, 'South', (18, 3))
Element 28: (2, (18, 3), ['.', '.', '', '%'], [(16, 9), (17, 13), (17, 10)], [False, False, False, True], 44, False, [True, True, False, False], 1512, 'South', (18, 2))
Element 29: (2, (18, 2), ['.', '.', '', '%'], [(15, 9), (18, 13), (16, 10)], [False, False, False, True], 42, False, [True, True, False, False], 1541, 'South', (18, 1))
