Element 1: (2, (6, 8), ['%', '%', '.', '.'], [(6, 10), (5, 6), (14, 9)], [True, True, False, False], 98, False, [False, False, True, True], 19, 'East', (7, 8))
Element 2: (2, (7, 8), ['', '.', '.', '.'], [(6, 9), (5, 5), (15, 9)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (8, 8))
Element 3: (2, (8, 8), ['', '.', '%', '.'], [(7, 9), (6, 5), (16, 9)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (9, 8))
Element 4: (2, (9, 8), ['', '.', '%', 'F'], [(7, 8), (7, 5), (17, 9)], [False, False, True, False], 92, False, [False, True, False, False], 126, 'East', (10, 8))
Element 5: (2, (10, 8), ['', '.', '%', '.'], [(7, 7), (7, 6), (17, 10)], [False, False, True, False], 90, False, [False, True, False, True], 1155, 'East', (11, 8))
Element 6: (2, (11, 8), ['', '%', '.', '.'], [(8, 7), (8, 6), (18, 10)], [False, True, False, False], 88, False, [False, False, True, True], 1194, 'East', (12, 8))
Element 7: (2, (12, 8), ['', '.', '.', '.'], [(9, 7), (9, 6), (18, 11)], [False, False, False, False], 86, False, [False, True, True, True], 1233, 'East', (13, 8))
Element 8: (2, (13, 8), ['', '.', '%', '%'], [(10, 7), (10, 6), (17, 11)], [False, False, True, True], 84, False, [False, True, False, False], 1272, 'South', (13, 7))
Element 9: (2, (13, 7), ['.', '%', '', '.'], [(10, 8), (11, 6), (18, 11)], [False, True, False, False], 82, False, [True, False, False, True], 1291, 'East', (14, 7))
Element 10: (2, (14, 7), ['', '%', '%', '.'], [(11, 8), (12, 6), (18, 10)], [False, True, True, False], 80, False, [False, False, False, True], 1310, 'East', (15, 7))
Element 11: (2, (15, 7), ['', '%', '.', '.'], [(11, 9), (12, 7), (17, 10)], [False, True, False, False], 78, False, [False, False, True, True], 1339, 'East', (16, 7))
Element 12: (2, (16, 7), ['', '%', '.', '.'], [(12, 9), (13, 7), (17, 11)], [False, True, False, False], 76, False, [False, False, True, True], 1358, 'East', (17, 7))
Element 13: (2, (17, 7), ['', '.', '.', '%'], [(12, 8), (14, 7), (17, 10)], [False, False, False, True], 74, False, [False, True, True, False], 1367, 'North', (17, 8))
