Element 1: (2, (9, 3), ['', '.', '.', '.'], [(8, 4), (4, 5), (16, 5)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (10, 3))
Element 2: (2, (10, 3), ['', '.', '.', '.'], [(9, 4), (5, 5), (17, 5)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (11, 3))
Element 3: (2, (11, 3), ['', '.', '.', '.'], [(10, 4), (6, 5), (18, 5)], [False, False, False, False], 94, False, [False, True, True, True], 97, 'East', (12, 3))
Element 4: (2, (12, 3), ['', '.', '%', '.'], [(11, 4), (7, 5), (18, 6)], [False, False, True, False], 92, False, [False, True, False, True], 136, 'East', (13, 3))
Element 5: (2, (13, 3), ['', '.', '.', '.'], [(11, 5), (7, 6), (17, 6)], [False, False, False, False], 90, False, [False, True, True, True], 175, 'East', (14, 3))
Element 6: (2, (14, 3), ['', '%', '.', '.'], [(11, 6), (8, 6), (17, 7)], [False, True, False, False], 88, False, [False, False, True, True], 214, 'East', (15, 3))
Element 7: (2, (15, 3), ['', '%', '.', '.'], [(12, 6), (9, 6), (17, 8)], [False, True, False, False], 86, False, [False, False, True, True], 253, 'East', (16, 3))
Element 8: (2, (16, 3), ['', '%', '.', '.'], [(12, 7), (10, 6), (17, 9)], [False, True, False, False], 84, False, [False, False, True, True], 292, 'East', (17, 3))
Element 9: (2, (17, 3), ['', '.', '.', '.'], [(13, 7), (10, 7), (17, 10)], [False, False, False, False], 82, False, [False, True, True, True], 331, 'East', (18, 3))
Element 10: (2, (18, 3), ['', '.', '.', '%'], [(14, 7), (10, 8), (18, 10)], [False, False, False, True], 80, False, [False, True, True, False], 1360, 'North', (18, 4))
Element 11: (2, (18, 4), ['.', '', '', '%'], [(15, 7), (11, 8), (18, 11)], [False, False, False, True], 78, False, [True, False, False, False], 1399, 'West', (17, 4))
Element 12: (2, (17, 4), ['.', '', '', ''], [(16, 7), (12, 8), (17, 11)], [False, False, False, False], 76, False, [True, False, False, False], 1438, 'West', (16, 4))
