Element 1: (2, (13, 3), ['.', 'G', '.', '.'], [(13, 2), (9, 10), (17, 10)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (14, 3))
Element 2: (2, (14, 3), ['G', '%', '.', '.'], [(13, 3), (9, 11), (18, 10)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (15, 3))
Element 3: (2, (15, 3), ['', '%', '.', '.'], [(13, 4), (10, 11), (18, 11)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (16, 3))
Element 4: (2, (16, 3), ['', '%', '.', '.'], [(14, 4), (11, 11), (17, 11)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (17, 3))
Element 5: (2, (17, 3), ['', '.', '.', '.'], [(15, 4), (12, 11), (18, 11)], [False, False, False, False], 90, False, [False, True, True, True], 155, 'East', (18, 3))
Element 6: (2, (18, 3), ['', '.', '.', '%'], [(16, 4), (13, 11), (18, 10)], [False, False, False, True], 88, False, [False, True, True, False], 184, 'North', (18, 4))
Element 7: (2, (18, 4), ['G', '', '.', '%'], [(17, 4), (14, 11), (17, 10)], [False, False, False, True], 86, False, [False, False, True, False], 213, 'North', (18, 5))
Element 8: (2, (18, 5), ['G', '', '.', '%'], [(17, 5), (15, 11), (17, 11)], [False, False, False, True], 84, False, [False, False, True, False], 242, 'North', (18, 6))
Element 9: (2, (18, 6), ['G', '', '%', '%'], [(17, 6), (15, 12), (17, 10)], [False, False, True, True], 82, False, [False, False, False, False], 271, 'South', (18, 5))
Element 10: (2, (18, 5), ['', '', '', '%'], [(17, 7), (15, 13), (17, 9)], [False, False, False, True], 80, False, [False, False, False, False], 300, 'South', (18, 4))
Element 11: (2, (18, 4), ['', '', '', '%'], [(16, 7), (16, 13), (17, 8)], [False, False, False, True], 78, False, [False, False, False, False], 329, 'South', (18, 3))
Element 12: (2, (18, 3), ['', '.', '', '%'], [(15, 7), (17, 13), (16, 8)], [False, False, False, True], 76, False, [False, True, False, False], 358, 'South', (18, 2))
Element 13: (2, (18, 2), ['.', '.', '', '%'], [(15, 8), (18, 13), (16, 9)], [False, False, False, True], 74, False, [True, True, False, False], 397, 'South', (18, 1))
Element 14: (2, (18, 1), ['.', '%', '', '%'], [(15, 9), (17, 13), (16, 10)], [False, True, False, True], 72, False, [True, False, False, False], 426, 'West', (17, 1))
Element 15: (2, (17, 1), ['F', '%', '.', ''], [(14, 9), (16, 13), (15, 10)], [False, True, False, False], 70, False, [False, False, True, False], 455, 'West', (16, 1))
Element 16: (2, (16, 1), ['%', '%', '%', ''], [(15, 9), (15, 13), (15, 11)], [True, True, True, False], 68, False, [False, False, False, False], 1454, 'East', (17, 1))
Element 17: (2, (17, 1), ['', '%', '.', ''], [(16, 9), (16, 13), (15, 12)], [False, True, False, False], 66, False, [False, False, True, False], 1453, 'North', (17, 2))
Element 18: (2, (17, 2), ['%', '', '', ''], [(17, 9), (15, 13), (14, 12)], [True, False, False, False], 64, False, [False, False, False, False], 1472, 'South', (17, 1))
Element 19: (2, (17, 1), ['', '%', '', ''], [(17, 10), (15, 12), (13, 12)], [False, True, False, False], 62, False, [False, False, False, False], 1481, 'East', (18, 1))
Element 20: (2, (18, 1), ['', '%', '', '%'], [(18, 10), (15, 11), (13, 13)], [False, True, False, True], 60, False, [False, False, False, False], 1490, 'North', (18, 2))
Element 21: (2, (18, 2), ['', '', '', '%'], [(18, 11), (15, 10), (12, 13)], [False, False, False, True], 58, False, [False, False, False, False], 1499, 'West', (17, 2))
Element 22: (2, (17, 2), ['%', '', '', ''], [(17, 11), (16, 10), (12, 12)], [True, False, False, False], 56, False, [False, False, False, False], 1508, 'East', (18, 2))
Element 23: (2, (18, 2), ['', '', '', '%'], [(18, 11), (17, 10), (12, 11)], [False, False, False, True], 54, False, [False, False, False, False], 1507, 'North', (18, 3))
Element 24: (2, (18, 3), ['', '', '', '%'], [(18, 10), (17, 11), (13, 11)], [False, False, False, True], 52, False, [False, False, False, False], 1506, 'West', (17, 3))
Element 25: (2, (17, 3), ['', '', '', ''], [(17, 10), (18, 11), (14, 11)], [False, False, False, False], 50, False, [False, False, False, False], 1505, 'North', (17, 4))
