Element 1: (0, (8, 2), ['F', '%', '.', '.'], [(3, 12), (11, 8), (18, 13)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (7, 2))
Element 2: (0, (7, 2), ['%', '%', '.', ''], [(4, 12), (10, 8), (17, 13)], [True, True, False, False], 96, False, [False, False, True, False], 2019, 'North', (7, 3))
Element 3: (0, (7, 3), ['.', '', '.', '.'], [(4, 11), (10, 7), (16, 13)], [False, False, False, False], 94, False, [True, False, True, True], 2058, 'East', (8, 3))
Element 4: (0, (8, 3), ['', '', '.', '.'], [(5, 11), (10, 6), (15, 13)], [False, False, False, False], 92, False, [False, False, True, True], 2097, 'East', (9, 3))
Element 5: (0, (9, 3), ['', '.', '.', '.'], [(5, 10), (11, 6), (15, 12)], [False, False, False, False], 90, False, [False, True, True, True], 2136, 'East', (10, 3))
Element 6: (0, (10, 3), ['', '.', '.', '.'], [(6, 10), (12, 6), (15, 11)], [False, False, False, False], 88, False, [False, True, True, True], 2175, 'East', (11, 3))
Element 7: (0, (11, 3), ['', '.', '.', '.'], [(6, 9), (12, 7), (15, 10)], [False, False, False, False], 86, False, [False, True, True, True], 2214, 'East', (12, 3))
Element 8: (0, (12, 3), ['', '.', '%', '.'], [(7, 9), (13, 7), (16, 10)], [False, False, True, False], 84, False, [False, True, False, True], 2253, 'East', (13, 3))
Element 9: (0, (13, 3), ['', '.', '.', '.'], [(7, 8), (14, 7), (17, 10)], [False, False, False, False], 82, False, [False, True, True, True], 2292, 'East', (14, 3))
Element 10: (0, (14, 3), ['', '%', '.', '.'], [(8, 8), (15, 7), (18, 10)], [False, True, False, False], 80, False, [False, False, True, True], 2331, 'East', (15, 3))
Element 11: (0, (15, 3), ['', '%', '.', '.'], [(9, 8), (16, 7), (18, 11)], [False, True, False, False], 78, False, [False, False, True, True], 2370, 'East', (16, 3))
Element 12: (0, (16, 3), ['', '%', '.', '.'], [(9, 7), (17, 7), (17, 11)], [False, True, False, False], 76, False, [False, False, True, True], 2409, 'East', (17, 3))
Element 13: (0, (17, 3), ['', '.', '.', '.'], [(9, 6), (17, 8), (18, 11)], [False, False, False, False], 74, False, [False, True, True, True], 2438, 'East', (18, 3))
Element 14: (0, (18, 3), ['', '.', '.', '%'], [(9, 5), (17, 9), (18, 10)], [False, False, False, True], 72, False, [False, True, True, False], 2467, 'North', (18, 4))
Element 15: (0, (18, 4), ['.', '', '.', '%'], [(10, 5), (16, 9), (17, 10)], [False, False, False, True], 70, False, [True, False, True, False], 2496, 'North', (18, 5))
Element 16: (0, (18, 5), ['.', '', '.', '%'], [(11, 5), (16, 8), (17, 11)], [False, False, False, True], 68, False, [True, False, True, False], 2525, 'North', (18, 6))
Element 17: (0, (18, 6), ['.', '', '%', '%'], [(11, 4), (15, 8), (17, 10)], [False, False, True, True], 66, False, [True, False, False, False], 2554, 'West', (17, 6))
Element 18: (0, (17, 6), ['%', '.', '', ''], [(10, 4), (15, 9), (17, 9)], [True, False, False, False], 64, False, [False, True, False, False], 2583, 'South', (17, 5))
Element 19: (0, (17, 5), ['.', '.', '', ''], [(9, 4), (14, 9), (17, 8)], [False, False, False, False], 62, False, [True, True, False, False], 2612, 'South', (17, 4))
Element 20: (0, (17, 4), ['.', '', '', ''], [(8, 4), (15, 9), (17, 7)], [False, False, False, False], 60, False, [True, False, False, False], 2631, 'West', (16, 4))
Element 21: (0, (16, 4), ['.', '', '.', ''], [(7, 4), (15, 10), (17, 6)], [False, False, False, False], 58, False, [True, False, True, False], 2650, 'North', (16, 5))
Element 22: (0, (16, 5), ['.', '', '%', ''], [(7, 5), (16, 10), (18, 6)], [False, False, True, False], 56, False, [True, False, False, False], 2669, 'West', (15, 5))
Element 23: (0, (15, 5), ['.', '.', '%', ''], [(7, 6), (17, 10), (18, 5)], [False, False, True, False], 54, False, [True, True, False, False], 2688, 'South', (15, 4))
Element 24: (0, (15, 4), ['.', '', '', ''], [(8, 6), (18, 10), (18, 4)], [False, False, False, False], 52, False, [True, False, False, False], 2707, 'West', (14, 4))
Element 25: (0, (14, 4), ['.', '', '.', ''], [(8, 7), (18, 11), (18, 3)], [False, False, False, False], 50, False, [True, False, True, False], 2726, 'North', (14, 5))
Element 26: (0, (14, 5), ['.', '', '%', ''], [(7, 7), (17, 11), (18, 2)], [False, False, True, False], 48, False, [True, False, False, False], 2755, 'West', (13, 5))
Element 27: (0, (13, 5), ['%', '.', '%', ''], [(8, 7), (18, 11), (18, 1)], [True, False, True, False], 46, False, [False, True, False, False], 2774, 'South', (13, 4))
Element 28: (0, (13, 4), ['%', '', '', ''], [(8, 6), (18, 10), (17, 1)], [True, False, False, False], 44, False, [False, False, False, False], 2793, 'North', (13, 5))
Element 29: #1#
