Element 1: (3, (11, 8), ['F', '%', '.', '.'], [(18, 5), (5, 11), (8, 7)], [False, True, False, False], 98, False, [False, False, True, True], 29, 'West', (10, 8))
Element 2: (3, (10, 8), ['.', '.', '%', ''], [(18, 4), (5, 10), (9, 7)], [False, False, True, False], 96, False, [True, True, False, False], 1058, 'South', (10, 7))
Element 3: (3, (10, 7), ['', '.', '', '%'], [(18, 3), (6, 10), (9, 8)], [False, False, False, True], 94, False, [False, True, False, False], 1097, 'South', (10, 6))
Element 4: (3, (10, 6), ['.', '.', '', '.'], [(18, 2), (6, 9), (8, 8)], [False, False, False, False], 92, False, [True, True, False, True], 1136, 'East', (11, 6))
Element 5: (3, (11, 6), ['', '.', '%', '.'], [(18, 1), (7, 9), (7, 8)], [False, False, True, False], 90, False, [False, True, False, True], 1175, 'East', (12, 6))
Element 6: (3, (12, 6), ['', '%', '.', '%'], [(17, 1), (6, 9), (6, 8)], [False, True, False, True], 88, False, [False, False, True, False], 1204, 'North', (12, 7))
Element 7: (3, (12, 7), ['%', '', '.', '.'], [(16, 1), (6, 10), (6, 9)], [True, False, False, False], 86, False, [False, False, True, True], 2213, 'East', (13, 7))
Element 8: (3, (13, 7), ['', '%', '.', '.'], [(17, 1), (5, 10), (5, 9)], [False, True, False, False], 84, False, [False, False, True, True], 2232, 'East', (14, 7))
Element 9: (3, (14, 7), ['', '%', '%', '.'], [(17, 2), (5, 11), (4, 9)], [False, True, True, False], 82, False, [False, False, False, True], 2261, 'East', (15, 7))
Element 10: (3, (15, 7), ['', '%', '.', '.'], [(17, 3), (5, 10), (4, 10)], [False, True, False, False], 80, False, [False, False, True, True], 2290, 'East', (16, 7))
Element 11: (3, (16, 7), ['', '%', '.', '.'], [(17, 4), (6, 10), (5, 10)], [False, True, False, False], 78, False, [False, False, True, True], 2309, 'East', (17, 7))
Element 12: (3, (17, 7), ['', '.', '.', '%'], [(17, 5), (6, 9), (6, 10)], [False, False, False, True], 76, False, [False, True, True, False], 2328, 'North', (17, 8))
Element 13: (3, (17, 8), ['.', '', '.', '%'], [(17, 6), (5, 9), (5, 10)], [False, False, False, True], 74, False, [True, False, True, False], 2347, 'North', (17, 9))
Element 14: (3, (17, 9), ['.', '', '.', '%'], [(17, 7), (4, 9), (5, 11)], [False, False, False, True], 72, False, [True, False, True, False], 2356, 'North', (17, 10))
Element 15: (3, (17, 10), ['.', '', '.', '.'], [(17, 8), (4, 8), (4, 11)], [False, False, False, False], 70, False, [True, False, True, True], 2375, 'East', (18, 10))
Element 16: (3, (18, 10), ['', '%', '.', '%'], [(16, 8), (4, 7), (4, 12)], [False, True, False, True], 68, False, [False, False, True, False], 2414, 'North', (18, 11))
Element 17: (3, (18, 11), ['.', '', '%', '%'], [(16, 9), (5, 7), (3, 12)], [False, False, True, True], 66, False, [True, False, False, False], 2453, 'West', (17, 11))
Element 18: (3, (17, 11), ['%', '', '%', ''], [(16, 10), (5, 6), (3, 13)], [True, False, True, False], 64, False, [False, False, False, False], 2492, 'East', (18, 11))
Element 19: (3, (18, 11), ['', '', '%', '%'], [(15, 10), (5, 5), (2, 13)], [False, False, True, True], 62, False, [False, False, False, False], 2521, 'South', (18, 10))
Element 20: (3, (18, 10), ['', '%', '', '%'], [(15, 11), (6, 5), (2, 12)], [False, True, False, True], 60, False, [False, False, False, False], 2550, 'West', (17, 10))
Element 21: (3, (17, 10), ['', '', '', ''], [(15, 12), (7, 5), (2, 11)], [False, False, False, False], 58, False, [False, False, False, False], 2579, 'North', (17, 11))
Element 22: (3, (17, 11), ['%', '', '%', ''], [(15, 13), (7, 6), (3, 11)], [True, False, True, False], 56, False, [False, False, False, False], 2608, 'South', (17, 10))
Element 23: (3, (17, 10), ['', '', '', ''], [(16, 13), (8, 6), (2, 11)], [False, False, False, False], 54, False, [False, False, False, False], 2627, 'West', (16, 10))
Element 24: (3, (16, 10), ['', '', '%', ''], [(17, 13), (9, 6), (1, 11)], [False, False, True, False], 52, False, [False, False, False, False], 2656, 'South', (16, 9))
Element 25: (3, (16, 9), ['.', '', '', ''], [(18, 13), (9, 5), (1, 12)], [False, False, False, False], 50, False, [True, False, False, False], 2685, 'West', (15, 9))
Element 26: (3, (15, 9), ['.', '.', '', ''], [(17, 13), (10, 5), (1, 13)], [False, False, False, False], 48, False, [True, True, False, False], 2714, 'South', (15, 8))
Element 27: (3, (15, 8), ['%', '', '', ''], [(16, 13), (11, 5), (1, 12)], [True, False, False, False], 46, False, [False, False, False, False], 2733, 'East', (16, 8))
Element 28: (3, (16, 8), ['', '', '', ''], [(15, 13), (11, 4), (1, 11)], [False, False, False, False], 44, False, [False, False, False, False], 2742, 'West', (15, 8))
Element 29: (3, (15, 8), ['%', '', '', ''], [(15, 12), (11, 3), (2, 11)], [True, False, False, False], 42, False, [False, False, False, False], 2751, 'North', (15, 9))
