Element 1: (3, (17, 1), ['F', '%', '.', '.'], [(11, 3), (6, 10), (8, 13)], [False, True, False, False], 98, False, [False, False, True, True], 29, 'West', (16, 1))
Element 2: (3, (16, 1), ['%', '%', '%', ''], [(12, 3), (6, 9), (9, 13)], [True, True, True, False], 96, False, [False, False, False, False], 1058, 'East', (17, 1))
Element 3: (3, (17, 1), ['', '%', '.', '.'], [(13, 3), (7, 9), (9, 12)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (18, 1))
Element 4: (3, (18, 1), ['', '%', '.', '%'], [(14, 3), (7, 8), (10, 12)], [False, True, False, True], 92, False, [False, False, True, False], 1126, 'North', (18, 2))
Element 5: (3, (18, 2), ['.', '', '.', '%'], [(15, 3), (8, 8), (10, 11)], [False, False, False, True], 90, False, [True, False, True, False], 1165, 'North', (18, 3))
Element 6: (3, (18, 3), ['.', '', '.', '%'], [(16, 3), (9, 8), (11, 11)], [False, False, False, True], 88, False, [True, False, True, False], 1204, 'North', (18, 4))
Element 7: (3, (18, 4), ['.', '', '.', '%'], [(17, 3), (10, 8), (12, 11)], [False, False, False, True], 86, False, [True, False, True, False], 2233, 'North', (18, 5))
Element 8: (3, (18, 5), ['.', '', '.', '%'], [(17, 4), (11, 8), (13, 11)], [False, False, False, True], 84, False, [True, False, True, False], 2272, 'North', (18, 6))
Element 9: (3, (18, 6), ['.', '', '%', '%'], [(17, 5), (12, 8), (14, 11)], [False, False, True, True], 82, False, [True, False, False, False], 2311, 'West', (17, 6))
Element 10: (3, (17, 6), ['%', '', '.', ''], [(16, 5), (13, 8), (15, 11)], [True, False, False, False], 80, False, [False, False, True, False], 2350, 'North', (17, 7))
Element 11: (3, (17, 7), ['.', '', '.', '%'], [(16, 4), (13, 7), (15, 12)], [False, False, False, True], 78, False, [True, False, True, False], 2389, 'North', (17, 8))
Element 12: (3, (17, 8), ['.', '', '.', '%'], [(15, 4), (14, 7), (15, 13)], [False, False, False, True], 76, False, [True, False, True, False], 2428, 'North', (17, 9))
Element 13: (3, (17, 9), ['.', '', '.', '%'], [(15, 5), (15, 7), (16, 13)], [False, False, False, True], 74, False, [True, False, True, False], 2467, 'North', (17, 10))
Element 14: (3, (17, 10), ['.', '', '.', '.'], [(14, 5), (16, 7), (17, 13)], [False, False, False, False], 72, False, [True, False, True, True], 2506, 'East', (18, 10))
Element 15: (3, (18, 10), ['', '%', '.', '%'], [(14, 4), (16, 8), (18, 13)], [False, True, False, True], 70, False, [False, False, True, False], 2545, 'North', (18, 11))
Element 16: (3, (18, 11), ['.', '', '%', '%'], [(13, 4), (16, 9), (17, 13)], [False, False, True, True], 68, False, [True, False, False, False], 2574, 'West', (17, 11))
Element 17: (3, (17, 11), ['%', '', '%', ''], [(13, 5), (16, 10), (16, 13)], [True, False, True, False], 66, False, [False, False, False, False], 2603, 'East', (18, 11))
Element 18: (3, (18, 11), ['', '', '%', '%'], [(13, 4), (15, 10), (15, 13)], [False, False, True, True], 64, False, [False, False, False, False], 2612, 'South', (18, 10))
Element 19: (3, (18, 10), ['', '%', '', '%'], [(14, 4), (15, 9), (15, 12)], [False, True, False, True], 62, False, [False, False, False, False], 2621, 'West', (17, 10))
Element 20: (3, (17, 10), ['', '', '', ''], [(14, 5), (15, 8), (14, 12)], [False, False, False, False], 60, False, [False, False, False, False], 2640, 'North', (17, 11))
Element 21: (3, (17, 11), ['%', '', '%', ''], [(13, 5), (15, 9), (13, 12)], [True, False, True, False], 58, False, [False, False, False, False], 2649, 'South', (17, 10))
Element 22: (3, (17, 10), ['', '', '', ''], [(14, 5), (14, 9), (13, 13)], [False, False, False, False], 56, False, [False, False, False, False], 2668, 'West', (16, 10))
Element 23: (3, (16, 10), ['', '', '%', ''], [(15, 5), (15, 9), (12, 13)], [False, False, True, False], 54, False, [False, False, False, False], 2677, 'South', (16, 9))
Element 24: (3, (16, 9), ['', '', '', ''], [(15, 4), (15, 10), (12, 12)], [False, False, False, False], 52, False, [False, False, False, False], 2686, 'South', (16, 8))
Element 25: (3, (16, 8), ['', '', '', ''], [(14, 4), (15, 11), (12, 13)], [False, False, False, False], 50, False, [False, False, False, False], 2685, 'South', (16, 7))
Element 26: (3, (16, 7), ['', '%', '', ''], [(15, 4), (15, 12), (11, 13)], [False, True, False, False], 48, False, [False, False, False, False], 2694, 'West', (15, 7))
Element 27: (3, (15, 7), ['', '%', '', ''], [(16, 4), (15, 13), (12, 13)], [False, True, False, False], 46, False, [False, False, False, False], 2693, 'North', (15, 8))
Element 28: (3, (15, 8), ['%', '', '', ''], [(16, 5), (16, 13), (13, 13)], [True, False, False, False], 44, False, [False, False, False, False], 2692, 'North', (15, 9))
Element 29: (3, (15, 9), ['', '', '', ''], [(15, 5), (17, 13), (13, 12)], [False, False, False, False], 42, False, [False, False, False, False], 2691, 'North', (15, 10))
Element 30: (3, (15, 10), ['%', '', '', ''], [(16, 5), (18, 13), (12, 12)], [True, False, False, False], 40, False, [False, False, False, False], 2690, 'North', (15, 11))
Element 31: (3, (15, 11), ['', '', '', '%'], [(17, 5), (17, 13), (13, 12)], [False, False, False, True], 38, False, [False, False, False, False], 2689, 'North', (15, 12))
Element 32: (3, (15, 12), ['G', '', '', '%'], [(18, 5), (16, 13), (14, 12)], [False, False, False, True], 36, False, [False, False, False, False], 2688, 'North', (15, 13))
Element 33: (3, (15, 13), ['%', 'G', '%', ''], [(18, 6), (17, 13), (15, 12)], [True, False, True, False], 34, False, [False, False, False, False], 2687, 'East', (16, 13))
Element 34: (3, (16, 13), ['', '%', '%', ''], [(17, 6), (18, 13), (15, 11)], [False, True, True, False], 32, False, [False, False, False, False], 2686, 'East', (17, 13))
Element 35: (3, (17, 13), ['', '%', '%', 'G'], [(17, 7), (18, 13), (15, 10)], [False, True, True, False], 30, False, [False, False, False, False], 2685, 'West', (16, 13))
Element 36: (3, (16, 13), ['', '%', '%', ''], [(17, 8), (18, 13), (16, 10)], [False, True, True, False], 28, False, [False, False, False, False], 2684, 'West', (15, 13))
Element 37: (3, (15, 13), ['%', '', '%', ''], [(17, 9), (18, 13), (17, 10)], [True, False, True, False], 26, False, [False, False, False, False], 2683, 'South', (15, 12))
Element 38: (3, (15, 12), ['', '', '', '%'], [(16, 9), (18, 13), (18, 10)], [False, False, False, True], 24, False, [False, False, False, False], 2682, 'South', (15, 11))
Element 39: (3, (15, 11), ['', '', '', '%'], [(16, 10), (17, 13), (18, 11)], [False, False, False, True], 22, False, [False, False, False, False], 2681, 'West', (14, 11))
Element 40: (3, (14, 11), ['', '%', '', ''], [(17, 10), (17, 13), (17, 11)], [False, True, False, False], 20, False, [False, False, False, False], 2680, 'North', (14, 12))
Element 41: (3, (14, 12), ['', '', '%', ''], [(18, 10), (17, 13), (18, 11)], [False, False, True, False], 18, False, [False, False, False, False], 2679, 'West', (13, 12))
