Element 1: (3, (10, 4), ['.', '', '.', '.'], [(11, 3), (3, 3), (7, 13)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (11, 4))
Element 2: (3, (11, 4), ['', '', '.', '%'], [(12, 3), (4, 3), (8, 13)], [False, False, False, True], 96, False, [False, False, True, False], 68, 'North', (11, 5))
Element 3: (3, (11, 5), ['.', '', '.', '%'], [(13, 3), (5, 3), (9, 13)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (11, 6))
Element 4: (3, (11, 6), ['.', '', '%', '.'], [(14, 3), (6, 3), (9, 12)], [False, False, True, False], 92, False, [True, False, False, True], 146, 'East', (12, 6))
Element 5: (3, (12, 6), ['', '%', '.', '%'], [(15, 3), (7, 3), (10, 12)], [False, True, False, True], 90, False, [False, False, True, False], 185, 'North', (12, 7))
Element 6: (3, (12, 7), ['%', '', '.', '.'], [(16, 3), (7, 2), (10, 11)], [True, False, False, False], 88, False, [False, False, True, True], 1214, 'East', (13, 7))
Element 7: (3, (13, 7), ['', '%', '.', '.'], [(17, 3), (8, 2), (11, 11)], [False, True, False, False], 86, False, [False, False, True, True], 1253, 'East', (14, 7))
Element 8: (3, (14, 7), ['', '%', '%', '.'], [(18, 3), (9, 2), (12, 11)], [False, True, True, False], 84, False, [False, False, False, True], 1292, 'East', (15, 7))
Element 9: (3, (15, 7), ['', '%', '.', '.'], [(18, 4), (10, 2), (13, 11)], [False, True, False, False], 82, False, [False, False, True, True], 1331, 'East', (16, 7))
Element 10: (3, (16, 7), ['', '%', '.', '.'], [(18, 5), (11, 2), (14, 11)], [False, True, False, False], 80, False, [False, False, True, True], 1370, 'East', (17, 7))
Element 11: (3, (17, 7), ['', '.', '.', '%'], [(18, 6), (12, 2), (15, 11)], [False, False, False, True], 78, False, [False, True, True, False], 1409, 'North', (17, 8))
Element 12: (3, (17, 8), ['.', '', '.', '%'], [(17, 6), (13, 2), (15, 12)], [False, False, False, True], 76, False, [True, False, True, False], 1448, 'North', (17, 9))
Element 13: (3, (17, 9), ['.', '', '.', '%'], [(17, 5), (13, 3), (15, 13)], [False, False, False, True], 74, False, [True, False, True, False], 1477, 'North', (17, 10))
Element 14: (3, (17, 10), ['.', '', '.', '.'], [(17, 4), (13, 4), (16, 13)], [False, False, False, False], 72, False, [True, False, True, True], 1516, 'East', (18, 10))
Element 15: (3, (18, 10), ['', '%', '.', '%'], [(16, 4), (14, 4), (17, 13)], [False, True, False, True], 70, False, [False, False, True, False], 1555, 'North', (18, 11))
Element 16: (3, (18, 11), ['.', '', '%', '%'], [(16, 5), (15, 4), (18, 13)], [False, False, True, True], 68, False, [True, False, False, False], 1594, 'West', (17, 11))
Element 17: (3, (17, 11), ['%', '', '%', ''], [(15, 5), (16, 4), (17, 13)], [True, False, True, False], 66, False, [False, False, False, False], 1613, 'East', (18, 11))
Element 18: (3, (18, 11), ['', '', '%', '%'], [(14, 5), (17, 4), (16, 13)], [False, False, True, True], 64, False, [False, False, False, False], 1622, 'South', (18, 10))
Element 19: (3, (18, 10), ['', '%', '', '%'], [(13, 5), (18, 4), (15, 13)], [False, True, False, True], 62, False, [False, False, False, False], 1631, 'West', (17, 10))
Element 20: (3, (17, 10), ['.', '', '', ''], [(13, 4), (18, 5), (15, 12)], [False, False, False, False], 60, False, [True, False, False, False], 1630, 'North', (17, 11))
Element 21: (3, (17, 11), ['%', '', '%', ''], [(14, 4), (18, 6), (14, 12)], [True, False, True, False], 58, False, [False, False, False, False], 1639, 'South', (17, 10))
Element 22: (3, (17, 10), ['.', '', '', ''], [(15, 4), (17, 6), (13, 12)], [False, False, False, False], 56, False, [True, False, False, False], 1648, 'West', (16, 10))
Element 23: (3, (16, 10), ['.', '.', '%', ''], [(14, 4), (17, 7), (13, 13)], [False, False, True, False], 54, False, [True, True, False, False], 1667, 'South', (16, 9))
