Element 1: (3, (10, 4), ['.', '', '.', '.'], [(11, 3), (3, 3), (7, 13)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (11, 4))
Element 24: (3, (16, 9), ['.', '.', '', ''], [(13, 4), (17, 8), (12, 13)], [False, False, False, False], 52, False, [True, True, False, False], 1686, 'South', (16, 8))
Element 25: (3, (16, 8), ['.', '', '', ''], [(13, 5), (17, 9), (12, 12)], [False, False, False, False], 50, False, [True, False, False, False], 1705, 'West', (15, 8))
Element 26: (3, (15, 8), ['%', '', '.', ''], [(14, 5), (17, 10), (12, 13)], [True, False, False, False], 48, False, [False, False, True, False], 1714, 'North', (15, 9))
Element 27: (3, (15, 9), ['.', '', '.', ''], [(14, 4), (18, 10), (11, 13)], [False, False, False, False], 46, False, [True, False, True, False], 1733, 'North', (15, 10))
Element 28: (3, (15, 10), ['%', '', '', ''], [(14, 5), (18, 11), (12, 13)], [True, False, False, False], 44, False, [False, False, False, False], 1742, 'North', (15, 11))
Element 29: (3, (15, 11), ['', '', '', '%'], [(15, 5), (17, 11), (13, 13)], [False, False, False, True], 42, False, [False, False, False, False], 1741, 'North', (15, 12))
Element 30: (3, (15, 12), ['', '', '', '%'], [(15, 4), (18, 11), (13, 12)], [False, False, False, True], 40, False, [False, False, False, False], 1740, 'North', (15, 13))
Element 31: (3, (15, 13), ['%', '', '%', ''], [(15, 5), (18, 10), (12, 12)], [True, False, True, False], 38, False, [False, False, False, False], 1739, 'East', (16, 13))
Element 32: (3, (16, 13), ['', '%', '%', ''], [(16, 5), (17, 10), (13, 12)], [False, True, True, False], 36, False, [False, False, False, False], 1738, 'East', (17, 13))
Element 33: (3, (17, 13), ['', '%', '%', ''], [(16, 4), (17, 11), (14, 12)], [False, True, True, False], 34, False, [False, False, False, False], 1737, 'East', (18, 13))
Element 34: (3, (18, 13), ['', '%', '%', '%'], [(15, 4), (17, 10), (15, 12)], [False, True, True, True], 32, False, [False, False, False, False], 1736, 'West', (17, 13))
Element 35: (3, (17, 13), ['', '%', '%', ''], [(16, 4), (16, 10), (15, 11)], [False, True, True, False], 30, False, [False, False, False, False], 1735, 'West', (16, 13))
Element 36: (3, (16, 13), ['', '%', '%', ''], [(17, 4), (16, 9), (15, 10)], [False, True, True, False], 28, False, [False, False, False, False], 1734, 'West', (15, 13))
Element 37: (3, (15, 13), ['%', '', '%', ''], [(17, 5), (16, 8), (16, 10)], [True, False, True, False], 26, False, [False, False, False, False], 1733, 'South', (15, 12))
Element 38: (3, (15, 12), ['', '', '', '%'], [(16, 5), (16, 7), (17, 10)], [False, False, False, True], 24, False, [False, False, False, False], 1732, 'West', (14, 12))
Element 39: (3, (14, 12), ['', '', '%', ''], [(17, 5), (15, 7), (18, 10)], [False, False, True, False], 22, False, [False, False, False, False], 1731, 'South', (14, 11))
Element 40: (3, (14, 11), ['', '%', '', ''], [(17, 6), (15, 8), (18, 11)], [False, True, False, False], 20, False, [False, False, False, False], 1730, 'West', (13, 11))
Element 41: (3, (13, 11), ['', '%', '', ''], [(17, 7), (15, 9), (17, 11)], [False, True, False, False], 18, False, [False, False, False, False], 1729, 'North', (13, 12))
Element 42: (3, (13, 12), ['', '', '', ''], [(17, 8), (14, 9), (18, 11)], [False, False, False, False], 16, False, [False, False, False, False], 1738, 'North', (13, 13))
Element 43: (3, (13, 13), ['', '', '%', '%'], [(17, 9), (15, 9), (18, 10)], [False, False, True, True], 14, False, [False, False, False, False], 1737, 'West', (12, 13))
Element 44: (3, (12, 13), ['', '', '%', ''], [(17, 10), (15, 10), (18, 11)], [False, False, True, False], 12, False, [False, False, False, False], 1736, 'South', (12, 12))
Element 45: (3, (12, 12), ['%', '', '', ''], [(18, 10), (15, 11), (17, 11)], [True, False, False, False], 10, False, [False, False, False, False], 1735, 'South', (12, 11))
Element 46: (3, (12, 11), ['', '%', '', ''], [(18, 11), (15, 12), (17, 10)], [False, True, False, False], 8, False, [False, False, False, False], 1734, 'West', (11, 11))
Element 47: (3, (11, 11), ['', '%', '%', ''], [(17, 11), (15, 13), (17, 9)], [False, True, True, False], 6, False, [False, False, False, False], 1733, 'West', (10, 11))
Element 48: (3, (10, 11), ['.', '%', '', ''], [(18, 11), (16, 13), (17, 8)], [False, True, False, False], 4, False, [True, False, False, False], 1732, 'West', (9, 11))
Element 49: (3, (9, 11), ['.', '.', '', ''], [(18, 10), (17, 13), (17, 7)], [False, False, False, False], 2, False, [True, True, False, False], 1741, 'South', (9, 10))
Element 50: (3, (9, 10), ['.', '%', '', '%'], [(18, 10), (17, 13), (17, 7)], [False, True, False, True], 0, False, [True, False, False, False], 1750, 'Stop', (9, 10))
Element 51: #0#
