Element 1: (0, (3, 12), ['.', '.', 'G', '.'], [(3, 13), (12, 8), (15, 8)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'East', (4, 12))
Element 2: (0, (4, 12), ['', '.', '%', '%'], [(2, 13), (13, 8), (16, 8)], [False, False, True, True], 96, False, [False, True, False, False], 39, 'South', (4, 11))
Element 3: (0, (4, 11), ['.', '.', '', '.'], [(2, 12), (13, 7), (17, 8)], [False, False, False, False], 94, False, [True, True, False, True], 78, 'East', (5, 11))
Element 4: (0, (5, 11), ['', '.', '%', '%'], [(2, 11), (14, 7), (17, 9)], [False, False, True, True], 92, False, [False, True, False, False], 117, 'South', (5, 10))
Element 5: (0, (5, 10), ['.', '.', '', '.'], [(3, 11), (15, 7), (17, 10)], [False, False, False, False], 90, False, [True, True, False, True], 156, 'East', (6, 10))
Element 6: (0, (6, 10), ['', '.', '%', '%'], [(4, 11), (16, 7), (18, 10)], [False, False, True, True], 88, False, [False, True, False, False], 185, 'South', (6, 9))
Element 7: (0, (6, 9), ['.', '.', '', '.'], [(4, 10), (17, 7), (18, 11)], [False, False, False, False], 86, False, [True, True, False, True], 224, 'East', (7, 9))
Element 8: (0, (7, 9), ['', '.', '%', '%'], [(4, 9), (17, 6), (17, 11)], [False, False, True, True], 84, False, [False, True, False, False], 263, 'South', (7, 8))
Element 9: (0, (7, 8), ['.', '.', '', '.'], [(5, 9), (18, 6), (18, 11)], [False, False, False, False], 82, False, [True, True, False, True], 292, 'East', (8, 8))
Element 10: (0, (8, 8), ['', '.', '%', '.'], [(6, 9), (18, 5), (18, 10)], [False, False, True, False], 80, False, [False, True, False, True], 311, 'East', (9, 8))
Element 11: (0, (9, 8), ['', '.', '%', 'F'], [(6, 8), (18, 4), (17, 10)], [False, False, True, False], 78, False, [False, True, False, False], 340, 'East', (10, 8))
Element 12: (0, (10, 8), ['', '.', '%', '.'], [(7, 8), (18, 3), (17, 11)], [False, False, True, False], 76, False, [False, True, False, True], 1349, 'East', (11, 8))
Element 13: (0, (11, 8), ['', '%', '.', ''], [(7, 7), (18, 2), (17, 10)], [False, True, False, False], 74, False, [False, False, True, False], 1378, 'North', (11, 9))
Element 14: (0, (11, 9), ['%', '', '%', '.'], [(8, 7), (18, 1), (16, 10)], [True, False, True, False], 72, False, [False, False, False, True], 1417, 'East', (12, 9))
Element 15: (0, (12, 9), ['', '', '%', '%'], [(9, 7), (17, 1), (16, 9)], [False, False, True, True], 70, False, [False, False, False, False], 1456, 'South', (12, 8))
Element 16: (0, (12, 8), ['', '.', '', ''], [(10, 7), (16, 1), (15, 9)], [False, False, False, False], 68, False, [False, True, False, False], 2475, 'South', (12, 7))
Element 17: (0, (12, 7), ['%', '.', '', ''], [(10, 6), (17, 1), (15, 10)], [True, False, False, False], 66, False, [False, True, False, False], 2504, 'South', (12, 6))
Element 18: (0, (12, 6), ['G', '%', '', '%'], [(11, 6), (17, 2), (15, 11)], [False, True, False, True], 64, False, [False, False, False, False], 2543, 'North', (12, 7))
Element 19: (0, (12, 7), ['%', '', '', ''], [(11, 5), (17, 3), (15, 12)], [True, False, False, False], 62, False, [False, False, False, False], 2572, 'East', (13, 7))
Element 20: (0, (13, 7), ['', '%', '', ''], [(11, 4), (17, 4), (15, 13)], [False, True, False, False], 60, False, [False, False, False, False], 2601, 'East', (14, 7))
Element 21: (0, (14, 7), ['', '%', '%', ''], [(11, 3), (17, 5), (16, 13)], [False, True, True, False], 58, False, [False, False, False, False], 2630, 'East', (15, 7))
Element 22: (0, (15, 7), ['', '%', '', ''], [(12, 3), (16, 5), (17, 13)], [False, True, False, False], 56, False, [False, False, False, False], 2659, 'East', (16, 7))
Element 23: (0, (16, 7), ['', '%', '', ''], [(13, 3), (16, 4), (18, 13)], [False, True, False, False], 54, False, [False, False, False, False], 2688, 'East', (17, 7))
Element 24: (0, (17, 7), ['', '', '', '%'], [(14, 3), (16, 3), (17, 13)], [False, False, False, True], 52, False, [False, False, False, False], 2707, 'North', (17, 8))
Element 25: (0, (17, 8), ['', '', '', '%'], [(15, 3), (16, 4), (16, 13)], [False, False, False, True], 50, False, [False, False, False, False], 2716, 'North', (17, 9))
Element 26: (0, (17, 9), ['', '', '', '%'], [(15, 4), (16, 3), (15, 13)], [False, False, False, True], 48, False, [False, False, False, False], 2725, 'North', (17, 10))
Element 27: (0, (17, 10), ['', '', '', ''], [(15, 5), (16, 4), (15, 12)], [False, False, False, False], 46, False, [False, False, False, False], 2734, 'East', (18, 10))
Element 28: (0, (18, 10), ['', '%', '', '%'], [(14, 5), (16, 5), (14, 12)], [False, True, False, True], 44, False, [False, False, False, False], 2753, 'North', (18, 11))
Element 29: (0, (18, 11), ['', '', '%', '%'], [(14, 4), (15, 5), (14, 11)], [False, False, True, True], 42, False, [False, False, False, False], 2772, 'West', (17, 11))
Element 30: (0, (17, 11), ['%', '', '%', ''], [(13, 4), (15, 4), (13, 11)], [True, False, True, False], 40, False, [False, False, False, False], 2791, 'East', (18, 11))
Element 31: (0, (18, 11), ['', '', '%', '%'], [(13, 5), (15, 3), (13, 12)], [False, False, True, True], 38, False, [False, False, False, False], 2810, 'South', (18, 10))
Element 32: (0, (18, 10), ['', '%', '', '%'], [(13, 4), (14, 3), (13, 13)], [False, True, False, True], 36, False, [False, False, False, False], 2819, 'West', (17, 10))
Element 33: (0, (17, 10), ['', '', '', ''], [(14, 4), (13, 3), (12, 13)], [False, False, False, False], 34, False, [False, False, False, False], 2828, 'North', (17, 11))
Element 34: (0, (17, 11), ['%', '', '%', ''], [(14, 5), (13, 2), (12, 12)], [True, False, True, False], 32, False, [False, False, False, False], 2847, 'South', (17, 10))
Element 35: (0, (17, 10), ['', '', '', ''], [(13, 5), (12, 2), (12, 11)], [False, False, False, False], 30, False, [False, False, False, False], 2866, 'West', (16, 10))
Element 36: (0, (16, 10), ['', '', '%', ''], [(14, 5), (12, 1), (11, 11)], [False, False, True, False], 28, False, [False, False, False, False], 2885, 'South', (16, 9))
Element 37: (0, (16, 9), ['', '', '', ''], [(15, 5), (11, 1), (10, 11)], [False, False, False, False], 26, False, [False, False, False, False], 2904, 'South', (16, 8))
Element 38: (0, (16, 8), ['', '', '', ''], [(16, 5), (11, 2), (10, 12)], [False, False, False, False], 24, False, [False, False, False, False], 2923, 'West', (15, 8))
Element 39: (0, (15, 8), ['%', '', '', ''], [(17, 5), (10, 2), (9, 12)], [True, False, False, False], 22, False, [False, False, False, False], 2942, 'North', (15, 9))
Element 40: (0, (15, 9), ['.', '', '', ''], [(18, 5), (10, 3), (9, 13)], [False, False, False, False], 20, False, [True, False, False, False], 2961, 'West', (14, 9))
Element 41: (0, (14, 9), ['%', '%', '%', ''], [(18, 6), (10, 4), (8, 13)], [True, True, True, False], 18, False, [False, False, False, False], 2990, 'East', (15, 9))
Element 42: (0, (15, 9), ['', '', '', ''], [(17, 6), (10, 5), (8, 12)], [False, False, False, False], 16, False, [False, False, False, False], 3009, 'North', (15, 10))
Element 43: (0, (15, 10), ['%', '', '', ''], [(17, 7), (9, 5), (8, 11)], [True, False, False, False], 14, False, [False, False, False, False], 3028, 'North', (15, 11))
Element 44: (0, (15, 11), ['', '', '', '%'], [(17, 8), (9, 6), (9, 11)], [False, False, False, True], 12, False, [False, False, False, False], 3047, 'North', (15, 12))
Element 45: (0, (15, 12), ['', '', '', '%'], [(17, 9), (8, 6), (9, 10)], [False, False, False, True], 10, False, [False, False, False, False], 3066, 'North', (15, 13))
Element 46: (0, (15, 13), ['%', '', '%', ''], [(17, 10), (7, 6), (8, 10)], [True, False, True, False], 8, False, [False, False, False, False], 3085, 'East', (16, 13))
Element 47: (0, (16, 13), ['', '%', '%', ''], [(18, 10), (7, 5), (9, 10)], [False, True, True, False], 6, False, [False, False, False, False], 3094, 'East', (17, 13))
Element 48: (0, (17, 13), ['', '%', '%', ''], [(18, 11), (7, 4), (9, 11)], [False, True, True, False], 4, False, [False, False, False, False], 3103, 'East', (18, 13))
Element 49: (0, (18, 13), ['', '%', '%', '%'], [(17, 11), (8, 4), (8, 11)], [False, True, True, True], 2, False, [False, False, False, False], 3112, 'West', (17, 13))
Element 50: (0, (17, 13), ['', '%', '%', ''], [(18, 11), (9, 4), (8, 10)], [False, True, True, False], 0, False, [False, False, False, False], 3121, 'Stop', (17, 13))
Element 51: #0#
