Element 1: (0, (4, 12), ['.', '.', '%', '%'], [(5, 11), (15, 12), (16, 9)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (4, 11))
Element 2: (0, (4, 11), ['.', '.', '', ''], [(5, 10), (15, 13), (17, 9)], [False, False, False, False], 96, False, [True, True, False, False], 39, 'South', (4, 10))
Element 3: (0, (4, 10), ['%', '.', '', ''], [(6, 10), (16, 13), (17, 10)], [True, False, False, False], 94, False, [False, True, False, False], 78, 'South', (4, 9))
Element 4: (0, (4, 9), ['%', '.', '', '.'], [(6, 9), (17, 13), (18, 10)], [True, False, False, False], 92, False, [False, True, False, True], 117, 'East', (5, 9))
Element 5: (0, (5, 9), ['', '%', '', ''], [(7, 9), (18, 13), (18, 11)], [False, True, False, False], 90, False, [False, False, False, False], 156, 'East', (6, 9))
Element 6: (0, (6, 9), ['', '.', '', ''], [(7, 8), (17, 13), (17, 11)], [False, False, False, False], 88, False, [False, True, False, False], 175, 'South', (6, 8))
Element 7: (0, (6, 8), ['%', '%', '', ''], [(8, 8), (16, 13), (18, 11)], [True, True, False, False], 86, False, [False, False, False, False], 194, 'East', (7, 8))
Element 8: (0, (7, 8), ['', '.', '', ''], [(9, 8), (15, 13), (18, 10)], [False, False, False, False], 84, False, [False, True, False, False], 203, 'South', (7, 7))
Element 9: (0, (7, 7), ['%', '.', '', '.'], [(10, 8), (15, 12), (17, 10)], [True, False, False, False], 82, False, [False, True, False, True], 1212, 'East', (8, 7))
Element 10: (0, (8, 7), ['', '.', '', '.'], [(11, 8), (15, 11), (17, 11)], [False, False, False, False], 80, False, [False, True, False, True], 1241, 'East', (9, 7))
Element 11: (0, (9, 7), ['', '.', '', '.'], [(12, 8), (15, 10), (17, 10)], [False, False, False, False], 78, False, [False, True, False, True], 1270, 'East', (10, 7))
Element 12: (0, (10, 7), ['', '.', '', '%'], [(13, 8), (16, 10), (17, 9)], [False, False, False, True], 76, False, [False, True, False, False], 1299, 'South', (10, 6))
Element 13: (0, (10, 6), ['.', '.', '', '.'], [(13, 7), (17, 10), (16, 9)], [False, False, False, False], 74, False, [True, True, False, True], 1318, 'East', (11, 6))
Element 14: (0, (11, 6), ['', '.', '%', '.'], [(14, 7), (18, 10), (17, 9)], [False, False, True, False], 72, False, [False, True, False, True], 1337, 'East', (12, 6))
