Element 1: (0, (17, 1), ['F', '%', '.', '.'], [(7, 7), (17, 13), (18, 4)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (16, 1))
Element 2: (0, (16, 1), ['%', '%', '%', ''], [(8, 7), (18, 13), (18, 5)], [True, True, True, False], 96, False, [False, False, False, False], 1029, 'East', (17, 1))
Element 3: (0, (17, 1), ['', '%', '.', '.'], [(9, 7), (17, 13), (18, 6)], [False, True, False, False], 94, False, [False, False, True, True], 1048, 'East', (18, 1))
Element 4: (0, (18, 1), ['', '%', '.', '%'], [(10, 7), (16, 13), (17, 6)], [False, True, False, True], 92, False, [False, False, True, False], 1087, 'North', (18, 2))
Element 5: (0, (18, 2), ['.', '', '.', '%'], [(10, 8), (15, 13), (17, 7)], [False, False, False, True], 90, False, [True, False, True, False], 2116, 'North', (18, 3))
Element 6: (0, (18, 3), ['.', '', '', '%'], [(11, 8), (15, 12), (17, 8)], [False, False, False, True], 88, False, [True, False, False, False], 2155, 'West', (17, 3))
Element 7: (0, (17, 3), ['.', '.', '.', ''], [(12, 8), (15, 11), (17, 9)], [False, False, False, False], 86, False, [True, True, True, False], 2194, 'North', (17, 4))
Element 8: (0, (17, 4), ['.', '', '.', ''], [(13, 8), (15, 10), (17, 10)], [False, False, False, False], 84, False, [True, False, True, False], 2233, 'North', (17, 5))
Element 9: (0, (17, 5), ['.', '', '', ''], [(13, 7), (16, 10), (18, 10)], [False, False, False, False], 82, False, [True, False, False, False], 2272, 'West', (16, 5))
Element 10: (0, (16, 5), ['.', '.', '%', ''], [(14, 7), (16, 9), (18, 11)], [False, False, True, False], 80, False, [True, True, False, False], 2311, 'South', (16, 4))
Element 11: (0, (16, 4), ['.', '.', '', ''], [(15, 7), (16, 8), (17, 11)], [False, False, False, False], 78, False, [True, True, False, False], 2350, 'South', (16, 3))
Element 12: (0, (16, 3), ['.', '%', '', ''], [(16, 7), (15, 8), (18, 11)], [False, True, False, False], 76, False, [True, False, False, False], 2379, 'West', (15, 3))
Element 13: (0, (15, 3), ['.', '%', '.', ''], [(17, 7), (15, 9), (18, 10)], [False, True, False, False], 74, False, [True, False, True, False], 2398, 'North', (15, 4))
Element 14: (0, (15, 4), ['.', '', '.', ''], [(17, 8), (14, 9), (17, 10)], [False, False, False, False], 72, False, [True, False, True, False], 2417, 'North', (15, 5))
Element 15: (0, (15, 5), ['.', '', '%', ''], [(17, 9), (15, 9), (17, 11)], [False, False, True, False], 70, False, [True, False, False, False], 2426, 'West', (14, 5))
Element 16: (0, (14, 5), ['.', '.', '%', ''], [(17, 10), (15, 8), (18, 11)], [False, False, True, False], 68, False, [True, True, False, False], 2435, 'South', (14, 4))
Element 17: (0, (14, 4), ['.', '.', '', ''], [(18, 10), (15, 7), (18, 10)], [False, False, False, False], 66, False, [True, True, False, False], 2444, 'South', (14, 3))
Element 18: (0, (14, 3), ['.', '%', '', ''], [(18, 11), (16, 7), (18, 10)], [False, True, False, False], 64, False, [True, False, False, False], 2453, 'West', (13, 3))
Element 19: (0, (13, 3), ['.', '.', '.', ''], [(17, 11), (17, 7), (18, 10)], [False, False, False, False], 62, False, [True, True, True, False], 2462, 'North', (13, 4))
Element 20: (0, (13, 4), ['%', '', '.', ''], [(18, 11), (17, 8), (17, 10)], [True, False, False, False], 60, False, [False, False, True, False], 2471, 'North', (13, 5))
Element 21: (0, (13, 5), ['%', '', '%', ''], [(18, 10), (17, 9), (17, 9)], [True, False, True, False], 58, False, [False, False, False, False], 2480, 'South', (13, 4))
Element 22: (0, (13, 4), ['%', '', '', ''], [(17, 10), (17, 8), (16, 9)], [True, False, False, False], 56, False, [False, False, False, False], 2479, 'South', (13, 3))
Element 23: (0, (13, 3), ['.', '.', '', ''], [(17, 11), (17, 7), (16, 10)], [False, False, False, False], 54, False, [True, True, False, False], 2478, 'South', (13, 2))
Element 24: (0, (13, 2), ['.', '%', '', '%'], [(17, 10), (17, 6), (15, 10)], [False, True, False, True], 52, False, [True, False, False, False], 2487, 'West', (12, 2))
Element 25: (0, (12, 2), ['.', '.', '.', ''], [(16, 10), (18, 6), (15, 11)], [False, False, False, False], 50, False, [True, True, True, False], 2496, 'North', (12, 3))
Element 26: (0, (12, 3), ['.', '', '%', ''], [(16, 9), (18, 5), (14, 11)], [False, False, True, False], 48, False, [True, False, False, False], 2515, 'West', (11, 3))
Element 27: (0, (11, 3), ['.', '.', '.', ''], [(16, 8), (18, 4), (14, 12)], [False, False, False, False], 46, False, [True, True, True, False], 2534, 'North', (11, 4))
Element 28: (0, (11, 4), ['.', '', '.', '%'], [(15, 8), (18, 3), (13, 12)], [False, False, False, True], 44, False, [True, False, True, False], 2553, 'North', (11, 5))
Element 29: (0, (11, 5), ['.', '', '.', '%'], [(15, 9), (18, 2), (13, 13)], [False, False, False, True], 42, False, [True, False, True, False], 2572, 'North', (11, 6))
Element 30: (0, (11, 6), ['.', '', '%', '.'], [(15, 10), (17, 2), (12, 13)], [False, False, True, False], 40, False, [True, False, False, True], 2601, 'East', (12, 6))
Element 31: (0, (12, 6), ['', '%', '.', '%'], [(15, 11), (17, 3), (12, 12)], [False, True, False, True], 38, False, [False, False, True, False], 2620, 'North', (12, 7))
Element 32: (0, (12, 7), ['%', '', '', ''], [(15, 12), (17, 4), (12, 11)], [True, False, False, False], 36, False, [False, False, False, False], 2639, 'East', (13, 7))
Element 33: (0, (13, 7), ['', '%', '', ''], [(15, 13), (17, 5), (13, 11)], [False, True, False, False], 34, False, [False, False, False, False], 2648, 'East', (14, 7))
Element 34: (0, (14, 7), ['', '%', '%', ''], [(16, 13), (16, 5), (12, 11)], [False, True, True, False], 32, False, [False, False, False, False], 2647, 'East', (15, 7))
Element 35: (0, (15, 7), ['', '%', '', ''], [(17, 13), (16, 4), (11, 11)], [False, True, False, False], 30, False, [False, False, False, False], 2656, 'East', (16, 7))
Element 36: (0, (16, 7), ['', '%', '', ''], [(18, 13), (16, 3), (10, 11)], [False, True, False, False], 28, False, [False, False, False, False], 2665, 'East', (17, 7))
Element 37: (0, (17, 7), ['', '', '', '%'], [(17, 13), (15, 3), (10, 12)], [False, False, False, True], 26, False, [False, False, False, False], 2674, 'North', (17, 8))
Element 38: (0, (17, 8), ['', '', '', '%'], [(16, 13), (15, 4), (9, 12)], [False, False, False, True], 24, False, [False, False, False, False], 2683, 'North', (17, 9))
Element 39: (0, (17, 9), ['', '', '', '%'], [(15, 13), (15, 5), (9, 13)], [False, False, False, True], 22, False, [False, False, False, False], 2692, 'North', (17, 10))
Element 40: (0, (17, 10), ['', '', '', ''], [(15, 12), (14, 5), (8, 13)], [False, False, False, False], 20, False, [False, False, False, False], 2701, 'East', (18, 10))
Element 41: (0, (18, 10), ['', '%', '', '%'], [(14, 12), (14, 4), (8, 12)], [False, True, False, True], 18, False, [False, False, False, False], 2710, 'North', (18, 11))
Element 42: (0, (18, 11), ['', '', '%', '%'], [(14, 11), (14, 3), (8, 11)], [False, False, True, True], 16, False, [False, False, False, False], 2719, 'West', (17, 11))
Element 43: (0, (17, 11), ['%', '', '%', ''], [(13, 11), (13, 3), (9, 11)], [True, False, True, False], 14, False, [False, False, False, False], 2728, 'East', (18, 11))
Element 44: (0, (18, 11), ['', '', '%', '%'], [(13, 12), (13, 4), (9, 10)], [False, False, True, True], 12, False, [False, False, False, False], 2737, 'South', (18, 10))
Element 45: (0, (18, 10), ['', '%', '', '%'], [(13, 13), (13, 5), (8, 10)], [False, True, False, True], 10, False, [False, False, False, False], 2746, 'West', (17, 10))
Element 46: (0, (17, 10), ['', '', '', ''], [(12, 13), (13, 4), (9, 10)], [False, False, False, False], 8, False, [False, False, False, False], 2745, 'North', (17, 11))
Element 47: (0, (17, 11), ['%', '', '%', ''], [(11, 13), (13, 3), (9, 11)], [True, False, True, False], 6, False, [False, False, False, False], 2754, 'South', (17, 10))
Element 48: (0, (17, 10), ['', '', '', ''], [(12, 13), (13, 2), (8, 11)], [False, False, False, False], 4, False, [False, False, False, False], 2753, 'West', (16, 10))
