Element 1: (0, (9, 8), ['.', '.', '%', 'F'], [(6, 4), (11, 1), (17, 1)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (10, 8))
Element 2: (0, (10, 8), ['', '.', '%', '.'], [(7, 4), (12, 1), (16, 1)], [False, False, True, False], 96, False, [False, True, False, True], 2019, 'East', (11, 8))
Element 3: (0, (11, 8), ['', '%', '.', '.'], [(8, 4), (12, 2), (17, 1)], [False, True, False, False], 94, False, [False, False, True, True], 2048, 'East', (12, 8))
Element 4: (0, (12, 8), ['', '.', '.', '.'], [(9, 4), (13, 2), (18, 1)], [False, False, False, False], 92, False, [False, True, True, True], 2087, 'East', (13, 8))
Element 5: (0, (13, 8), ['', '.', '%', '%'], [(10, 4), (13, 3), (18, 2)], [False, False, True, True], 90, False, [False, True, False, False], 2126, 'South', (13, 7))
Element 6: (0, (13, 7), ['.', '%', '', '.'], [(11, 4), (14, 3), (18, 3)], [False, True, False, False], 88, False, [True, False, False, True], 2165, 'East', (14, 7))
Element 7: (0, (14, 7), ['', '%', '%', '.'], [(11, 5), (15, 3), (18, 4)], [False, True, True, False], 86, False, [False, False, False, True], 2204, 'East', (15, 7))
Element 8: (0, (15, 7), ['', '%', '.', '.'], [(11, 6), (16, 3), (18, 5)], [False, True, False, False], 84, False, [False, False, True, True], 2243, 'East', (16, 7))
Element 9: (0, (16, 7), ['', '%', '.', '.'], [(12, 6), (17, 3), (18, 6)], [False, True, False, False], 82, False, [False, False, True, True], 2282, 'East', (17, 7))
Element 10: (0, (17, 7), ['', 'G', '.', '%'], [(12, 7), (17, 4), (17, 6)], [False, False, False, True], 80, False, [False, False, True, False], 2321, 'North', (17, 8))
Element 11: (0, (17, 8), ['.', 'G', '.', '%'], [(13, 7), (17, 5), (17, 7)], [False, False, False, True], 78, False, [True, False, True, False], 2340, 'North', (17, 9))
Element 12: (0, (17, 9), ['.', 'G', '.', '%'], [(14, 7), (16, 5), (17, 8)], [False, False, False, True], 76, False, [True, False, True, False], 2359, 'North', (17, 10))
Element 13: (0, (17, 10), ['.', '', '.', '.'], [(15, 7), (16, 4), (16, 8)], [False, False, False, False], 74, False, [True, False, True, True], 2388, 'East', (18, 10))
Element 14: (0, (18, 10), ['', '%', '.', '%'], [(15, 8), (15, 4), (16, 9)], [False, True, False, True], 72, False, [False, False, True, False], 2427, 'North', (18, 11))
Element 15: (0, (18, 11), ['.', '', '%', '%'], [(15, 9), (15, 5), (16, 10)], [False, False, True, True], 70, False, [True, False, False, False], 2466, 'West', (17, 11))
Element 16: (0, (17, 11), ['%', 'G', '%', ''], [(15, 10), (14, 5), (17, 10)], [True, False, True, False], 68, False, [False, False, False, False], 2495, 'East', (18, 11))
Element 17: (0, (18, 11), ['', 'G', '%', '%'], [(15, 11), (14, 4), (18, 10)], [False, False, True, True], 66, False, [False, False, False, False], 2514, 'West', (17, 11))
Element 18: (0, (17, 11), ['%', '', '%', 'G'], [(15, 12), (13, 4), (18, 11)], [True, False, True, False], 64, False, [False, False, False, False], 2533, 'South', (17, 10))
Element 19: (0, (17, 10), ['', '', 'G', ''], [(15, 13), (13, 5), (17, 11)], [False, False, False, False], 62, False, [False, False, False, False], 2552, 'West', (16, 10))
Element 20: (0, (16, 10), ['', '', '%', ''], [(16, 13), (13, 4), (18, 11)], [False, False, True, False], 60, False, [False, False, False, False], 2561, 'South', (16, 9))
Element 21: (0, (16, 9), ['', '', '', ''], [(17, 13), (14, 4), (18, 10)], [False, False, False, False], 58, False, [False, False, False, False], 2570, 'South', (16, 8))
Element 22: (0, (16, 8), ['', '', '', ''], [(18, 13), (14, 5), (17, 10)], [False, False, False, False], 56, False, [False, False, False, False], 2579, 'West', (15, 8))
Element 23: (0, (15, 8), ['%', '', '', ''], [(17, 13), (13, 5), (17, 11)], [True, False, False, False], 54, False, [False, False, False, False], 2578, 'North', (15, 9))
Element 24: (0, (15, 9), ['.', '', '', ''], [(16, 13), (14, 5), (17, 10)], [False, False, False, False], 52, False, [True, False, False, False], 2577, 'West', (14, 9))
Element 25: (0, (14, 9), ['%', '%', '%', ''], [(15, 13), (15, 5), (17, 9)], [True, True, True, False], 50, False, [False, False, False, False], 2586, 'East', (15, 9))
Element 26: (0, (15, 9), ['', '', '', ''], [(15, 12), (15, 4), (17, 10)], [False, False, False, False], 48, False, [False, False, False, False], 2585, 'North', (15, 10))
Element 27: (0, (15, 10), ['%', '', '', 'G'], [(14, 12), (14, 4), (16, 10)], [True, False, False, False], 46, False, [False, False, False, False], 2594, 'North', (15, 11))
Element 28: (0, (15, 11), ['G', '', '', '%'], [(14, 11), (15, 4), (16, 9)], [False, False, False, True], 44, False, [False, False, False, False], 2603, 'North', (15, 12))
Element 29: (0, (15, 12), ['', '', '', '%'], [(13, 11), (16, 4), (17, 9)], [False, False, False, True], 42, False, [False, False, False, False], 2612, 'North', (15, 13))
Element 30: (0, (15, 13), ['%', '', '%', ''], [(13, 12), (16, 5), (16, 9)], [True, False, True, False], 40, False, [False, False, False, False], 2621, 'East', (16, 13))
Element 31: (0, (16, 13), ['', '%', '%', ''], [(13, 13), (15, 5), (16, 8)], [False, True, True, False], 38, False, [False, False, False, False], 2630, 'East', (17, 13))
Element 32: (0, (17, 13), ['', '%', '%', ''], [(12, 13), (16, 5), (16, 7)], [False, True, True, False], 36, False, [False, False, False, False], 2639, 'East', (18, 13))
Element 33: (0, (18, 13), ['', '%', '%', '%'], [(12, 12), (17, 5), (15, 7)], [False, True, True, True], 34, False, [False, False, False, False], 2648, 'West', (17, 13))
Element 34: (0, (17, 13), ['', '%', '%', ''], [(12, 11), (18, 5), (15, 8)], [False, True, True, False], 32, False, [False, False, False, False], 2657, 'West', (16, 13))
Element 35: (0, (16, 13), ['', '%', '%', ''], [(11, 11), (18, 6), (15, 9)], [False, True, True, False], 30, False, [False, False, False, False], 2666, 'West', (15, 13))
Element 36: (0, (15, 13), ['%', '', '%', ''], [(10, 11), (17, 6), (15, 10)], [True, False, True, False], 28, False, [False, False, False, False], 2675, 'South', (15, 12))
Element 37: (0, (15, 12), ['', 'G', '', '%'], [(10, 12), (17, 7), (15, 11)], [False, False, False, True], 26, False, [False, False, False, False], 2684, 'West', (14, 12))
Element 38: (0, (14, 12), ['', '', '%', 'G'], [(9, 12), (17, 8), (15, 12)], [False, False, True, False], 24, False, [False, False, False, False], 2693, 'South', (14, 11))
Element 39: (0, (14, 11), ['', '%', '', ''], [(9, 13), (17, 9), (15, 13)], [False, True, False, False], 22, False, [False, False, False, False], 2702, 'West', (13, 11))
Element 40: (0, (13, 11), ['', '%', '', ''], [(8, 13), (17, 10), (16, 13)], [False, True, False, False], 20, False, [False, False, False, False], 2711, 'North', (13, 12))
Element 41: (0, (13, 12), ['', '', '', ''], [(8, 12), (18, 10), (17, 13)], [False, False, False, False], 18, False, [False, False, False, False], 2720, 'North', (13, 13))
Element 42: (0, (13, 13), ['', '', '%', '%'], [(8, 11), (18, 11), (18, 13)], [False, False, True, True], 16, False, [False, False, False, False], 2729, 'West', (12, 13))
Element 43: (0, (12, 13), ['.', '', '%', ''], [(9, 11), (17, 11), (17, 13)], [False, False, True, False], 14, False, [True, False, False, False], 2738, 'West', (11, 13))
Element 44: (0, (11, 13), ['%', '%', '%', ''], [(9, 10), (18, 11), (16, 13)], [True, True, True, False], 12, False, [False, False, False, False], 2757, 'East', (12, 13))
Element 45: (0, (12, 13), ['', '', '%', ''], [(8, 10), (18, 10), (15, 13)], [False, False, True, False], 10, False, [False, False, False, False], 2766, 'South', (12, 12))
