Element 1: (3, (11, 8), ['F', '%', '.', '.'], [(12, 2), (1, 9), (5, 3)], [False, True, False, False], 98, False, [False, False, True, True], 29, 'West', (10, 8))
Element 2: (3, (10, 8), ['.', '.', '%', ''], [(13, 2), (2, 9), (6, 3)], [False, False, True, False], 96, False, [True, True, False, False], 1048, 'South', (10, 7))
Element 3: (3, (10, 7), ['.', '.', '', '%'], [(13, 3), (2, 9), (7, 3)], [False, False, False, True], 94, False, [True, True, False, False], 1077, 'South', (10, 6))
Element 4: (3, (10, 6), ['.', '.', '', '.'], [(14, 3), (1, 9), (7, 2)], [False, False, False, False], 92, False, [True, True, False, True], 2096, 'East', (11, 6))
Element 5: (3, (11, 6), ['', '.', '%', '.'], [(15, 3), (2, 9), (8, 2)], [False, False, True, False], 90, False, [False, True, False, True], 2125, 'East', (12, 6))
Element 6: (3, (12, 6), ['', '%', '.', '%'], [(16, 3), (2, 9), (9, 2)], [False, True, False, True], 88, False, [False, False, True, False], 2154, 'North', (12, 7))
Element 7: (3, (12, 7), ['%', '', '.', '.'], [(17, 3), (1, 9), (10, 2)], [True, False, False, False], 86, False, [False, False, True, True], 2183, 'East', (13, 7))
Element 8: (3, (13, 7), ['', '%', '.', '.'], [(18, 3), (2, 9), (11, 2)], [False, True, False, False], 84, False, [False, False, True, True], 2212, 'East', (14, 7))
Element 9: (3, (14, 7), ['', '%', '%', '.'], [(18, 4), (2, 9), (11, 3)], [False, True, True, False], 82, False, [False, False, False, True], 2241, 'East', (15, 7))
Element 10: (3, (15, 7), ['', '%', '.', '.'], [(18, 5), (1, 9), (12, 3)], [False, True, False, False], 80, False, [False, False, True, True], 2270, 'East', (16, 7))
Element 11: (3, (16, 7), ['', '%', '.', '.'], [(18, 6), (2, 9), (13, 3)], [False, True, False, False], 78, False, [False, False, True, True], 2289, 'East', (17, 7))
Element 12: (3, (17, 7), ['', 'G', '.', '%'], [(17, 6), (2, 9), (13, 4)], [False, False, False, True], 76, False, [False, False, True, False], 2318, 'North', (17, 8))
Element 13: (3, (17, 8), ['.', '', '.', '%'], [(17, 5), (1, 9), (14, 4)], [False, False, False, True], 74, False, [True, False, True, False], 2347, 'North', (17, 9))
Element 14: (3, (17, 9), ['.', '', '.', '%'], [(17, 4), (2, 9), (15, 4)], [False, False, False, True], 72, False, [True, False, True, False], 2376, 'North', (17, 10))
Element 15: (3, (17, 10), ['.', '', '.', '.'], [(16, 4), (2, 9), (15, 5)], [False, False, False, False], 70, False, [True, False, True, True], 2405, 'East', (18, 10))
Element 16: (3, (18, 10), ['', '%', '.', '%'], [(16, 5), (1, 9), (14, 5)], [False, True, False, True], 68, False, [False, False, True, False], 2434, 'North', (18, 11))
Element 17: (3, (18, 11), ['.', '', '%', '%'], [(15, 5), (2, 9), (13, 5)], [False, False, True, True], 66, False, [True, False, False, False], 2453, 'West', (17, 11))
Element 18: (3, (17, 11), ['%', '', '%', ''], [(15, 4), (2, 9), (14, 5)], [True, False, True, False], 64, False, [False, False, False, False], 2462, 'East', (18, 11))
Element 19: (3, (18, 11), ['', '', '%', '%'], [(14, 4), (1, 9), (15, 5)], [False, False, True, True], 62, False, [False, False, False, False], 2461, 'South', (18, 10))
Element 20: (3, (18, 10), ['', '%', '', '%'], [(14, 5), (2, 9), (15, 4)], [False, True, False, True], 60, False, [False, False, False, False], 2460, 'West', (17, 10))
Element 21: (3, (17, 10), ['.', '', '', ''], [(13, 5), (2, 9), (15, 3)], [False, False, False, False], 58, False, [True, False, False, False], 2459, 'North', (17, 11))
Element 22: (3, (17, 11), ['%', '', '%', ''], [(13, 4), (1, 9), (16, 3)], [True, False, True, False], 56, False, [False, False, False, False], 2458, 'South', (17, 10))
Element 23: (3, (17, 10), ['.', '', '', ''], [(13, 5), (2, 9), (17, 3)], [False, False, False, False], 54, False, [True, False, False, False], 2457, 'West', (16, 10))
Element 24: (3, (16, 10), ['.', '.', '%', ''], [(14, 5), (2, 9), (17, 2)], [False, False, True, False], 52, False, [True, True, False, False], 2476, 'South', (16, 9))
Element 25: (3, (16, 9), ['.', '.', '', ''], [(14, 4), (1, 9), (18, 2)], [False, False, False, False], 50, False, [True, True, False, False], 2495, 'South', (16, 8))
Element 26: (3, (16, 8), ['.', '', '', ''], [(13, 4), (2, 9), (18, 1)], [False, False, False, False], 48, False, [True, False, False, False], 2514, 'West', (15, 8))
Element 27: (3, (15, 8), ['%', '', '.', ''], [(14, 4), (2, 9), (17, 1)], [True, False, False, False], 46, False, [False, False, True, False], 2533, 'North', (15, 9))
Element 28: #1#
