Element 1: (2, (9, 4), ['', '.', '.', '.'], [(9, 8), (8, 3), (10, 12)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (10, 4))
Element 2: (2, (10, 4), ['', '.', '.', '.'], [(10, 8), (9, 3), (10, 11)], [False, False, False, False], 96, False, [False, True, True, True], 1048, 'East', (11, 4))
Element 3: (2, (11, 4), ['', '.', '.', '%'], [(11, 8), (10, 3), (11, 11)], [False, False, False, True], 94, False, [False, True, True, False], 1087, 'North', (11, 5))
Element 4: (2, (11, 5), ['.', '', '.', '%'], [(12, 8), (11, 3), (12, 11)], [False, False, False, True], 92, False, [True, False, True, False], 1126, 'North', (11, 6))
Element 5: (2, (11, 6), ['.', '', '%', '.'], [(13, 8), (12, 3), (13, 11)], [False, False, True, False], 90, False, [True, False, False, True], 1165, 'East', (12, 6))
Element 6: (2, (12, 6), ['', '%', '.', '%'], [(13, 7), (13, 3), (14, 11)], [False, True, False, True], 88, False, [False, False, True, False], 1204, 'North', (12, 7))
Element 7: (2, (12, 7), ['%', '', '', ''], [(14, 7), (14, 3), (15, 11)], [True, False, False, False], 86, False, [False, False, False, False], 1243, 'East', (13, 7))
Element 8: (2, (13, 7), ['', '%', '', ''], [(15, 7), (15, 3), (15, 12)], [False, True, False, False], 84, False, [False, False, False, False], 1272, 'East', (14, 7))
Element 9: (2, (14, 7), ['', '%', '%', ''], [(16, 7), (16, 3), (15, 13)], [False, True, True, False], 82, False, [False, False, False, False], 1301, 'East', (15, 7))
Element 10: (2, (15, 7), ['', '%', '.', ''], [(17, 7), (17, 3), (16, 13)], [False, True, False, False], 80, False, [False, False, True, False], 1330, 'North', (15, 8))
Element 11: (2, (15, 8), ['%', '', '.', '.'], [(17, 8), (18, 3), (17, 13)], [True, False, False, False], 78, False, [False, False, True, True], 1369, 'East', (16, 8))
Element 12: (2, (16, 8), ['', '', '.', ''], [(17, 9), (18, 4), (18, 13)], [False, False, False, False], 76, False, [False, False, True, False], 1408, 'North', (16, 9))
Element 13: (2, (16, 9), ['.', '', '.', ''], [(17, 10), (18, 5), (17, 13)], [False, False, False, False], 74, False, [True, False, True, False], 1437, 'North', (16, 10))
Element 14: (2, (16, 10), ['.', '', '%', ''], [(18, 10), (18, 6), (16, 13)], [False, False, True, False], 72, False, [True, False, False, False], 1466, 'West', (15, 10))
Element 15: (2, (15, 10), ['%', '.', '', ''], [(18, 11), (17, 6), (15, 13)], [True, False, False, False], 70, False, [False, True, False, False], 1495, 'South', (15, 9))
Element 16: (2, (15, 9), ['.', '', '', ''], [(17, 11), (17, 5), (15, 12)], [False, False, False, False], 68, False, [True, False, False, False], 1524, 'West', (14, 9))
Element 17: (2, (14, 9), ['%', '%', '%', ''], [(18, 11), (17, 4), (14, 12)], [True, True, True, False], 66, False, [False, False, False, False], 1553, 'East', (15, 9))
Element 18: (2, (15, 9), ['', '', '', ''], [(18, 10), (16, 4), (13, 12)], [False, False, False, False], 64, False, [False, False, False, False], 1572, 'North', (15, 10))
Element 19: (2, (15, 10), ['%', '', '', ''], [(17, 10), (16, 5), (13, 13)], [True, False, False, False], 62, False, [False, False, False, False], 1591, 'North', (15, 11))
Element 20: (2, (15, 11), ['', '', '', '%'], [(17, 11), (15, 5), (12, 13)], [False, False, False, True], 60, False, [False, False, False, False], 1610, 'North', (15, 12))
Element 21: (2, (15, 12), ['', '', '', '%'], [(17, 10), (15, 4), (12, 12)], [False, False, False, True], 58, False, [False, False, False, False], 1629, 'North', (15, 13))
Element 22: (2, (15, 13), ['%', '', '%', ''], [(17, 9), (14, 4), (12, 13)], [True, False, True, False], 56, False, [False, False, False, False], 1638, 'East', (16, 13))
Element 23: (2, (16, 13), ['', '%', '%', ''], [(17, 8), (14, 5), (11, 13)], [False, True, True, False], 54, False, [False, False, False, False], 1657, 'East', (17, 13))
Element 24: (2, (17, 13), ['', '%', '%', ''], [(17, 7), (13, 5), (12, 13)], [False, True, True, False], 52, False, [False, False, False, False], 1666, 'East', (18, 13))
Element 25: (2, (18, 13), ['', '%', '%', '%'], [(17, 6), (13, 4), (13, 13)], [False, True, True, True], 50, False, [False, False, False, False], 1675, 'West', (17, 13))
Element 26: (2, (17, 13), ['', '%', '%', ''], [(18, 6), (13, 5), (13, 12)], [False, True, True, False], 48, False, [False, False, False, False], 1674, 'West', (16, 13))
Element 27: (2, (16, 13), ['', '%', '%', ''], [(18, 5), (14, 5), (12, 12)], [False, True, True, False], 46, False, [False, False, False, False], 1673, 'West', (15, 13))
Element 28: (2, (15, 13), ['%', '', '%', ''], [(18, 4), (14, 4), (13, 12)], [True, False, True, False], 44, False, [False, False, False, False], 1672, 'South', (15, 12))
Element 29: (2, (15, 12), ['G', '', '', '%'], [(18, 3), (13, 4), (14, 12)], [False, False, False, True], 42, False, [False, False, False, False], 1671, 'South', (15, 11))
Element 30: (2, (15, 11), ['', '', 'G', '%'], [(18, 2), (14, 4), (15, 12)], [False, False, False, True], 40, False, [False, False, False, False], 1680, 'West', (14, 11))
Element 31: (2, (14, 11), ['', '%', '', 'G'], [(18, 1), (15, 4), (15, 11)], [False, True, False, False], 38, False, [False, False, False, False], 1689, 'North', (14, 12))
Element 32: (2, (14, 12), ['', '', '%', ''], [(17, 1), (15, 5), (15, 10)], [False, False, True, False], 36, False, [False, False, False, False], 1698, 'West', (13, 12))
Element 33: (2, (13, 12), ['', '', '', ''], [(16, 1), (14, 5), (16, 10)], [False, False, False, False], 34, False, [False, False, False, False], 2697, 'North', (13, 13))
Element 34: (2, (13, 13), ['', '', '%', '%'], [(17, 1), (15, 5), (17, 10)], [False, False, True, True], 32, False, [False, False, False, False], 2696, 'West', (12, 13))
Element 35: (2, (12, 13), ['', '', '%', ''], [(17, 2), (16, 5), (18, 10)], [False, False, True, False], 30, False, [False, False, False, False], 2705, 'South', (12, 12))
Element 36: (2, (12, 12), ['%', '', '', ''], [(17, 3), (16, 4), (18, 11)], [True, False, False, False], 28, False, [False, False, False, False], 2704, 'South', (12, 11))
Element 37: (2, (12, 11), ['', '%', '', ''], [(17, 4), (15, 4), (17, 11)], [False, True, False, False], 26, False, [False, False, False, False], 2703, 'East', (13, 11))
Element 38: (2, (13, 11), ['', '%', '', ''], [(17, 5), (16, 4), (18, 11)], [False, True, False, False], 24, False, [False, False, False, False], 2702, 'West', (12, 11))
Element 39: (2, (12, 11), ['', '%', '', ''], [(16, 5), (17, 4), (18, 10)], [False, True, False, False], 22, False, [False, False, False, False], 2701, 'West', (11, 11))
Element 40: (2, (11, 11), ['', '%', '%', ''], [(16, 4), (17, 5), (17, 10)], [False, True, True, False], 20, False, [False, False, False, False], 2700, 'West', (10, 11))
Element 41: (2, (10, 11), ['.', '%', '', ''], [(16, 3), (16, 5), (17, 11)], [False, True, False, False], 18, False, [True, False, False, False], 2699, 'West', (9, 11))
Element 42: (2, (9, 11), ['.', '.', '.', ''], [(15, 3), (17, 5), (17, 10)], [False, False, False, False], 16, False, [True, True, True, False], 2708, 'North', (9, 12))
Element 43: (2, (9, 12), ['.', '', '.', ''], [(15, 4), (17, 6), (17, 9)], [False, False, False, False], 14, False, [True, False, True, False], 2717, 'North', (9, 13))
Element 44: (2, (9, 13), ['.', '', '%', '%'], [(15, 5), (17, 7), (17, 8)], [False, False, True, True], 12, False, [True, False, False, False], 2726, 'West', (8, 13))
Element 45: (2, (8, 13), ['.', '.', '%', ''], [(14, 5), (17, 8), (16, 8)], [False, False, True, False], 10, False, [True, True, False, False], 2735, 'South', (8, 12))
Element 46: (2, (8, 12), ['.', '.', '', ''], [(14, 4), (17, 9), (16, 9)], [False, False, False, False], 8, False, [True, True, False, False], 2744, 'South', (8, 11))
Element 47: (2, (8, 11), ['.', '.', '', ''], [(14, 3), (17, 10), (15, 9)], [False, False, False, False], 6, False, [True, True, False, False], 2753, 'South', (8, 10))
Element 48: (2, (8, 10), ['%', '%', '', '.'], [(13, 3), (18, 10), (15, 8)], [True, True, False, False], 4, False, [False, False, False, True], 2762, 'East', (9, 10))
Element 49: (2, (9, 10), ['', '%', '', '%'], [(13, 2), (18, 11), (15, 7)], [False, True, False, True], 2, False, [False, False, False, False], 2781, 'West', (8, 10))
Element 50: (2, (8, 10), ['%', '%', '', ''], [(13, 2), (18, 11), (16, 7)], [True, True, False, False], 0, False, [False, False, False, False], 2780, 'Stop', (8, 10))
Element 51: #0#
