Element 1: (3, (15, 4), ['', '.', '.', '.'], [(12, 9), (10, 5), (14, 5)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (16, 4))
Element 2: (3, (16, 4), ['', '.', '.', '.'], [(12, 8), (11, 5), (15, 5)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (17, 4))
Element 3: (3, (17, 4), ['', '.', '.', '.'], [(13, 8), (11, 6), (16, 5)], [False, False, False, False], 94, False, [False, True, True, True], 107, 'East', (18, 4))
Element 4: (3, (18, 4), ['', '.', '.', '%'], [(13, 7), (12, 6), (17, 5)], [False, False, False, True], 92, False, [False, True, True, False], 146, 'North', (18, 5))
Element 5: (3, (18, 5), ['', '', '.', '%'], [(14, 7), (12, 7), (17, 6)], [False, False, False, True], 90, False, [False, False, True, False], 185, 'North', (18, 6))
Element 6: (3, (18, 6), ['', '', '%', '%'], [(15, 7), (13, 7), (17, 7)], [False, False, True, True], 88, False, [False, False, False, False], 214, 'West', (17, 6))
Element 7: (3, (17, 6), ['%', '', '', ''], [(16, 7), (14, 7), (17, 8)], [True, False, False, False], 86, False, [False, False, False, False], 233, 'North', (17, 7))
Element 8: (3, (17, 7), ['', '', '', '%'], [(16, 8), (15, 7), (17, 9)], [False, False, False, True], 84, False, [False, False, False, False], 252, 'North', (17, 8))
Element 9: (3, (17, 8), ['', '', '', '%'], [(16, 9), (15, 8), (17, 10)], [False, False, False, True], 82, False, [False, False, False, False], 281, 'North', (17, 9))
Element 10: (3, (17, 9), ['', '', '', '%'], [(16, 10), (15, 9), (18, 10)], [False, False, False, True], 80, False, [False, False, False, False], 310, 'North', (17, 10))
Element 11: (3, (17, 10), ['', '', '.', ''], [(15, 10), (14, 9), (18, 11)], [False, False, False, False], 78, False, [False, False, True, False], 339, 'North', (17, 11))
Element 12: (3, (17, 11), ['%', '', '%', ''], [(15, 11), (15, 9), (18, 10)], [True, False, True, False], 76, False, [False, False, False, False], 358, 'East', (18, 11))
Element 13: (3, (18, 11), ['', '', '%', '%'], [(15, 12), (16, 9), (17, 10)], [False, False, True, True], 74, False, [False, False, False, False], 367, 'South', (18, 10))
Element 14: (3, (18, 10), ['', '%', '', '%'], [(15, 13), (17, 9), (17, 11)], [False, True, False, True], 72, False, [False, False, False, False], 376, 'North', (18, 11))
Element 15: (3, (18, 11), ['G', '', '%', '%'], [(16, 13), (17, 10), (17, 11)], [False, False, True, True], 70, False, [False, False, False, False], 385, 'South', (18, 10))
Element 16: (3, (18, 10), ['G', '%', '', '%'], [(17, 13), (16, 10), (17, 10)], [False, True, False, True], 68, False, [False, False, False, False], 394, 'North', (18, 11))
Element 17: (3, (18, 11), ['', '', '%', '%'], [(18, 13), (15, 10), (17, 9)], [False, False, True, True], 66, False, [False, False, False, False], 403, 'South', (18, 10))
Element 18: (3, (18, 10), ['', '%', '', '%'], [(17, 13), (15, 11), (17, 8)], [False, True, False, True], 64, False, [False, False, False, False], 402, 'West', (17, 10))
Element 19: (3, (17, 10), ['', '', '', ''], [(16, 13), (14, 11), (17, 7)], [False, False, False, False], 62, False, [False, False, False, False], 411, 'West', (16, 10))
Element 20: (3, (16, 10), ['', '', '%', ''], [(15, 13), (14, 12), (17, 6)], [False, False, True, False], 60, False, [False, False, False, False], 420, 'South', (16, 9))
Element 21: (3, (16, 9), ['', '', '', ''], [(15, 12), (13, 12), (17, 5)], [False, False, False, False], 58, False, [False, False, False, False], 429, 'South', (16, 8))
Element 22: (3, (16, 8), ['', '', '', ''], [(14, 12), (13, 13), (17, 5)], [False, False, False, False], 56, False, [False, False, False, False], 438, 'South', (16, 7))
