Element 1: (2, (5, 5), ['G', '%', '.', '.'], [(18, 3), (4, 5), (10, 6)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (6, 5))
Element 2: (2, (6, 5), ['', '.', '%', '.'], [(18, 4), (4, 6), (11, 6)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (7, 5))
Element 3: (2, (7, 5), ['', '.', '.', '%'], [(18, 5), (5, 6), (12, 6)], [False, False, False, True], 94, False, [False, True, True, False], 97, 'North', (7, 6))
Element 4: (2, (7, 6), ['%', '', '.', '.'], [(18, 6), (5, 7), (12, 7)], [True, False, False, False], 92, False, [False, False, True, True], 136, 'East', (8, 6))
Element 5: (2, (8, 6), ['', '%', '.', '.'], [(17, 6), (4, 7), (13, 7)], [False, True, False, False], 90, False, [False, False, True, True], 175, 'East', (9, 6))
Element 6: (2, (9, 6), ['', '.', '.', ''], [(17, 7), (4, 8), (14, 7)], [False, False, False, False], 88, False, [False, True, True, False], 214, 'North', (9, 7))
Element 7: (2, (9, 7), ['.', '', '.', '.'], [(17, 8), (4, 9), (15, 7)], [False, False, False, False], 86, False, [True, False, True, True], 253, 'East', (10, 7))
Element 8: (2, (10, 7), ['', '', 'F', '%'], [(17, 9), (5, 9), (16, 7)], [False, False, False, True], 84, False, [False, False, False, False], 292, 'North', (10, 8))
Element 9: (2, (10, 8), ['.', '', '%', '.'], [(17, 10), (6, 9), (16, 8)], [False, False, True, False], 82, False, [True, False, False, True], 1321, 'East', (11, 8))
Element 10: (2, (11, 8), ['', '%', '.', '.'], [(18, 10), (7, 9), (16, 9)], [False, True, False, False], 80, False, [False, False, True, True], 1360, 'East', (12, 8))
Element 11: (2, (12, 8), ['', '', '.', '.'], [(18, 11), (7, 8), (16, 10)], [False, False, False, False], 78, False, [False, False, True, True], 1399, 'East', (13, 8))
Element 12: (2, (13, 8), ['', '', '%', '%'], [(17, 11), (8, 8), (15, 10)], [False, False, True, True], 76, False, [False, False, False, False], 1438, 'South', (13, 7))
Element 13: (2, (13, 7), ['', '%', '', ''], [(18, 11), (9, 8), (15, 11)], [False, True, False, False], 74, False, [False, False, False, False], 1457, 'East', (14, 7))
Element 14: (2, (14, 7), ['', '%', '%', ''], [(18, 10), (10, 8), (15, 12)], [False, True, True, False], 72, False, [False, False, False, False], 1466, 'East', (15, 7))
Element 15: (2, (15, 7), ['', '%', '.', ''], [(17, 10), (11, 8), (15, 13)], [False, True, False, False], 70, False, [False, False, True, False], 1475, 'North', (15, 8))
Element 16: (2, (15, 8), ['%', '', '.', ''], [(17, 11), (11, 9), (16, 13)], [True, False, False, False], 68, False, [False, False, True, False], 1504, 'North', (15, 9))
Element 17: (2, (15, 9), ['.', '', '', ''], [(17, 10), (12, 9), (17, 13)], [False, False, False, False], 66, False, [True, False, False, False], 1533, 'West', (14, 9))
