Element 1: (2, (5, 5), ['G', '%', '.', '.'], [(18, 3), (4, 5), (10, 6)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (6, 5))
Element 18: (2, (14, 9), ['%', '%', '%', ''], [(16, 10), (12, 8), (18, 13)], [True, True, True, False], 64, False, [False, False, False, False], 1552, 'East', (15, 9))
Element 19: (2, (15, 9), ['', '', '', 'G'], [(16, 9), (13, 8), (17, 13)], [False, False, False, False], 62, False, [False, False, False, False], 1551, 'West', (14, 9))
Element 20: (2, (14, 9), ['%', '%', '%', ''], [(16, 8), (13, 7), (16, 13)], [True, True, True, False], 60, False, [False, False, False, False], 1550, 'East', (15, 9))
Element 21: (2, (15, 9), ['', '', '', ''], [(16, 7), (14, 7), (15, 13)], [False, False, False, False], 58, False, [False, False, False, False], 1549, 'North', (15, 10))
Element 22: (2, (15, 10), ['%', '', '', ''], [(15, 7), (13, 7), (15, 12)], [True, False, False, False], 56, False, [False, False, False, False], 1548, 'East', (16, 10))
Element 23: (2, (16, 10), ['', '', '%', ''], [(15, 8), (12, 7), (14, 12)], [False, False, True, False], 54, False, [False, False, False, False], 1557, 'East', (17, 10))
Element 24: (2, (17, 10), ['', '', '', ''], [(15, 9), (12, 6), (14, 11)], [False, False, False, False], 52, False, [False, False, False, False], 1566, 'East', (18, 10))
Element 25: (2, (18, 10), ['', '%', '', '%'], [(15, 10), (11, 6), (13, 11)], [False, True, False, True], 50, False, [False, False, False, False], 1575, 'North', (18, 11))
Element 26: (2, (18, 11), ['', '', '%', '%'], [(15, 11), (11, 5), (13, 12)], [False, False, True, True], 48, False, [False, False, False, False], 1594, 'West', (17, 11))
Element 27: (2, (17, 11), ['%', '', '%', ''], [(15, 12), (11, 4), (13, 13)], [True, False, True, False], 46, False, [False, False, False, False], 1613, 'East', (18, 11))
Element 28: (2, (18, 11), ['', '', '%', '%'], [(15, 13), (11, 3), (12, 13)], [False, False, True, True], 44, False, [False, False, False, False], 1632, 'South', (18, 10))
Element 29: (2, (18, 10), ['', '%', '', '%'], [(16, 13), (12, 3), (12, 12)], [False, True, False, True], 42, False, [False, False, False, False], 1651, 'West', (17, 10))
Element 30: (2, (17, 10), ['', '', '', ''], [(17, 13), (13, 3), (12, 11)], [False, False, False, False], 40, False, [False, False, False, False], 1670, 'North', (17, 11))
Element 31: (2, (17, 11), ['%', '', '%', ''], [(18, 13), (14, 3), (11, 11)], [True, False, True, False], 38, False, [False, False, False, False], 1689, 'South', (17, 10))
Element 32: (2, (17, 10), ['', '', '', ''], [(17, 13), (15, 3), (10, 11)], [False, False, False, False], 36, False, [False, False, False, False], 1708, 'South', (17, 9))
Element 33: (2, (17, 9), ['', '', '', '%'], [(16, 13), (16, 3), (10, 12)], [False, False, False, True], 34, False, [False, False, False, False], 1727, 'South', (17, 8))
Element 34: (2, (17, 8), ['', '', '', '%'], [(15, 13), (16, 4), (9, 12)], [False, False, False, True], 32, False, [False, False, False, False], 1746, 'South', (17, 7))
Element 35: (2, (17, 7), ['', '', '', '%'], [(15, 12), (17, 4), (9, 13)], [False, False, False, True], 30, False, [False, False, False, False], 1765, 'South', (17, 6))
Element 36: (2, (17, 6), ['%', 'G', '', ''], [(14, 12), (17, 5), (8, 13)], [True, False, False, False], 28, False, [False, False, False, False], 1784, 'East', (18, 6))
Element 37: (2, (18, 6), ['', '', '%', '%'], [(14, 11), (16, 5), (8, 12)], [False, False, True, True], 26, False, [False, False, False, False], 1803, 'South', (18, 5))
Element 38: (2, (18, 5), ['', '', '', '%'], [(13, 11), (15, 5), (8, 11)], [False, False, False, True], 24, False, [False, False, False, False], 1822, 'South', (18, 4))
Element 39: (2, (18, 4), ['', '', '', '%'], [(13, 12), (15, 4), (9, 11)], [False, False, False, True], 22, False, [False, False, False, False], 1841, 'South', (18, 3))
Element 40: (2, (18, 3), ['', '.', '', '%'], [(13, 13), (14, 4), (9, 10)], [False, False, False, True], 20, False, [False, True, False, False], 1860, 'South', (18, 2))
Element 41: (2, (18, 2), ['.', '.', '', '%'], [(12, 13), (14, 5), (8, 10)], [False, False, False, True], 18, False, [True, True, False, False], 1889, 'South', (18, 1))
Element 42: (2, (18, 1), ['.', '%', '', '%'], [(11, 13), (13, 5), (9, 10)], [False, True, False, True], 16, False, [True, False, False, False], 1918, 'West', (17, 1))
Element 43: (2, (17, 1), ['F', '%', '.', ''], [(12, 13), (13, 4), (9, 11)], [False, True, False, False], 14, False, [False, False, True, False], 1937, 'West', (16, 1))
Element 44: (2, (16, 1), ['%', '%', '%', ''], [(12, 12), (13, 5), (8, 11)], [True, True, True, False], 12, False, [False, False, False, False], 2936, 'East', (17, 1))
Element 45: (2, (17, 1), ['', '%', '.', ''], [(12, 11), (14, 5), (8, 10)], [False, True, False, False], 10, False, [False, False, True, False], 2935, 'North', (17, 2))
Element 46: (2, (17, 2), ['%', '', '', ''], [(11, 11), (14, 4), (8, 11)], [True, False, False, False], 8, False, [False, False, False, False], 2944, 'North', (17, 3))
Element 47: (2, (17, 3), ['', '', '', ''], [(10, 11), (13, 4), (7, 11)], [False, False, False, False], 6, False, [False, False, False, False], 2953, 'North', (17, 4))
Element 48: (2, (17, 4), ['', '', '', ''], [(10, 12), (14, 4), (7, 12)], [False, False, False, False], 4, False, [False, False, False, False], 2962, 'North', (17, 5))
Element 49: (2, (17, 5), ['', '', '', ''], [(9, 12), (15, 4), (7, 13)], [False, False, False, False], 2, False, [False, False, False, False], 2971, 'West', (16, 5))
Element 50: (2, (16, 5), ['', '', '%', ''], [(9, 12), (15, 4), (6, 13)], [False, False, True, False], 0, False, [False, False, False, False], 2980, 'Stop', (16, 5))
Element 51: #0#
