Element 1: (0, (8, 3), ['.', '.', '.', 'G'], [(4, 4), (9, 3), (16, 5)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (8, 4))
Element 2: (0, (8, 4), ['.', '', '%', '.'], [(4, 5), (10, 3), (17, 5)], [False, False, True, False], 96, False, [True, False, False, True], 39, 'East', (9, 4))
Element 3: (0, (9, 4), ['', '', '.', '.'], [(5, 5), (11, 3), (18, 5)], [False, False, False, False], 94, False, [False, False, True, True], 78, 'East', (10, 4))
Element 4: (0, (10, 4), ['', '', '.', '.'], [(6, 5), (12, 3), (18, 6)], [False, False, False, False], 92, False, [False, False, True, True], 117, 'East', (11, 4))
Element 5: (0, (11, 4), ['', '', '.', '%'], [(7, 5), (13, 3), (17, 6)], [False, False, False, True], 90, False, [False, False, True, False], 156, 'North', (11, 5))
Element 6: (0, (11, 5), ['.', '', '.', '%'], [(7, 6), (14, 3), (17, 7)], [False, False, False, True], 88, False, [True, False, True, False], 195, 'North', (11, 6))
Element 7: (0, (11, 6), ['.', '', '%', '.'], [(8, 6), (15, 3), (17, 8)], [False, False, True, False], 86, False, [True, False, False, True], 234, 'East', (12, 6))
Element 8: (0, (12, 6), ['', '%', '.', '%'], [(9, 6), (16, 3), (17, 9)], [False, True, False, True], 84, False, [False, False, True, False], 273, 'North', (12, 7))
Element 9: (0, (12, 7), ['%', '', '.', '.'], [(10, 6), (17, 3), (17, 10)], [True, False, False, False], 82, False, [False, False, True, True], 312, 'East', (13, 7))
Element 10: (0, (13, 7), ['', '%', '.', '.'], [(10, 7), (18, 3), (18, 10)], [False, True, False, False], 80, False, [False, False, True, True], 351, 'East', (14, 7))
Element 11: (0, (14, 7), ['', '%', '%', '.'], [(10, 8), (18, 4), (18, 11)], [False, True, True, False], 78, False, [False, False, False, True], 1380, 'East', (15, 7))
Element 12: (0, (15, 7), ['', '%', '.', '.'], [(11, 8), (17, 4), (17, 11)], [False, True, False, False], 76, False, [False, False, True, True], 1419, 'East', (16, 7))
Element 13: (0, (16, 7), ['', '%', '.', ''], [(12, 8), (16, 4), (18, 11)], [False, True, False, False], 74, False, [False, False, True, False], 1448, 'North', (16, 8))
Element 14: (0, (16, 8), ['.', '', '.', ''], [(13, 8), (15, 4), (18, 10)], [False, False, False, False], 72, False, [True, False, True, False], 1477, 'North', (16, 9))
Element 15: (0, (16, 9), ['.', '', '.', ''], [(13, 7), (15, 5), (17, 10)], [False, False, False, False], 70, False, [True, False, True, False], 1496, 'North', (16, 10))
Element 16: (0, (16, 10), ['.', '', '%', ''], [(14, 7), (14, 5), (17, 11)], [False, False, True, False], 68, False, [True, False, False, False], 1515, 'West', (15, 10))
Element 17: (0, (15, 10), ['%', '.', '.', ''], [(15, 7), (14, 4), (17, 10)], [True, False, False, False], 66, False, [False, True, True, False], 1534, 'North', (15, 11))
Element 18: (0, (15, 11), ['.', '', '.', '%'], [(15, 8), (13, 4), (16, 10)], [False, False, False, True], 64, False, [True, False, True, False], 1563, 'North', (15, 12))
Element 19: (0, (15, 12), ['.', '', '.', '%'], [(15, 9), (13, 5), (16, 9)], [False, False, False, True], 62, False, [True, False, True, False], 1592, 'North', (15, 13))
Element 20: (0, (15, 13), ['%', '', '%', '.'], [(14, 9), (13, 4), (16, 8)], [True, False, True, False], 60, False, [False, False, False, True], 1611, 'East', (16, 13))
Element 21: (0, (16, 13), ['', '%', '%', '.'], [(15, 9), (14, 4), (16, 7)], [False, True, True, False], 58, False, [False, False, False, True], 1620, 'East', (17, 13))
Element 22: (0, (17, 13), ['', '%', '%', '.'], [(15, 10), (14, 5), (15, 7)], [False, True, True, False], 56, False, [False, False, False, True], 1629, 'East', (18, 13))
