Element 1: (3, (15, 4), ['G', '.', '.', '.'], [(8, 11), (9, 13), (14, 4)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (16, 4))
Element 2: (3, (16, 4), ['', '.', '.', '.'], [(9, 11), (9, 12), (14, 5)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (17, 4))
Element 3: (3, (17, 4), ['', '.', '.', '.'], [(10, 11), (10, 12), (15, 5)], [False, False, False, False], 94, False, [False, True, True, True], 107, 'East', (18, 4))
Element 4: (3, (18, 4), ['', '.', '.', '%'], [(11, 11), (10, 11), (16, 5)], [False, False, False, True], 92, False, [False, True, True, False], 136, 'North', (18, 5))
Element 5: (3, (18, 5), ['G', '', '.', '%'], [(12, 11), (11, 11), (17, 5)], [False, False, False, True], 90, False, [False, False, True, False], 165, 'North', (18, 6))
Element 6: (3, (18, 6), ['G', '', '%', '%'], [(13, 11), (12, 11), (17, 6)], [False, False, True, True], 88, False, [False, False, False, False], 194, 'South', (18, 5))
Element 7: (3, (18, 5), ['', '', '', '%'], [(14, 11), (12, 12), (17, 7)], [False, False, False, True], 86, False, [False, False, False, False], 223, 'South', (18, 4))
Element 8: (3, (18, 4), ['', '.', '', '%'], [(15, 11), (13, 12), (17, 8)], [False, False, False, True], 84, False, [False, True, False, False], 252, 'South', (18, 3))
Element 9: (3, (18, 3), ['.', '.', '', '%'], [(15, 12), (14, 12), (17, 9)], [False, False, False, True], 82, False, [True, True, False, False], 291, 'South', (18, 2))
Element 10: (3, (18, 2), ['.', '.', '', '%'], [(15, 13), (15, 12), (17, 10)], [False, False, False, True], 80, False, [True, True, False, False], 320, 'South', (18, 1))
Element 11: (3, (18, 1), ['.', '%', '', '%'], [(16, 13), (15, 13), (18, 10)], [False, True, False, True], 78, False, [True, False, False, False], 349, 'West', (17, 1))
Element 12: (3, (17, 1), ['F', '%', '.', ''], [(17, 13), (16, 13), (18, 11)], [False, True, False, False], 76, False, [False, False, True, False], 378, 'West', (16, 1))
Element 13: (3, (16, 1), ['%', '%', '%', ''], [(18, 13), (17, 13), (17, 11)], [True, True, True, False], 74, False, [False, False, False, False], 1397, 'East', (17, 1))
