Element 1: (1, (7, 3), ['.', 'F', '.', '.'], [(3, 1), (12, 9), (14, 5)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (7, 2))
Element 2: (1, (7, 2), ['%', '%', '', '.'], [(4, 1), (12, 8), (15, 5)], [True, True, False, False], 96, False, [False, False, False, True], 1038, 'East', (8, 2))
Element 3: (1, (8, 2), ['', '%', '.', '.'], [(5, 1), (13, 8), (16, 5)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (9, 2))
Element 4: (1, (9, 2), ['', '%', '.', '.'], [(4, 1), (13, 7), (17, 5)], [False, True, False, False], 92, False, [False, False, True, True], 1106, 'East', (10, 2))
Element 5: (1, (10, 2), ['', '%', '.', '.'], [(4, 2), (14, 7), (18, 5)], [False, True, False, False], 90, False, [False, False, True, True], 1145, 'East', (11, 2))
Element 6: (1, (11, 2), ['', '.', '.', '.'], [(4, 3), (15, 7), (18, 6)], [False, False, False, False], 88, False, [False, True, True, True], 1184, 'East', (12, 2))
Element 7: (1, (12, 2), ['', '.', '.', '.'], [(5, 3), (16, 7), (17, 6)], [False, False, False, False], 86, False, [False, True, True, True], 1223, 'East', (13, 2))
Element 8: (1, (13, 2), ['', '%', '.', '%'], [(6, 3), (17, 7), (18, 6)], [False, True, False, True], 84, False, [False, False, True, False], 1252, 'North', (13, 3))
Element 9: (1, (13, 3), ['.', '', '.', '.'], [(6, 4), (17, 8), (18, 5)], [False, False, False, False], 82, False, [True, False, True, True], 1281, 'East', (14, 3))
Element 10: (1, (14, 3), ['', '%', '.', '.'], [(7, 4), (17, 9), (18, 4)], [False, True, False, False], 80, False, [False, False, True, True], 1320, 'East', (15, 3))
Element 11: (1, (15, 3), ['', '%', '.', '.'], [(8, 4), (17, 10), (18, 3)], [False, True, False, False], 78, False, [False, False, True, True], 1359, 'East', (16, 3))
Element 12: (1, (16, 3), ['', '%', '.', '.'], [(9, 4), (18, 10), (18, 2)], [False, True, False, False], 76, False, [False, False, True, True], 1398, 'East', (17, 3))
Element 13: (1, (17, 3), ['', '.', '.', ''], [(10, 4), (18, 11), (18, 1)], [False, False, False, False], 74, False, [False, True, True, False], 1437, 'North', (17, 4))
Element 14: (1, (17, 4), ['.', '', '', ''], [(11, 4), (17, 11), (17, 1)], [False, False, False, False], 72, False, [True, False, False, False], 1476, 'West', (16, 4))
Element 15: (1, (16, 4), ['.', '', '', ''], [(11, 5), (18, 11), (16, 1)], [False, False, False, False], 70, False, [True, False, False, False], 2495, 'West', (15, 4))
Element 16: (1, (15, 4), ['.', '', '', ''], [(11, 6), (18, 10), (17, 1)], [False, False, False, False], 68, False, [True, False, False, False], 2514, 'West', (14, 4))
Element 17: (1, (14, 4), ['.', '', '', ''], [(12, 6), (17, 10), (17, 2)], [False, False, False, False], 66, False, [True, False, False, False], 2543, 'West', (13, 4))
Element 18: (1, (13, 4), ['%', '', '.', ''], [(12, 7), (17, 11), (17, 3)], [True, False, False, False], 64, False, [False, False, True, False], 2562, 'North', (13, 5))
Element 19: (1, (13, 5), ['%', '', '%', ''], [(13, 7), (17, 10), (17, 4)], [True, False, True, False], 62, False, [False, False, False, False], 2571, 'East', (14, 5))
