Element 1: (3, (15, 8), ['%', '.', '.', '.'], [(5, 3), (2, 11), (11, 5)], [True, False, False, False], 98, False, [False, True, True, True], 29, 'East', (16, 8))
Element 2: (3, (16, 8), ['', '.', '.', '.'], [(6, 3), (3, 11), (11, 6)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (17, 8))
Element 3: (3, (17, 8), ['', '.', '.', '%'], [(7, 3), (4, 11), (12, 6)], [False, False, False, True], 94, False, [False, True, True, False], 107, 'North', (17, 9))
Element 4: (3, (17, 9), ['.', '', '.', '%'], [(7, 2), (5, 11), (12, 7)], [False, False, False, True], 92, False, [True, False, True, False], 1136, 'North', (17, 10))
Element 5: (3, (17, 10), ['.', '', '.', '.'], [(8, 2), (5, 10), (13, 7)], [False, False, False, False], 90, False, [True, False, True, True], 1175, 'East', (18, 10))
Element 6: (3, (18, 10), ['', '%', '.', '%'], [(9, 2), (6, 10), (14, 7)], [False, True, False, True], 88, False, [False, False, True, False], 1214, 'North', (18, 11))
Element 7: (3, (18, 11), ['.', '', '%', '%'], [(10, 2), (6, 9), (15, 7)], [False, False, True, True], 86, False, [True, False, False, False], 1253, 'West', (17, 11))
Element 8: (3, (17, 11), ['%', '', '%', ''], [(11, 2), (7, 9), (16, 7)], [True, False, True, False], 84, False, [False, False, False, False], 1292, 'East', (18, 11))
Element 9: (3, (18, 11), ['', '', '%', '%'], [(12, 2), (7, 8), (17, 7)], [False, False, True, True], 82, False, [False, False, False, False], 1321, 'South', (18, 10))
Element 10: (3, (18, 10), ['', '%', '', '%'], [(13, 2), (8, 8), (17, 6)], [False, True, False, True], 80, False, [False, False, False, False], 1350, 'West', (17, 10))
Element 11: (3, (17, 10), ['.', '', '', ''], [(13, 3), (9, 8), (18, 6)], [False, False, False, False], 78, False, [True, False, False, False], 1379, 'North', (17, 11))
Element 12: (3, (17, 11), ['%', '', '%', ''], [(14, 3), (10, 8), (18, 5)], [True, False, True, False], 76, False, [False, False, False, False], 2398, 'South', (17, 10))
Element 13: (3, (17, 10), ['.', '', '', ''], [(15, 3), (11, 8), (18, 4)], [False, False, False, False], 74, False, [True, False, False, False], 2427, 'West', (16, 10))
Element 14: (3, (16, 10), ['.', '.', '%', ''], [(16, 3), (12, 8), (18, 3)], [False, False, True, False], 72, False, [True, True, False, False], 2466, 'South', (16, 9))
Element 15: (3, (16, 9), ['.', '', '', ''], [(17, 3), (13, 8), (18, 2)], [False, False, False, False], 70, False, [True, False, False, False], 2505, 'West', (15, 9))
Element 16: (3, (15, 9), ['.', '', '.', ''], [(17, 4), (13, 7), (18, 1)], [False, False, False, False], 68, False, [True, False, True, False], 2534, 'North', (15, 10))
Element 17: (3, (15, 10), ['%', '', '.', ''], [(17, 5), (14, 7), (17, 1)], [True, False, False, False], 66, False, [False, False, True, False], 2563, 'North', (15, 11))
Element 18: #1#
