Element 1: (2, (8, 2), ['F', '%', '.', '.'], [(5, 3), (3, 13), (12, 8)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (7, 2))
Element 2: (2, (7, 2), ['%', '%', '.', ''], [(6, 3), (3, 12), (13, 8)], [True, True, False, False], 96, False, [False, False, True, False], 1048, 'North', (7, 3))
Element 3: (2, (7, 3), ['', '', '.', '.'], [(6, 4), (4, 12), (13, 7)], [False, False, False, False], 94, False, [False, False, True, True], 1087, 'East', (8, 3))
Element 4: (2, (8, 3), ['', '', '.', '.'], [(7, 4), (4, 11), (14, 7)], [False, False, False, False], 92, False, [False, False, True, True], 1126, 'East', (9, 3))
Element 5: (2, (9, 3), ['', '.', '.', '.'], [(8, 4), (5, 11), (15, 7)], [False, False, False, False], 90, False, [False, True, True, True], 1165, 'East', (10, 3))
Element 6: (2, (10, 3), ['', '.', '.', '.'], [(9, 4), (5, 10), (16, 7)], [False, False, False, False], 88, False, [False, True, True, True], 1204, 'East', (11, 3))
Element 7: (2, (11, 3), ['', '.', '.', '.'], [(10, 4), (6, 10), (17, 7)], [False, False, False, False], 86, False, [False, True, True, True], 1243, 'East', (12, 3))
Element 8: (2, (12, 3), ['', '.', '%', '.'], [(11, 4), (6, 9), (17, 8)], [False, False, True, False], 84, False, [False, True, False, True], 1282, 'East', (13, 3))
Element 9: (2, (13, 3), ['', '.', '.', '.'], [(11, 5), (7, 9), (17, 9)], [False, False, False, False], 82, False, [False, True, True, True], 1321, 'East', (14, 3))
Element 10: (2, (14, 3), ['', '%', '.', '.'], [(11, 6), (7, 8), (17, 10)], [False, True, False, False], 80, False, [False, False, True, True], 1360, 'East', (15, 3))
Element 11: (2, (15, 3), ['', '%', '.', '.'], [(12, 6), (8, 8), (18, 10)], [False, True, False, False], 78, False, [False, False, True, True], 1399, 'East', (16, 3))
Element 12: (2, (16, 3), ['', '%', '.', '.'], [(12, 7), (9, 8), (18, 11)], [False, True, False, False], 76, False, [False, False, True, True], 1438, 'East', (17, 3))
Element 13: (2, (17, 3), ['', '.', '.', '.'], [(13, 7), (10, 8), (17, 11)], [False, False, False, False], 74, False, [False, True, True, True], 2457, 'East', (18, 3))
Element 14: (2, (18, 3), ['', '.', '.', '%'], [(14, 7), (11, 8), (18, 11)], [False, False, False, True], 72, False, [False, True, True, False], 2476, 'North', (18, 4))
Element 15: (2, (18, 4), ['.', '', '.', '%'], [(15, 7), (11, 9), (18, 10)], [False, False, False, True], 70, False, [True, False, True, False], 2495, 'North', (18, 5))
Element 16: (2, (18, 5), ['.', '', '.', '%'], [(15, 8), (12, 9), (17, 10)], [False, False, False, True], 68, False, [True, False, True, False], 2524, 'North', (18, 6))
Element 17: (2, (18, 6), ['.', '', '%', '%'], [(16, 8), (12, 8), (17, 11)], [False, False, True, True], 66, False, [True, False, False, False], 2543, 'West', (17, 6))
Element 18: (2, (17, 6), ['%', '.', '', ''], [(16, 9), (13, 8), (17, 10)], [True, False, False, False], 64, False, [False, True, False, False], 2562, 'South', (17, 5))
Element 19: (2, (17, 5), ['.', '.', '', ''], [(15, 9), (13, 7), (16, 10)], [False, False, False, False], 62, False, [True, True, False, False], 2591, 'South', (17, 4))
Element 20: (2, (17, 4), ['.', '', '', ''], [(14, 9), (14, 7), (15, 10)], [False, False, False, False], 60, False, [True, False, False, False], 2620, 'West', (16, 4))
Element 21: (2, (16, 4), ['.', '', '.', ''], [(15, 9), (15, 7), (15, 11)], [False, False, False, False], 58, False, [True, False, True, False], 2639, 'North', (16, 5))
Element 22: (2, (16, 5), ['.', '', '%', ''], [(16, 9), (16, 7), (15, 12)], [False, False, True, False], 56, False, [True, False, False, False], 2658, 'West', (15, 5))
Element 23: (2, (15, 5), ['.', '.', '%', ''], [(17, 9), (17, 7), (15, 13)], [False, False, True, False], 54, False, [True, True, False, False], 2677, 'South', (15, 4))
Element 24: (2, (15, 4), ['.', '', '', ''], [(17, 10), (17, 8), (16, 13)], [False, False, False, False], 52, False, [True, False, False, False], 2696, 'West', (14, 4))
Element 25: (2, (14, 4), ['.', '', '.', ''], [(18, 10), (17, 9), (17, 13)], [False, False, False, False], 50, False, [True, False, True, False], 2715, 'North', (14, 5))
Element 26: (2, (14, 5), ['.', '', '%', ''], [(18, 11), (17, 10), (18, 13)], [False, False, True, False], 48, False, [True, False, False, False], 2734, 'West', (13, 5))
Element 27: (2, (13, 5), ['%', '.', '%', ''], [(17, 11), (18, 10), (17, 13)], [True, False, True, False], 46, False, [False, True, False, False], 2743, 'South', (13, 4))
Element 28: (2, (13, 4), ['%', '', '', ''], [(18, 11), (17, 10), (16, 13)], [True, False, False, False], 44, False, [False, False, False, False], 2752, 'North', (13, 5))
Element 29: (2, (13, 5), ['%', '', '%', ''], [(18, 10), (16, 10), (15, 13)], [True, False, True, False], 42, False, [False, False, False, False], 2751, 'East', (14, 5))
Element 30: (2, (14, 5), ['', '', '%', ''], [(17, 10), (16, 9), (15, 12)], [False, False, True, False], 40, False, [False, False, False, False], 2750, 'South', (14, 4))
Element 31: (2, (14, 4), ['', '', '', ''], [(17, 11), (16, 8), (14, 12)], [False, False, False, False], 38, False, [False, False, False, False], 2759, 'West', (13, 4))
Element 32: (2, (13, 4), ['%', '', '', ''], [(17, 10), (15, 8), (14, 11)], [True, False, False, False], 36, False, [False, False, False, False], 2768, 'East', (14, 4))
Element 33: (2, (14, 4), ['', '', '', ''], [(16, 10), (15, 9), (13, 11)], [False, False, False, False], 34, False, [False, False, False, False], 2777, 'East', (15, 4))
Element 34: (2, (15, 4), ['', '', '', ''], [(15, 10), (14, 9), (13, 12)], [False, False, False, False], 32, False, [False, False, False, False], 2786, 'North', (15, 5))
Element 35: (2, (15, 5), ['', '', '%', ''], [(15, 11), (15, 9), (13, 13)], [False, False, True, False], 30, False, [False, False, False, False], 2795, 'West', (14, 5))
Element 36: (2, (14, 5), ['', '', '%', ''], [(15, 12), (15, 8), (12, 13)], [False, False, True, False], 28, False, [False, False, False, False], 2804, 'East', (15, 5))
Element 37: (2, (15, 5), ['', '', '%', ''], [(15, 13), (16, 8), (12, 12)], [False, False, True, False], 26, False, [False, False, False, False], 2813, 'East', (16, 5))
Element 38: (2, (16, 5), ['', '', '%', ''], [(16, 13), (16, 9), (12, 11)], [False, False, True, False], 24, False, [False, False, False, False], 2822, 'South', (16, 4))
Element 39: (2, (16, 4), ['', '', '', ''], [(17, 13), (15, 9), (11, 11)], [False, False, False, False], 22, False, [False, False, False, False], 2831, 'West', (15, 4))
Element 40: (2, (15, 4), ['', '', '', ''], [(18, 13), (16, 9), (10, 11)], [False, False, False, False], 20, False, [False, False, False, False], 2840, 'East', (16, 4))
Element 41: (2, (16, 4), ['', '', '', ''], [(17, 13), (16, 10), (10, 12)], [False, False, False, False], 18, False, [False, False, False, False], 2849, 'East', (17, 4))
Element 42: (2, (17, 4), ['', '', '', ''], [(16, 13), (15, 10), (9, 12)], [False, False, False, False], 16, False, [False, False, False, False], 2858, 'North', (17, 5))
Element 43: (2, (17, 5), ['', '', '', ''], [(15, 13), (15, 11), (9, 13)], [False, False, False, False], 14, False, [False, False, False, False], 2867, 'West', (16, 5))
Element 44: (2, (16, 5), ['', '', '%', ''], [(15, 12), (14, 11), (8, 13)], [False, False, True, False], 12, False, [False, False, False, False], 2876, 'East', (17, 5))
Element 45: (2, (17, 5), ['', '', '', ''], [(14, 12), (13, 11), (8, 12)], [False, False, False, False], 10, False, [False, False, False, False], 2885, 'North', (17, 6))
Element 46: (2, (17, 6), ['%', '', '', ''], [(14, 11), (13, 12), (8, 11)], [True, False, False, False], 8, False, [False, False, False, False], 2894, 'North', (17, 7))
Element 47: (2, (17, 7), ['', '', '', '%'], [(13, 11), (14, 12), (9, 11)], [False, False, False, True], 6, False, [False, False, False, False], 2903, 'North', (17, 8))
Element 48: (2, (17, 8), ['', '', '', '%'], [(13, 12), (15, 12), (9, 10)], [False, False, False, True], 4, False, [False, False, False, False], 2912, 'North', (17, 9))
Element 49: (2, (17, 9), ['', '', '', '%'], [(13, 13), (15, 13), (8, 10)], [False, False, False, True], 2, False, [False, False, False, False], 2921, 'North', (17, 10))
Element 50: (2, (17, 10), ['', '', '', ''], [(13, 13), (15, 13), (9, 10)], [False, False, False, False], 0, False, [False, False, False, False], 2920, 'Stop', (17, 10))
Element 51: #0#
