Element 1: (3, (10, 4), ['G', '.', '.', '.'], [(10, 11), (4, 11), (9, 4)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (11, 4))
Element 2: (3, (11, 4), ['', '.', '.', '%'], [(11, 11), (5, 11), (9, 5)], [False, False, False, True], 96, False, [False, True, True, False], 68, 'North', (11, 5))
Element 3: (3, (11, 5), ['G', '', '.', '%'], [(12, 11), (5, 10), (10, 5)], [False, False, False, True], 94, False, [False, False, True, False], 107, 'North', (11, 6))
Element 4: (3, (11, 6), ['G', '', '%', '.'], [(13, 11), (6, 10), (10, 6)], [False, False, True, False], 92, False, [False, False, False, True], 146, 'East', (12, 6))
Element 5: (3, (12, 6), ['', '%', '.', '%'], [(14, 11), (6, 9), (10, 7)], [False, True, False, True], 90, False, [False, False, True, False], 185, 'North', (12, 7))
Element 6: (3, (12, 7), ['%', '', '.', '.'], [(15, 11), (7, 9), (10, 8)], [True, False, False, False], 88, False, [False, False, True, True], 1214, 'East', (13, 7))
Element 7: (3, (13, 7), ['', '%', '.', '.'], [(15, 12), (7, 8), (11, 8)], [False, True, False, False], 86, False, [False, False, True, True], 1253, 'East', (14, 7))
Element 8: (3, (14, 7), ['', '%', '%', '.'], [(15, 13), (8, 8), (12, 8)], [False, True, True, False], 84, False, [False, False, False, True], 1292, 'East', (15, 7))
Element 9: (3, (15, 7), ['', '%', '.', '.'], [(16, 13), (9, 8), (13, 8)], [False, True, False, False], 82, False, [False, False, True, True], 1331, 'East', (16, 7))
Element 10: (3, (16, 7), ['', '%', '.', '.'], [(17, 13), (9, 7), (13, 7)], [False, True, False, False], 80, False, [False, False, True, True], 1360, 'East', (17, 7))
Element 11: (3, (17, 7), ['', '.', '.', '%'], [(18, 13), (9, 6), (14, 7)], [False, False, False, True], 78, False, [False, True, True, False], 1389, 'North', (17, 8))
Element 12: (3, (17, 8), ['.', '', '.', '%'], [(17, 13), (8, 6), (15, 7)], [False, False, False, True], 76, False, [True, False, True, False], 1408, 'North', (17, 9))
Element 13: (3, (17, 9), ['.', '', '.', '%'], [(16, 13), (8, 7), (15, 8)], [False, False, False, True], 74, False, [True, False, True, False], 1437, 'North', (17, 10))
Element 14: (3, (17, 10), ['.', '', '.', '.'], [(15, 13), (7, 7), (16, 8)], [False, False, False, False], 72, False, [True, False, True, True], 1466, 'East', (18, 10))
Element 15: (3, (18, 10), ['', '%', '.', '%'], [(15, 12), (7, 6), (16, 9)], [False, True, False, True], 70, False, [False, False, True, False], 1495, 'North', (18, 11))
Element 16: (3, (18, 11), ['.', '', '%', '%'], [(14, 12), (7, 5), (16, 10)], [False, False, True, True], 68, False, [True, False, False, False], 1534, 'West', (17, 11))
Element 17: (3, (17, 11), ['%', '', '%', ''], [(13, 12), (7, 4), (15, 10)], [True, False, True, False], 66, False, [False, False, False, False], 1573, 'East', (18, 11))
Element 18: (3, (18, 11), ['', '', '%', '%'], [(13, 13), (7, 3), (15, 9)], [False, False, True, True], 64, False, [False, False, False, False], 1602, 'South', (18, 10))
Element 19: (3, (18, 10), ['', '%', '', '%'], [(12, 13), (7, 2), (14, 9)], [False, True, False, True], 62, False, [False, False, False, False], 2621, 'West', (17, 10))
Element 20: (3, (17, 10), ['', '', '', ''], [(12, 12), (8, 2), (15, 9)], [False, False, False, False], 60, False, [False, False, False, False], 2640, 'North', (17, 11))
Element 21: (3, (17, 11), ['%', '', '%', ''], [(12, 13), (9, 2), (15, 10)], [True, False, True, False], 58, False, [False, False, False, False], 2649, 'South', (17, 10))
Element 22: (3, (17, 10), ['', '', '', ''], [(11, 13), (10, 2), (15, 11)], [False, False, False, False], 56, False, [False, False, False, False], 2668, 'West', (16, 10))
Element 23: (3, (16, 10), ['', '', '%', ''], [(12, 13), (11, 2), (15, 12)], [False, False, True, False], 54, False, [False, False, False, False], 2677, 'South', (16, 9))
Element 24: (3, (16, 9), ['', '', '', ''], [(13, 13), (12, 2), (15, 13)], [False, False, False, False], 52, False, [False, False, False, False], 2686, 'South', (16, 8))
Element 25: (3, (16, 8), ['', '', '', ''], [(13, 12), (13, 2), (16, 13)], [False, False, False, False], 50, False, [False, False, False, False], 2695, 'West', (15, 8))
Element 26: (3, (15, 8), ['%', '', '', ''], [(12, 12), (13, 3), (17, 13)], [True, False, False, False], 48, False, [False, False, False, False], 2704, 'North', (15, 9))
Element 27: (3, (15, 9), ['', '', '', ''], [(13, 12), (14, 3), (18, 13)], [False, False, False, False], 46, False, [False, False, False, False], 2713, 'North', (15, 10))
Element 28: (3, (15, 10), ['%', '', '', ''], [(14, 12), (15, 3), (17, 13)], [True, False, False, False], 44, False, [False, False, False, False], 2722, 'North', (15, 11))
Element 29: (3, (15, 11), ['', '', 'G', '%'], [(15, 12), (16, 3), (16, 13)], [False, False, False, True], 42, False, [False, False, False, False], 2731, 'West', (14, 11))
