Element 1: (0, (12, 6), ['.', '%', '.', '%'], [(7, 4), (7, 8), (14, 9)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (12, 7))
Element 2: (0, (12, 7), ['%', '', '.', '.'], [(8, 4), (8, 8), (15, 9)], [True, False, False, False], 96, False, [False, False, True, True], 39, 'East', (13, 7))
Element 3: (0, (13, 7), ['', '%', '.', '.'], [(9, 4), (9, 8), (16, 9)], [False, True, False, False], 94, False, [False, False, True, True], 78, 'East', (14, 7))
Element 4: (0, (14, 7), ['', '%', '%', '.'], [(10, 4), (10, 8), (17, 9)], [False, True, True, False], 92, False, [False, False, False, True], 1107, 'East', (15, 7))
Element 5: (0, (15, 7), ['', '%', '.', '.'], [(11, 4), (11, 8), (17, 10)], [False, True, False, False], 90, False, [False, False, True, True], 1146, 'East', (16, 7))
Element 6: (0, (16, 7), ['', '%', '.', '.'], [(11, 5), (12, 8), (18, 10)], [False, True, False, False], 88, False, [False, False, True, True], 1185, 'East', (17, 7))
Element 7: (0, (17, 7), ['', '.', '.', '%'], [(11, 6), (13, 8), (18, 11)], [False, False, False, True], 86, False, [False, True, True, False], 1224, 'North', (17, 8))
Element 8: (0, (17, 8), ['.', '', '', '%'], [(10, 6), (13, 7), (17, 11)], [False, False, False, True], 84, False, [True, False, False, False], 1253, 'West', (16, 8))
Element 9: (0, (16, 8), ['.', '', '', ''], [(10, 7), (14, 7), (18, 11)], [False, False, False, False], 82, False, [True, False, False, False], 1272, 'West', (15, 8))
Element 10: (0, (15, 8), ['%', 'G', '', ''], [(9, 7), (15, 7), (18, 10)], [True, False, False, False], 80, False, [False, False, False, False], 1291, 'North', (15, 9))
Element 11: (0, (15, 9), ['', '', '.', ''], [(9, 6), (16, 7), (17, 10)], [False, False, False, False], 78, False, [False, False, True, False], 1300, 'North', (15, 10))
Element 12: (0, (15, 10), ['%', '', '.', '.'], [(9, 5), (17, 7), (17, 11)], [True, False, False, False], 76, False, [False, False, True, True], 1319, 'East', (16, 10))
Element 13: (0, (16, 10), ['', '', '%', 'G'], [(10, 5), (17, 6), (17, 10)], [False, False, True, False], 74, False, [False, False, False, False], 1348, 'South', (16, 9))
Element 14: (0, (16, 9), ['', '', 'G', ''], [(9, 5), (18, 6), (16, 10)], [False, False, False, False], 72, False, [False, False, False, False], 1357, 'East', (17, 9))
Element 15: (0, (17, 9), ['', '', '', '%'], [(9, 6), (18, 5), (15, 10)], [False, False, False, True], 70, False, [False, False, False, False], 1366, 'North', (17, 10))
Element 16: (0, (17, 10), ['', '', '', ''], [(8, 6), (18, 4), (15, 11)], [False, False, False, False], 68, False, [False, False, False, False], 1395, 'East', (18, 10))
Element 17: (0, (18, 10), ['', '%', '', '%'], [(8, 7), (18, 3), (15, 12)], [False, True, False, True], 66, False, [False, False, False, False], 1424, 'North', (18, 11))
Element 18: (0, (18, 11), ['', '', '%', '%'], [(7, 7), (18, 2), (15, 13)], [False, False, True, True], 64, False, [False, False, False, False], 1453, 'West', (17, 11))
Element 19: (0, (17, 11), ['%', '', '%', ''], [(7, 6), (18, 1), (16, 13)], [True, False, True, False], 62, False, [False, False, False, False], 1482, 'East', (18, 11))
Element 20: (0, (18, 11), ['', '', '%', '%'], [(7, 5), (17, 1), (17, 13)], [False, False, True, True], 60, False, [False, False, False, False], 1511, 'South', (18, 10))
Element 21: (0, (18, 10), ['', '%', '', '%'], [(6, 5), (16, 1), (18, 13)], [False, True, False, True], 58, False, [False, False, False, False], 2530, 'West', (17, 10))
Element 22: (0, (17, 10), ['', '', '', ''], [(6, 4), (17, 1), (17, 13)], [False, False, False, False], 56, False, [False, False, False, False], 2539, 'North', (17, 11))
Element 23: (0, (17, 11), ['%', '', '%', ''], [(6, 3), (17, 2), (16, 13)], [True, False, True, False], 54, False, [False, False, False, False], 2558, 'South', (17, 10))
Element 24: (0, (17, 10), ['', '', '', ''], [(7, 3), (17, 3), (15, 13)], [False, False, False, False], 52, False, [False, False, False, False], 2577, 'South', (17, 9))
Element 25: #1#
