Element 1: (3, (11, 8), ['F', '%', '.', '.'], [(11, 6), (4, 5), (9, 3)], [False, True, False, False], 98, False, [False, False, True, True], 29, 'West', (10, 8))
Element 2: (3, (10, 8), ['.', '.', '%', ''], [(12, 6), (5, 5), (10, 3)], [False, False, True, False], 96, False, [True, True, False, False], 1058, 'South', (10, 7))
Element 3: (3, (10, 7), ['.', '.', '', '%'], [(12, 7), (6, 5), (11, 3)], [False, False, False, True], 94, False, [True, True, False, False], 1097, 'South', (10, 6))
Element 4: (3, (10, 6), ['.', '.', '', ''], [(13, 7), (7, 5), (12, 3)], [False, False, False, False], 92, False, [True, True, False, False], 1136, 'South', (10, 5))
Element 5: (3, (10, 5), ['.', '.', '', ''], [(14, 7), (7, 6), (13, 3)], [False, False, False, False], 90, False, [True, True, False, False], 1175, 'South', (10, 4))
Element 6: (3, (10, 4), ['.', '', '', '.'], [(15, 7), (8, 6), (14, 3)], [False, False, False, False], 88, False, [True, False, False, True], 1214, 'East', (11, 4))
Element 7: (3, (11, 4), ['', '', '', '%'], [(16, 7), (9, 6), (15, 3)], [False, False, False, True], 86, False, [False, False, False, False], 1253, 'North', (11, 5))
Element 8: (3, (11, 5), ['', '', '', '%'], [(17, 7), (9, 7), (16, 3)], [False, False, False, True], 84, False, [False, False, False, False], 1282, 'North', (11, 6))
Element 9: (3, (11, 6), ['', '', '%', ''], [(17, 8), (9, 8), (17, 3)], [False, False, True, False], 82, False, [False, False, False, False], 1311, 'East', (12, 6))
Element 10: (3, (12, 6), ['', '%', '', '%'], [(17, 9), (8, 8), (18, 3)], [False, True, False, True], 80, False, [False, False, False, False], 1340, 'North', (12, 7))
Element 11: (3, (12, 7), ['%', '', '.', ''], [(17, 10), (8, 7), (18, 4)], [True, False, False, False], 78, False, [False, False, True, False], 1369, 'North', (12, 8))
Element 12: (3, (12, 8), ['', '', '.', '.'], [(18, 10), (7, 7), (18, 5)], [False, False, False, False], 76, False, [False, False, True, True], 1408, 'East', (13, 8))
Element 13: (3, (13, 8), ['', '', '%', '%'], [(18, 11), (7, 8), (18, 6)], [False, False, True, True], 74, False, [False, False, False, False], 1447, 'South', (13, 7))
