Element 1: (2, (3, 12), ['', '.', '.', '.'], [(2, 1), (2, 13), (11, 11)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (4, 12))
Element 2: (2, (4, 12), ['', '.', '%', '%'], [(3, 1), (3, 13), (12, 11)], [False, False, True, True], 96, False, [False, True, False, False], 58, 'South', (4, 11))
Element 3: (2, (4, 11), ['.', '.', '', '.'], [(4, 1), (3, 12), (13, 11)], [False, False, False, False], 94, False, [True, True, False, True], 87, 'East', (5, 11))
Element 4: (2, (5, 11), ['', '.', '%', '%'], [(5, 1), (3, 11), (14, 11)], [False, False, True, True], 92, False, [False, True, False, False], 126, 'South', (5, 10))
Element 5: (2, (5, 10), ['.', '.', '', '.'], [(4, 1), (2, 11), (15, 11)], [False, False, False, False], 90, False, [True, True, False, True], 155, 'East', (6, 10))
Element 6: (2, (6, 10), ['', '.', '%', '%'], [(4, 2), (1, 11), (15, 12)], [False, False, True, True], 88, False, [False, True, False, False], 194, 'South', (6, 9))
Element 7: (2, (6, 9), ['.', '.', '', '.'], [(4, 3), (1, 12), (15, 13)], [False, False, False, False], 86, False, [True, True, False, True], 233, 'East', (7, 9))
Element 8: (2, (7, 9), ['', '.', '%', '%'], [(5, 3), (1, 13), (16, 13)], [False, False, True, True], 84, False, [False, True, False, False], 272, 'South', (7, 8))
Element 9: (2, (7, 8), ['.', '.', '', '.'], [(6, 3), (1, 12), (17, 13)], [False, False, False, False], 82, False, [True, True, False, True], 301, 'East', (8, 8))
Element 10: (2, (8, 8), ['', '.', '%', '.'], [(7, 3), (1, 11), (18, 13)], [False, False, True, False], 80, False, [False, True, False, True], 330, 'East', (9, 8))
Element 11: (2, (9, 8), ['', '.', '%', 'F'], [(7, 2), (2, 11), (17, 13)], [False, False, True, False], 78, False, [False, True, False, False], 1339, 'East', (10, 8))
Element 12: (2, (10, 8), ['', '.', '%', '.'], [(8, 2), (3, 11), (16, 13)], [False, False, True, False], 76, False, [False, True, False, True], 2348, 'East', (11, 8))
Element 13: (2, (11, 8), ['', '%', '.', '.'], [(9, 2), (4, 11), (15, 13)], [False, True, False, False], 74, False, [False, False, True, True], 2367, 'East', (12, 8))
Element 14: (2, (12, 8), ['', '.', '.', '.'], [(10, 2), (4, 10), (15, 12)], [False, False, False, False], 72, False, [False, True, True, True], 2396, 'East', (13, 8))
Element 15: (2, (13, 8), ['', '.', '%', '%'], [(11, 2), (4, 9), (14, 12)], [False, False, True, True], 70, False, [False, True, False, False], 2435, 'South', (13, 7))
Element 16: (2, (13, 7), ['.', '%', '', '.'], [(12, 2), (5, 9), (13, 12)], [False, True, False, False], 68, False, [True, False, False, True], 2474, 'East', (14, 7))
Element 17: (2, (14, 7), ['', '%', '%', '.'], [(13, 2), (6, 9), (13, 13)], [False, True, True, False], 66, False, [False, False, False, True], 2503, 'East', (15, 7))
Element 18: (2, (15, 7), ['', '%', '.', '.'], [(13, 3), (6, 8), (12, 13)], [False, True, False, False], 64, False, [False, False, True, True], 2542, 'East', (16, 7))
Element 19: (2, (16, 7), ['', '%', '.', '.'], [(14, 3), (7, 8), (12, 12)], [False, True, False, False], 62, False, [False, False, True, True], 2571, 'East', (17, 7))
Element 20: (2, (17, 7), ['', '.', '.', '%'], [(15, 3), (7, 7), (12, 13)], [False, False, False, True], 60, False, [False, True, True, False], 2600, 'North', (17, 8))
Element 21: (2, (17, 8), ['.', '', '.', '%'], [(16, 3), (8, 7), (11, 13)], [False, False, False, True], 58, False, [True, False, True, False], 2639, 'North', (17, 9))
Element 22: (2, (17, 9), ['.', '', '.', '%'], [(17, 3), (9, 7), (12, 13)], [False, False, False, True], 56, False, [True, False, True, False], 2668, 'North', (17, 10))
Element 23: (2, (17, 10), ['.', '', '.', '.'], [(18, 3), (10, 7), (13, 13)], [False, False, False, False], 54, False, [True, False, True, True], 2697, 'East', (18, 10))
Element 24: (2, (18, 10), ['', '%', '.', '%'], [(18, 4), (10, 6), (13, 12)], [False, True, False, True], 52, False, [False, False, True, False], 2726, 'North', (18, 11))
Element 25: (2, (18, 11), ['.', '', '%', '%'], [(18, 5), (11, 6), (12, 12)], [False, False, True, True], 50, False, [True, False, False, False], 2755, 'West', (17, 11))
Element 26: (2, (17, 11), ['%', '', '%', ''], [(18, 6), (12, 6), (13, 12)], [True, False, True, False], 48, False, [False, False, False, False], 2784, 'East', (18, 11))
Element 27: (2, (18, 11), ['', '', '%', '%'], [(17, 6), (12, 7), (14, 12)], [False, False, True, True], 46, False, [False, False, False, False], 2803, 'South', (18, 10))
Element 28: (2, (18, 10), ['', '%', '', '%'], [(17, 5), (13, 7), (15, 12)], [False, True, False, True], 44, False, [False, False, False, False], 2812, 'West', (17, 10))
Element 29: (2, (17, 10), ['.', '', '', ''], [(17, 4), (14, 7), (15, 11)], [False, False, False, False], 42, False, [True, False, False, False], 2821, 'North', (17, 11))
Element 30: (2, (17, 11), ['%', '', '%', ''], [(16, 4), (15, 7), (15, 10)], [True, False, True, False], 40, False, [False, False, False, False], 2840, 'South', (17, 10))
Element 31: (2, (17, 10), ['G', '', '', ''], [(16, 5), (15, 8), (16, 10)], [False, False, False, False], 38, False, [False, False, False, False], 2869, 'South', (17, 9))
Element 32: (2, (17, 9), ['G', '', '', '%'], [(15, 5), (16, 8), (16, 9)], [False, False, False, True], 36, False, [False, False, False, False], 2898, 'North', (17, 10))
Element 33: (2, (17, 10), ['', '', '', ''], [(15, 4), (17, 8), (15, 9)], [False, False, False, False], 34, False, [False, False, False, False], 2917, 'South', (17, 9))
Element 34: (2, (17, 9), ['', '', '', '%'], [(14, 4), (17, 7), (14, 9)], [False, False, False, True], 32, False, [False, False, False, False], 2936, 'West', (16, 9))
Element 35: (2, (16, 9), ['G', '', '', ''], [(14, 5), (17, 6), (15, 9)], [False, False, False, False], 30, False, [False, False, False, False], 2945, 'North', (16, 10))
Element 36: (2, (16, 10), ['', '', '%', ''], [(13, 5), (18, 6), (15, 8)], [False, False, True, False], 28, False, [False, False, False, False], 2954, 'West', (15, 10))
Element 37: (2, (15, 10), ['%', '', '', ''], [(13, 4), (18, 5), (16, 8)], [True, False, False, False], 26, False, [False, False, False, False], 2963, 'North', (15, 11))
Element 38: (2, (15, 11), ['', '', '', '%'], [(13, 5), (18, 4), (17, 8)], [False, False, False, True], 24, False, [False, False, False, False], 2962, 'North', (15, 12))
Element 39: (2, (15, 12), ['', '', '', '%'], [(14, 5), (18, 3), (17, 9)], [False, False, False, True], 22, False, [False, False, False, False], 2961, 'North', (15, 13))
Element 40: (2, (15, 13), ['%', '', '%', ''], [(14, 4), (18, 2), (17, 10)], [True, False, True, False], 20, False, [False, False, False, False], 2970, 'East', (16, 13))
Element 41: (2, (16, 13), ['', '%', '%', ''], [(13, 4), (18, 1), (18, 10)], [False, True, True, False], 18, False, [False, False, False, False], 2979, 'East', (17, 13))
Element 42: (2, (17, 13), ['', '%', '%', ''], [(14, 4), (17, 1), (18, 11)], [False, True, True, False], 16, False, [False, False, False, False], 2988, 'East', (18, 13))
Element 43: #1#
