Element 1: (3, (9, 13), ['.', '.', '%', '%'], [(18, 10), (7, 4), (10, 2)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (9, 12))
Element 2: (3, (9, 12), ['.', '.', '', '.'], [(18, 11), (8, 4), (11, 2)], [False, False, False, False], 96, False, [True, True, False, True], 68, 'East', (10, 12))
Element 3: (3, (10, 12), ['', '.', '%', '%'], [(17, 11), (9, 4), (12, 2)], [False, False, True, True], 94, False, [False, True, False, False], 107, 'South', (10, 11))
Element 4: (3, (10, 11), ['.', '%', '', '.'], [(18, 11), (10, 4), (13, 2)], [False, True, False, False], 92, False, [True, False, False, True], 136, 'East', (11, 11))
Element 5: (3, (11, 11), ['', '%', '%', '.'], [(18, 10), (11, 4), (13, 3)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (12, 11))
Element 6: (3, (12, 11), ['', '%', '.', '.'], [(17, 10), (11, 5), (14, 3)], [False, True, False, False], 88, False, [False, False, True, True], 194, 'East', (13, 11))
Element 7: (3, (13, 11), ['', '%', '.', '.'], [(17, 11), (11, 6), (15, 3)], [False, True, False, False], 86, False, [False, False, True, True], 223, 'East', (14, 11))
Element 8: (3, (14, 11), ['', '%', '.', '.'], [(17, 10), (12, 6), (16, 3)], [False, True, False, False], 84, False, [False, False, True, True], 252, 'East', (15, 11))
Element 9: (3, (15, 11), ['', '.', '.', '%'], [(17, 9), (12, 7), (17, 3)], [False, False, False, True], 82, False, [False, True, True, False], 291, 'North', (15, 12))
Element 10: (3, (15, 12), ['.', '', '.', '%'], [(17, 8), (13, 7), (18, 3)], [False, False, False, True], 80, False, [True, False, True, False], 330, 'North', (15, 13))
Element 11: (3, (15, 13), ['%', '', '%', '.'], [(17, 7), (14, 7), (18, 4)], [True, False, True, False], 78, False, [False, False, False, True], 369, 'East', (16, 13))
Element 12: (3, (16, 13), ['', '%', '%', '.'], [(17, 6), (15, 7), (18, 5)], [False, True, True, False], 76, False, [False, False, False, True], 408, 'East', (17, 13))
Element 13: (3, (17, 13), ['', '%', '%', '.'], [(18, 6), (16, 7), (17, 5)], [False, True, True, False], 74, False, [False, False, False, True], 447, 'East', (18, 13))
Element 14: (3, (18, 13), ['', '%', '%', '%'], [(18, 5), (16, 8), (17, 4)], [False, True, True, True], 72, False, [False, False, False, False], 476, 'West', (17, 13))
Element 15: (3, (17, 13), ['', '%', '%', ''], [(18, 4), (16, 9), (16, 4)], [False, True, True, False], 70, False, [False, False, False, False], 495, 'West', (16, 13))
Element 16: (3, (16, 13), ['', '%', '%', ''], [(18, 3), (16, 10), (16, 5)], [False, True, True, False], 68, False, [False, False, False, False], 514, 'West', (15, 13))
Element 17: (3, (15, 13), ['%', '', '%', ''], [(18, 2), (15, 10), (15, 5)], [True, False, True, False], 66, False, [False, False, False, False], 543, 'South', (15, 12))
Element 18: (3, (15, 12), ['.', '', '', '%'], [(18, 1), (15, 9), (15, 4)], [False, False, False, True], 64, False, [True, False, False, False], 572, 'West', (14, 12))
Element 19: (3, (14, 12), ['.', '', '%', ''], [(17, 1), (15, 8), (14, 4)], [False, False, True, False], 62, False, [True, False, False, False], 611, 'West', (13, 12))
Element 20: (3, (13, 12), ['.', '', '.', ''], [(16, 1), (15, 9), (14, 5)], [False, False, False, False], 60, False, [True, False, True, False], 1630, 'North', (13, 13))
Element 21: (3, (13, 13), ['.', '', '%', '%'], [(17, 1), (14, 9), (13, 5)], [False, False, True, True], 58, False, [True, False, False, False], 1659, 'West', (12, 13))
Element 22: (3, (12, 13), ['.', '.', '%', ''], [(17, 2), (15, 9), (13, 4)], [False, False, True, False], 56, False, [True, True, False, False], 1688, 'South', (12, 12))
Element 23: (3, (12, 12), ['%', '', '', ''], [(17, 3), (15, 10), (13, 5)], [True, False, False, False], 54, False, [False, False, False, False], 1697, 'North', (12, 13))
Element 24: (3, (12, 13), ['.', '', '%', ''], [(17, 4), (15, 11), (14, 5)], [False, False, True, False], 52, False, [True, False, False, False], 1696, 'West', (11, 13))
Element 25: (3, (11, 13), ['%', '%', '%', ''], [(17, 5), (15, 12), (14, 4)], [True, True, True, False], 50, False, [False, False, False, False], 1705, 'East', (12, 13))
Element 26: (3, (12, 13), ['', '', '%', ''], [(16, 5), (15, 13), (13, 4)], [False, False, True, False], 48, False, [False, False, False, False], 1704, 'East', (13, 13))
Element 27: (3, (13, 13), ['', '', '%', '%'], [(16, 4), (16, 13), (14, 4)], [False, False, True, True], 46, False, [False, False, False, False], 1703, 'South', (13, 12))
Element 28: (3, (13, 12), ['', '', '', ''], [(16, 3), (17, 13), (15, 4)], [False, False, False, False], 44, False, [False, False, False, False], 1702, 'West', (12, 12))
Element 29: (3, (12, 12), ['%', '', '', ''], [(15, 3), (18, 13), (15, 5)], [True, False, False, False], 42, False, [False, False, False, False], 1701, 'East', (13, 12))
Element 30: (3, (13, 12), ['', '', '', ''], [(15, 4), (17, 13), (14, 5)], [False, False, False, False], 40, False, [False, False, False, False], 1700, 'East', (14, 12))
Element 31: (3, (14, 12), ['', '', '%', ''], [(15, 5), (16, 13), (13, 5)], [False, False, True, False], 38, False, [False, False, False, False], 1699, 'East', (15, 12))
Element 32: (3, (15, 12), ['', '', 'G', '%'], [(14, 5), (15, 13), (14, 5)], [False, False, False, True], 36, False, [False, False, False, False], 1698, 'South', (15, 11))
Element 33: (3, (15, 11), ['', '', 'G', '%'], [(14, 4), (15, 12), (14, 4)], [False, False, False, True], 34, False, [False, False, False, False], 1697, 'South', (15, 10))
