Element 1: (3, (10, 6), ['.', '', '.', '.'], [(11, 5), (7, 2), (9, 11)], [False, False, False, False], 98, False, [True, False, True, True], 1019, 'East', (11, 6))
Element 2: (3, (11, 6), ['', '', '%', '.'], [(11, 4), (7, 3), (10, 11)], [False, False, True, False], 96, False, [False, False, False, True], 1058, 'East', (12, 6))
Element 3: (3, (12, 6), ['', '%', '.', '%'], [(11, 3), (8, 3), (11, 11)], [False, True, False, True], 94, False, [False, False, True, False], 1097, 'North', (12, 7))
Element 4: (3, (12, 7), ['%', '', '.', '.'], [(12, 3), (9, 3), (12, 11)], [True, False, False, False], 92, False, [False, False, True, True], 1136, 'East', (13, 7))
Element 5: (3, (13, 7), ['', '%', '.', '.'], [(13, 3), (10, 3), (13, 11)], [False, True, False, False], 90, False, [False, False, True, True], 1175, 'East', (14, 7))
Element 6: (3, (14, 7), ['', '%', '%', '.'], [(14, 3), (10, 4), (14, 11)], [False, True, True, False], 88, False, [False, False, False, True], 1214, 'East', (15, 7))
Element 7: (3, (15, 7), ['', '%', '.', '.'], [(15, 3), (9, 4), (15, 11)], [False, True, False, False], 86, False, [False, False, True, True], 1253, 'East', (16, 7))
Element 8: (3, (16, 7), ['', '%', '.', '.'], [(16, 3), (9, 5), (15, 12)], [False, True, False, False], 84, False, [False, False, True, True], 1292, 'East', (17, 7))
Element 9: (3, (17, 7), ['', '.', '.', '%'], [(17, 3), (9, 6), (15, 13)], [False, False, False, True], 82, False, [False, True, True, False], 1331, 'North', (17, 8))
Element 10: (3, (17, 8), ['.', '', '.', '%'], [(18, 3), (9, 7), (16, 13)], [False, False, False, True], 80, False, [True, False, True, False], 1370, 'North', (17, 9))
Element 11: (3, (17, 9), ['.', '', '.', '%'], [(18, 4), (10, 7), (17, 13)], [False, False, False, True], 78, False, [True, False, True, False], 1409, 'North', (17, 10))
Element 12: (3, (17, 10), ['.', '', '.', '.'], [(18, 5), (10, 8), (18, 13)], [False, False, False, False], 76, False, [True, False, True, True], 2438, 'East', (18, 10))
Element 13: (3, (18, 10), ['', '%', '.', '%'], [(18, 6), (11, 8), (17, 13)], [False, True, False, True], 74, False, [False, False, True, False], 2467, 'North', (18, 11))
Element 14: (3, (18, 11), ['.', '', '%', '%'], [(17, 6), (12, 8), (16, 13)], [False, False, True, True], 72, False, [True, False, False, False], 2496, 'West', (17, 11))
Element 15: (3, (17, 11), ['%', '', '%', ''], [(17, 5), (13, 8), (15, 13)], [True, False, True, False], 70, False, [False, False, False, False], 2525, 'East', (18, 11))
Element 16: (3, (18, 11), ['', '', '%', '%'], [(17, 4), (13, 7), (15, 12)], [False, False, True, True], 68, False, [False, False, False, False], 2534, 'South', (18, 10))
Element 17: (3, (18, 10), ['', '%', '', '%'], [(16, 4), (14, 7), (14, 12)], [False, True, False, True], 66, False, [False, False, False, False], 2553, 'West', (17, 10))
Element 18: (3, (17, 10), ['.', '', '', ''], [(16, 5), (15, 7), (13, 12)], [False, False, False, False], 64, False, [True, False, False, False], 2572, 'North', (17, 11))
Element 19: (3, (17, 11), ['%', '', '%', ''], [(15, 5), (15, 8), (13, 13)], [True, False, True, False], 62, False, [False, False, False, False], 2601, 'South', (17, 10))
Element 20: (3, (17, 10), ['.', '', '', ''], [(15, 4), (16, 8), (12, 13)], [False, False, False, False], 60, False, [True, False, False, False], 2630, 'West', (16, 10))
Element 21: (3, (16, 10), ['.', 'G', '%', ''], [(14, 4), (16, 9), (12, 12)], [False, False, True, False], 58, False, [True, False, False, False], 2669, 'West', (15, 10))
Element 22: (3, (15, 10), ['%', 'G', '', ''], [(14, 5), (15, 9), (12, 13)], [True, False, False, False], 56, False, [False, False, False, False], 2698, 'North', (15, 11))
Element 23: (3, (15, 11), ['', '', '', '%'], [(13, 5), (14, 9), (11, 13)], [False, False, False, True], 54, False, [False, False, False, False], 2727, 'North', (15, 12))
Element 24: (3, (15, 12), ['', '', '', '%'], [(13, 4), (15, 9), (12, 13)], [False, False, False, True], 52, False, [False, False, False, False], 2736, 'North', (15, 13))
Element 25: (3, (15, 13), ['%', '', '%', ''], [(13, 5), (15, 10), (13, 13)], [True, False, True, False], 50, False, [False, False, False, False], 2735, 'East', (16, 13))
Element 26: (3, (16, 13), ['', '%', '%', ''], [(14, 5), (16, 10), (13, 12)], [False, True, True, False], 48, False, [False, False, False, False], 2734, 'East', (17, 13))
Element 27: (3, (17, 13), ['', '%', '%', ''], [(14, 4), (17, 10), (12, 12)], [False, True, True, False], 46, False, [False, False, False, False], 2733, 'East', (18, 13))
Element 28: (3, (18, 13), ['', '%', '%', '%'], [(13, 4), (18, 10), (13, 12)], [False, True, True, True], 44, False, [False, False, False, False], 2732, 'West', (17, 13))
Element 29: (3, (17, 13), ['', '%', '%', ''], [(14, 4), (18, 11), (14, 12)], [False, True, True, False], 42, False, [False, False, False, False], 2731, 'West', (16, 13))
Element 30: (3, (16, 13), ['', '%', '%', ''], [(15, 4), (17, 11), (15, 12)], [False, True, True, False], 40, False, [False, False, False, False], 2730, 'West', (15, 13))
Element 31: (3, (15, 13), ['%', '', '%', ''], [(15, 5), (18, 11), (15, 11)], [True, False, True, False], 38, False, [False, False, False, False], 2729, 'South', (15, 12))
Element 32: (3, (15, 12), ['', '', '', '%'], [(14, 5), (18, 10), (15, 10)], [False, False, False, True], 36, False, [False, False, False, False], 2728, 'West', (14, 12))
Element 33: (3, (14, 12), ['', '', '%', ''], [(15, 5), (17, 10), (16, 10)], [False, False, True, False], 34, False, [False, False, False, False], 2727, 'South', (14, 11))
Element 34: (3, (14, 11), ['', '%', '', ''], [(16, 5), (17, 11), (17, 10)], [False, True, False, False], 32, False, [False, False, False, False], 2726, 'West', (13, 11))
Element 35: (3, (13, 11), ['', '%', '', ''], [(16, 4), (18, 11), (18, 10)], [False, True, False, False], 30, False, [False, False, False, False], 2725, 'North', (13, 12))
Element 36: (3, (13, 12), ['', '', '', ''], [(15, 4), (18, 10), (18, 11)], [False, False, False, False], 28, False, [False, False, False, False], 2724, 'North', (13, 13))
Element 37: (3, (13, 13), ['', '', '%', '%'], [(16, 4), (17, 10), (17, 11)], [False, False, True, True], 26, False, [False, False, False, False], 2723, 'West', (12, 13))
Element 38: (3, (12, 13), ['', '', '%', ''], [(17, 4), (16, 10), (18, 11)], [False, False, True, False], 24, False, [False, False, False, False], 2722, 'South', (12, 12))
Element 39: (3, (12, 12), ['%', '', '', ''], [(17, 5), (15, 10), (18, 10)], [True, False, False, False], 22, False, [False, False, False, False], 2721, 'South', (12, 11))
Element 40: (3, (12, 11), ['', '%', '', ''], [(16, 5), (15, 11), (17, 10)], [False, True, False, False], 20, False, [False, False, False, False], 2720, 'West', (11, 11))
Element 41: (3, (11, 11), ['', '%', '%', ''], [(17, 5), (15, 12), (17, 11)], [False, True, True, False], 18, False, [False, False, False, False], 2719, 'West', (10, 11))
Element 42: (3, (10, 11), ['', '%', '.', ''], [(17, 6), (15, 13), (17, 10)], [False, True, False, False], 16, False, [False, False, True, False], 2718, 'North', (10, 12))
Element 43: (3, (10, 12), ['.', '', '%', '%'], [(17, 7), (16, 13), (17, 9)], [False, False, True, True], 14, False, [True, False, False, False], 2727, 'West', (9, 12))
Element 44: (3, (9, 12), ['.', '', '.', ''], [(17, 8), (17, 13), (16, 9)], [False, False, False, False], 12, False, [True, False, True, False], 2736, 'North', (9, 13))
Element 45: (3, (9, 13), ['.', '', '%', '%'], [(17, 9), (18, 13), (16, 8)], [False, False, True, True], 10, False, [True, False, False, False], 2745, 'West', (8, 13))
Element 46: (3, (8, 13), ['.', '.', '%', ''], [(17, 10), (17, 13), (17, 8)], [False, False, True, False], 8, False, [True, True, False, False], 2754, 'South', (8, 12))
Element 47: (3, (8, 12), ['.', '.', '', ''], [(18, 10), (16, 13), (17, 7)], [False, False, False, False], 6, False, [True, True, False, False], 2763, 'South', (8, 11))
Element 48: (3, (8, 11), ['.', '.', '', ''], [(18, 11), (15, 13), (17, 6)], [False, False, False, False], 4, False, [True, True, False, False], 2772, 'South', (8, 10))
Element 49: (3, (8, 10), ['%', '%', '', ''], [(17, 11), (15, 12), (18, 6)], [True, True, False, False], 2, False, [False, False, False, False], 2781, 'East', (9, 10))
Element 50: (3, (9, 10), ['', '%', '', '%'], [(17, 11), (15, 12), (18, 6)], [False, True, False, True], 0, False, [False, False, False, False], 2780, 'Stop', (9, 10))
Element 51: #0#
