Element 1: (2, (7, 13), ['.', '.', '%', '.'], [(13, 7), (5, 11), (17, 9)], [False, False, True, False], 98, False, [True, True, False, True], 19, 'East', (8, 13))
Element 2: (2, (8, 13), ['', '.', '%', '.'], [(14, 7), (5, 10), (17, 10)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (9, 13))
Element 3: (2, (9, 13), ['', '.', '%', '%'], [(15, 7), (6, 10), (18, 10)], [False, False, True, True], 94, False, [False, True, False, False], 97, 'South', (9, 12))
Element 4: (2, (9, 12), ['.', '.', '', '.'], [(16, 7), (6, 9), (18, 11)], [False, False, False, False], 92, False, [True, True, False, True], 136, 'East', (10, 12))
Element 5: (2, (10, 12), ['', '.', '%', '%'], [(17, 7), (7, 9), (17, 11)], [False, False, True, True], 90, False, [False, True, False, False], 175, 'South', (10, 11))
Element 6: (2, (10, 11), ['.', '%', '', '.'], [(17, 8), (7, 8), (18, 11)], [False, True, False, False], 88, False, [True, False, False, True], 204, 'East', (11, 11))
Element 7: (2, (11, 11), ['', '%', '%', '.'], [(16, 8), (8, 8), (18, 10)], [False, True, True, False], 86, False, [False, False, False, True], 233, 'East', (12, 11))
Element 8: (2, (12, 11), ['', '%', '.', '.'], [(16, 9), (9, 8), (17, 10)], [False, True, False, False], 84, False, [False, False, True, True], 262, 'East', (13, 11))
Element 9: (2, (13, 11), ['', '%', '.', '.'], [(16, 10), (10, 8), (17, 11)], [False, True, False, False], 82, False, [False, False, True, True], 1281, 'East', (14, 11))
Element 10: (2, (14, 11), ['', '%', '.', '.'], [(15, 10), (11, 8), (17, 10)], [False, True, False, False], 80, False, [False, False, True, True], 1310, 'East', (15, 11))
Element 11: (2, (15, 11), ['', '', '.', '%'], [(15, 9), (12, 8), (16, 10)], [False, False, False, True], 78, False, [False, False, True, False], 1339, 'North', (15, 12))
Element 12: (2, (15, 12), ['.', '', '.', '%'], [(15, 8), (13, 8), (16, 9)], [False, False, False, True], 76, False, [True, False, True, False], 1368, 'North', (15, 13))
Element 13: (2, (15, 13), ['%', '', '%', '.'], [(15, 9), (13, 7), (16, 8)], [True, False, True, False], 74, False, [False, False, False, True], 1377, 'East', (16, 13))
Element 14: (2, (16, 13), ['', '%', '%', '.'], [(14, 9), (14, 7), (17, 8)], [False, True, True, False], 72, False, [False, False, False, True], 1396, 'East', (17, 13))
Element 15: (2, (17, 13), ['', '%', '%', '.'], [(15, 9), (15, 7), (17, 7)], [False, True, True, False], 70, False, [False, False, False, True], 1405, 'East', (18, 13))
Element 16: (2, (18, 13), ['', '%', '%', '%'], [(15, 10), (16, 7), (17, 6)], [False, True, True, True], 68, False, [False, False, False, False], 1424, 'West', (17, 13))
Element 17: (2, (17, 13), ['', '%', '%', ''], [(16, 10), (17, 7), (18, 6)], [False, True, True, False], 66, False, [False, False, False, False], 1433, 'West', (16, 13))
Element 18: (2, (16, 13), ['', '%', '%', ''], [(16, 9), (17, 8), (18, 5)], [False, True, True, False], 64, False, [False, False, False, False], 1442, 'West', (15, 13))
Element 19: (2, (15, 13), ['%', '', '%', ''], [(15, 9), (17, 9), (18, 4)], [True, False, True, False], 62, False, [False, False, False, False], 1451, 'South', (15, 12))
Element 20: (2, (15, 12), ['.', '', '', '%'], [(16, 9), (17, 10), (18, 3)], [False, False, False, True], 60, False, [True, False, False, False], 1460, 'West', (14, 12))
Element 21: (2, (14, 12), ['.', '', '%', ''], [(17, 9), (18, 10), (18, 2)], [False, False, True, False], 58, False, [True, False, False, False], 1479, 'West', (13, 12))
Element 22: (2, (13, 12), ['.', '', '.', ''], [(17, 10), (18, 11), (18, 1)], [False, False, False, False], 56, False, [True, False, True, False], 1498, 'North', (13, 13))
Element 23: (2, (13, 13), ['.', '', '%', '%'], [(18, 10), (17, 11), (17, 1)], [False, False, True, True], 54, False, [True, False, False, False], 1517, 'West', (12, 13))
Element 24: (2, (12, 13), ['.', '.', '%', ''], [(18, 11), (17, 10), (16, 1)], [False, False, True, False], 52, False, [True, True, False, False], 2526, 'South', (12, 12))
Element 25: (2, (12, 12), ['%', '', '', ''], [(17, 11), (18, 10), (17, 1)], [True, False, False, False], 50, False, [False, False, False, False], 2535, 'North', (12, 13))
Element 26: (2, (12, 13), ['.', '', '%', ''], [(18, 11), (17, 10), (17, 2)], [False, False, True, False], 48, False, [True, False, False, False], 2544, 'West', (11, 13))
Element 27: (2, (11, 13), ['%', '%', '%', ''], [(18, 10), (17, 11), (17, 3)], [True, True, True, False], 46, False, [False, False, False, False], 2563, 'East', (12, 13))
Element 28: (2, (12, 13), ['', '', '%', ''], [(17, 10), (18, 11), (17, 4)], [False, False, True, False], 44, False, [False, False, False, False], 2572, 'East', (13, 13))
Element 29: (2, (13, 13), ['', '', '%', '%'], [(17, 11), (18, 10), (17, 5)], [False, False, True, True], 42, False, [False, False, False, False], 2581, 'South', (13, 12))
Element 30: (2, (13, 12), ['', '', '', ''], [(17, 10), (18, 11), (16, 5)], [False, False, False, False], 40, False, [False, False, False, False], 2590, 'West', (12, 12))
Element 31: (2, (12, 12), ['%', '', '', ''], [(17, 9), (17, 11), (16, 4)], [True, False, False, False], 38, False, [False, False, False, False], 2599, 'East', (13, 12))
Element 32: (2, (13, 12), ['', '', '', ''], [(16, 9), (17, 10), (16, 3)], [False, False, False, False], 36, False, [False, False, False, False], 2608, 'East', (14, 12))
Element 33: (2, (14, 12), ['', '', '%', ''], [(16, 8), (16, 10), (15, 3)], [False, False, True, False], 34, False, [False, False, False, False], 2617, 'East', (15, 12))
Element 34: (2, (15, 12), ['', '', '', '%'], [(15, 8), (16, 9), (15, 4)], [False, False, False, True], 32, False, [False, False, False, False], 2626, 'South', (15, 11))
Element 35: (2, (15, 11), ['', '', '', '%'], [(16, 8), (15, 9), (15, 5)], [False, False, False, True], 30, False, [False, False, False, False], 2635, 'South', (15, 10))
Element 36: (2, (15, 10), ['%', '', '', ''], [(17, 8), (15, 8), (14, 5)], [True, False, False, False], 28, False, [False, False, False, False], 2644, 'East', (16, 10))
Element 37: (2, (16, 10), ['', '', '%', ''], [(17, 9), (16, 8), (14, 4)], [False, False, True, False], 26, False, [False, False, False, False], 2653, 'East', (17, 10))
Element 38: (2, (17, 10), ['', '', '', ''], [(17, 8), (15, 8), (14, 3)], [False, False, False, False], 24, False, [False, False, False, False], 2662, 'East', (18, 10))
Element 39: (2, (18, 10), ['', '%', '', '%'], [(17, 7), (15, 9), (13, 3)], [False, True, False, True], 22, False, [False, False, False, False], 2671, 'North', (18, 11))
Element 40: (2, (18, 11), ['', '', '%', '%'], [(17, 6), (14, 9), (13, 4)], [False, False, True, True], 20, False, [False, False, False, False], 2680, 'West', (17, 11))
Element 41: (2, (17, 11), ['%', '', '%', ''], [(18, 6), (15, 9), (13, 5)], [True, False, True, False], 18, False, [False, False, False, False], 2689, 'East', (18, 11))
Element 42: (2, (18, 11), ['', '', '%', '%'], [(18, 5), (16, 9), (13, 4)], [False, False, True, True], 16, False, [False, False, False, False], 2688, 'South', (18, 10))
Element 43: (2, (18, 10), ['', '%', '', '%'], [(18, 4), (16, 10), (13, 3)], [False, True, False, True], 14, False, [False, False, False, False], 2687, 'West', (17, 10))
Element 44: (2, (17, 10), ['', '', '', ''], [(18, 3), (15, 10), (13, 2)], [False, False, False, False], 12, False, [False, False, False, False], 2696, 'North', (17, 11))
Element 45: (2, (17, 11), ['%', '', '%', ''], [(18, 2), (15, 11), (12, 2)], [True, False, True, False], 10, False, [False, False, False, False], 2705, 'South', (17, 10))
Element 46: (2, (17, 10), ['', '', '', ''], [(18, 1), (15, 12), (12, 3)], [False, False, False, False], 8, False, [False, False, False, False], 2714, 'South', (17, 9))
Element 47: (2, (17, 9), ['', '', '', '%'], [(17, 1), (15, 13), (11, 3)], [False, False, False, True], 6, False, [False, False, False, False], 2723, 'South', (17, 8))
Element 48: (2, (17, 8), ['', '', '', '%'], [(17, 2), (16, 13), (11, 4)], [False, False, False, True], 4, False, [False, False, False, False], 2732, 'South', (17, 7))
Element 49: (2, (17, 7), ['', '', '', '%'], [(17, 3), (17, 13), (11, 5)], [False, False, False, True], 2, False, [False, False, False, False], 2741, 'South', (17, 6))
Element 50: (2, (17, 6), ['%', '', '', ''], [(17, 3), (17, 13), (11, 6)], [True, False, False, False], 0, False, [False, False, False, False], 2750, 'Stop', (17, 6))
Element 51: #0#
