Element 1: (2, (7, 3), ['.', 'F', '.', '.'], [(16, 4), (6, 9), (7, 7)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (7, 2))
Element 2: (2, (7, 2), ['%', '%', '', '.'], [(17, 4), (7, 9), (8, 7)], [True, True, False, False], 96, False, [False, False, False, True], 1048, 'East', (8, 2))
Element 3: (2, (8, 2), ['', '%', '.', '.'], [(18, 4), (7, 8), (9, 7)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (9, 2))
Element 4: (2, (9, 2), ['', '%', '.', '.'], [(18, 5), (8, 8), (10, 7)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (10, 2))
Element 5: (2, (10, 2), ['', '%', '.', '.'], [(18, 6), (9, 8), (10, 8)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (11, 2))
Element 6: (2, (11, 2), ['', '.', '.', '.'], [(17, 6), (10, 8), (11, 8)], [False, False, False, False], 88, False, [False, True, True, True], 2184, 'East', (12, 2))
Element 7: (2, (12, 2), ['', '.', '.', '.'], [(17, 7), (11, 8), (12, 8)], [False, False, False, False], 86, False, [False, True, True, True], 2213, 'East', (13, 2))
Element 8: (2, (13, 2), ['', '%', '.', '%'], [(17, 8), (11, 9), (13, 8)], [False, True, False, True], 84, False, [False, False, True, False], 2252, 'North', (13, 3))
Element 9: (2, (13, 3), ['.', '', '.', '.'], [(17, 9), (12, 9), (13, 7)], [False, False, False, False], 82, False, [True, False, True, True], 2291, 'East', (14, 3))
Element 10: (2, (14, 3), ['', '%', '.', '.'], [(17, 10), (12, 8), (14, 7)], [False, True, False, False], 80, False, [False, False, True, True], 2320, 'East', (15, 3))
Element 11: (2, (15, 3), ['', '%', '', '.'], [(18, 10), (12, 7), (15, 7)], [False, True, False, False], 78, False, [False, False, False, True], 2359, 'East', (16, 3))
Element 12: (2, (16, 3), ['', '%', '', '.'], [(18, 11), (12, 6), (16, 7)], [False, True, False, False], 76, False, [False, False, False, True], 2398, 'East', (17, 3))
Element 13: (2, (17, 3), ['', '.', '', '.'], [(17, 11), (11, 6), (16, 8)], [False, False, False, False], 74, False, [False, True, False, True], 2437, 'East', (18, 3))
Element 14: (2, (18, 3), ['', '.', '', '%'], [(18, 11), (11, 5), (16, 9)], [False, False, False, True], 72, False, [False, True, False, False], 2466, 'South', (18, 2))
Element 15: (2, (18, 2), ['.', '.', '', '%'], [(18, 10), (11, 4), (16, 10)], [False, False, False, True], 70, False, [True, True, False, False], 2495, 'South', (18, 1))
Element 16: (2, (18, 1), ['.', '%', '', '%'], [(17, 10), (11, 3), (15, 10)], [False, True, False, True], 68, False, [True, False, False, False], 2524, 'West', (17, 1))
Element 17: (2, (17, 1), ['F', '%', '.', ''], [(17, 11), (12, 3), (15, 11)], [False, True, False, False], 66, False, [False, False, True, False], 2553, 'West', (16, 1))
Element 18: #1#
