Element 1: (0, (8, 12), ['.', '.', '.', 'G'], [(5, 9), (9, 12), (18, 4)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (8, 13))
Element 2: (0, (8, 13), ['.', '', '%', '.'], [(6, 9), (10, 12), (18, 5)], [False, False, True, False], 96, False, [True, False, False, True], 39, 'East', (9, 13))
Element 3: (0, (9, 13), ['', '', '%', '%'], [(7, 9), (10, 11), (18, 6)], [False, False, True, True], 94, False, [False, False, False, False], 78, 'South', (9, 12))
Element 4: (0, (9, 12), ['', '.', '', ''], [(7, 8), (11, 11), (17, 6)], [False, False, False, False], 92, False, [False, True, False, False], 107, 'South', (9, 11))
Element 5: (0, (9, 11), ['.', '.', '', ''], [(8, 8), (12, 11), (17, 7)], [False, False, False, False], 90, False, [True, True, False, False], 146, 'South', (9, 10))
Element 6: (0, (9, 10), ['.', '%', '', '%'], [(9, 8), (13, 11), (17, 8)], [False, True, False, True], 88, False, [True, False, False, False], 185, 'West', (8, 10))
Element 7: (0, (8, 10), ['%', '%', '.', ''], [(10, 8), (14, 11), (17, 9)], [True, True, False, False], 86, False, [False, False, True, False], 1214, 'North', (8, 11))
Element 8: (0, (8, 11), ['.', '', '', ''], [(11, 8), (15, 11), (17, 10)], [False, False, False, False], 84, False, [True, False, False, False], 1253, 'West', (7, 11))
Element 9: (0, (7, 11), ['%', '%', '.', ''], [(12, 8), (15, 12), (18, 10)], [True, True, False, False], 82, False, [False, False, True, False], 1292, 'North', (7, 12))
Element 10: (0, (7, 12), ['.', '', '.', ''], [(13, 8), (15, 13), (18, 11)], [False, False, False, False], 80, False, [True, False, True, False], 1331, 'North', (7, 13))
Element 11: (0, (7, 13), ['.', '', '%', ''], [(13, 7), (16, 13), (17, 11)], [False, False, True, False], 78, False, [True, False, False, False], 1370, 'West', (6, 13))
Element 12: (0, (6, 13), ['%', '.', '%', ''], [(14, 7), (17, 13), (18, 11)], [True, False, True, False], 76, False, [False, True, False, False], 1399, 'South', (6, 12))
Element 13: (0, (6, 12), ['%', '%', '', ''], [(15, 7), (18, 13), (18, 10)], [True, True, False, False], 74, False, [False, False, False, False], 1428, 'North', (6, 13))
Element 14: (0, (6, 13), ['%', '', '%', ''], [(16, 7), (17, 13), (17, 10)], [True, False, True, False], 72, False, [False, False, False, False], 1437, 'East', (7, 13))
Element 15: (0, (7, 13), ['', '', '%', ''], [(16, 8), (16, 13), (17, 11)], [False, False, True, False], 70, False, [False, False, False, False], 1446, 'South', (7, 12))
Element 16: (0, (7, 12), ['', '', '', ''], [(16, 9), (15, 13), (17, 10)], [False, False, False, False], 68, False, [False, False, False, False], 1455, 'West', (6, 12))
Element 17: (0, (6, 12), ['%', '%', '', ''], [(16, 10), (15, 12), (17, 9)], [True, True, False, False], 66, False, [False, False, False, False], 1464, 'East', (7, 12))
Element 18: (0, (7, 12), ['', '', '', ''], [(15, 10), (14, 12), (17, 10)], [False, False, False, False], 64, False, [False, False, False, False], 1483, 'South', (7, 11))
Element 19: (0, (7, 11), ['%', '%', '', ''], [(15, 9), (13, 12), (17, 9)], [True, True, False, False], 62, False, [False, False, False, False], 1502, 'East', (8, 11))
Element 20: (0, (8, 11), ['', '', '', ''], [(15, 8), (13, 13), (16, 9)], [False, False, False, False], 60, False, [False, False, False, False], 1521, 'South', (8, 10))
Element 21: (0, (8, 10), ['%', '%', '', ''], [(15, 9), (12, 13), (16, 10)], [True, True, False, False], 58, False, [False, False, False, False], 1530, 'East', (9, 10))
Element 22: (0, (9, 10), ['', '%', '', '%'], [(14, 9), (12, 12), (15, 10)], [False, True, False, True], 56, False, [False, False, False, False], 1549, 'North', (9, 11))
Element 23: (0, (9, 11), ['', '', '', ''], [(15, 9), (12, 13), (15, 11)], [False, False, False, False], 54, False, [False, False, False, False], 1548, 'West', (8, 11))
Element 24: (0, (8, 11), ['', '', '', ''], [(15, 10), (11, 13), (15, 12)], [False, False, False, False], 52, False, [False, False, False, False], 1557, 'East', (9, 11))
Element 25: (0, (9, 11), ['', '', '', ''], [(15, 11), (12, 13), (15, 13)], [False, False, False, False], 50, False, [False, False, False, False], 1556, 'East', (10, 11))
Element 26: (0, (10, 11), ['', '%', '', ''], [(15, 12), (13, 13), (16, 13)], [False, True, False, False], 48, False, [False, False, False, False], 1555, 'East', (11, 11))
Element 27: (0, (11, 11), ['', '%', '%', ''], [(15, 13), (13, 12), (17, 13)], [False, True, True, False], 46, False, [False, False, False, False], 1554, 'East', (12, 11))
Element 28: (0, (12, 11), ['', '%', 'G', ''], [(16, 13), (12, 12), (18, 13)], [False, True, False, False], 44, False, [False, False, False, False], 1553, 'East', (13, 11))
Element 29: (0, (13, 11), ['', '%', 'G', ''], [(17, 13), (13, 12), (18, 13)], [False, True, False, False], 42, False, [False, False, False, False], 1552, 'East', (14, 11))
Element 30: (0, (14, 11), ['', '%', 'G', ''], [(16, 13), (14, 12), (17, 13)], [False, True, False, False], 40, False, [False, False, False, False], 1551, 'East', (15, 11))
Element 31: (0, (15, 11), ['', '', 'G', '%'], [(15, 13), (15, 12), (16, 13)], [False, False, False, True], 38, False, [False, False, False, False], 1550, 'South', (15, 10))
Element 32: (0, (15, 10), ['%', '', 'G', ''], [(15, 13), (15, 11), (16, 13)], [True, False, False, False], 36, False, [False, False, False, False], 1549, 'East', (16, 10))
Element 33: (0, (16, 10), ['G', '', '%', ''], [(15, 12), (15, 10), (16, 13)], [False, False, True, False], 34, False, [False, False, False, False], 1548, 'East', (17, 10))
Element 34: (0, (17, 10), ['G', '', '', ''], [(15, 12), (16, 10), (15, 13)], [False, False, False, False], 32, False, [False, False, False, False], 1547, 'East', (18, 10))
Element 35: (0, (18, 10), ['G', '%', '', '%'], [(15, 11), (17, 10), (15, 12)], [False, True, False, True], 30, False, [False, False, False, False], 1546, 'North', (18, 11))
Element 36: (0, (18, 11), ['', 'G', '%', '%'], [(14, 11), (18, 10), (14, 12)], [False, False, True, True], 28, False, [False, False, False, False], 1545, 'West', (17, 11))
Element 37: (0, (17, 11), ['%', '', '%', 'G'], [(13, 11), (18, 11), (14, 11)], [True, False, True, False], 26, False, [False, False, False, False], 1544, 'South', (17, 10))
Element 38: (0, (17, 10), ['', '', 'G', ''], [(13, 12), (17, 11), (13, 11)], [False, False, False, False], 24, False, [False, False, False, False], 1543, 'East', (18, 10))
Element 39: (0, (18, 10), ['', '%', 'G', '%'], [(14, 12), (18, 11), (13, 12)], [False, True, False, True], 22, False, [False, False, False, False], 1542, 'West', (17, 10))
Element 40: (0, (17, 10), ['', '', '', 'G'], [(14, 11), (18, 10), (13, 13)], [False, False, False, False], 20, False, [False, False, False, False], 1541, 'North', (17, 11))
Element 41: (0, (17, 11), ['%', 'G', '%', ''], [(13, 11), (17, 10), (12, 13)], [True, False, True, False], 18, False, [False, False, False, False], 1540, 'East', (18, 11))
Element 42: (0, (18, 11), ['G', '', '%', '%'], [(13, 12), (17, 11), (12, 12)], [False, False, True, True], 16, False, [False, False, False, False], 1539, 'South', (18, 10))
Element 43: (0, (18, 10), ['G', '%', '', '%'], [(13, 11), (17, 10), (12, 11)], [False, True, False, True], 14, False, [False, False, False, False], 1538, 'North', (18, 11))
Element 44: (0, (18, 11), ['', '', '%', '%'], [(13, 12), (17, 9), (11, 11)], [False, False, True, True], 12, False, [False, False, False, False], 1537, 'South', (18, 10))
Element 45: (0, (18, 10), ['', '%', '', '%'], [(13, 11), (17, 8), (10, 11)], [False, True, False, True], 10, False, [False, False, False, False], 1536, 'Stop', (18, 10))
Element 46: (0, (18, 10), ['', '%', '', '%'], [(12, 11), (17, 7), (10, 12)], [False, True, False, True], 8, False, [False, False, False, False], 1535, 'West', (17, 10))
Element 47: (0, (17, 10), ['', '', '', ''], [(12, 12), (17, 6), (9, 12)], [False, False, False, False], 6, False, [False, False, False, False], 1534, 'West', (16, 10))
Element 48: (0, (16, 10), ['', '', '%', ''], [(12, 13), (17, 5), (9, 13)], [False, False, True, False], 4, False, [False, False, False, False], 1543, 'South', (16, 9))
