Element 1: (1, (7, 3), ['.', 'F', '.', '.'], [(18, 5), (8, 11), (12, 12)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (7, 2))
Element 2: (1, (7, 2), ['%', '%', '', '.'], [(18, 6), (9, 11), (13, 12)], [True, True, False, False], 96, False, [False, False, False, True], 1038, 'East', (8, 2))
Element 3: (1, (8, 2), ['', '%', '.', '.'], [(17, 6), (10, 11), (14, 12)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (9, 2))
Element 4: (1, (9, 2), ['', '%', '.', '.'], [(17, 7), (11, 11), (15, 12)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (10, 2))
Element 5: (1, (10, 2), ['', '%', '.', '.'], [(17, 8), (12, 11), (15, 13)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (11, 2))
Element 6: (1, (11, 2), ['', '.', '.', '.'], [(17, 9), (13, 11), (16, 13)], [False, False, False, False], 88, False, [False, True, True, True], 1194, 'East', (12, 2))
Element 7: (1, (12, 2), ['', '.', '.', '.'], [(17, 10), (14, 11), (17, 13)], [False, False, False, False], 86, False, [False, True, True, True], 1233, 'East', (13, 2))
Element 8: (1, (13, 2), ['', '%', '.', '%'], [(18, 10), (15, 11), (18, 13)], [False, True, False, True], 84, False, [False, False, True, False], 1272, 'North', (13, 3))
Element 9: (1, (13, 3), ['.', '', '.', '.'], [(18, 11), (15, 10), (17, 13)], [False, False, False, False], 82, False, [True, False, True, True], 1301, 'East', (14, 3))
Element 10: (1, (14, 3), ['', '%', '.', '.'], [(17, 11), (16, 10), (16, 13)], [False, True, False, False], 80, False, [False, False, True, True], 1330, 'East', (15, 3))
Element 11: (1, (15, 3), ['', '%', '.', '.'], [(18, 11), (16, 9), (15, 13)], [False, True, False, False], 78, False, [False, False, True, True], 1349, 'East', (16, 3))
Element 12: (1, (16, 3), ['', '%', '.', '.'], [(18, 10), (16, 8), (15, 12)], [False, True, False, False], 76, False, [False, False, True, True], 1368, 'East', (17, 3))
Element 13: (1, (17, 3), ['', '.', '.', '.'], [(17, 10), (16, 7), (15, 11)], [False, False, False, False], 74, False, [False, True, True, True], 1387, 'East', (18, 3))
Element 14: (1, (18, 3), ['', '.', '', '%'], [(17, 11), (15, 7), (15, 10)], [False, False, False, True], 72, False, [False, True, False, False], 1406, 'South', (18, 2))
Element 15: (1, (18, 2), ['.', '.', '', '%'], [(17, 10), (15, 8), (15, 9)], [False, False, False, True], 70, False, [True, True, False, False], 1435, 'South', (18, 1))
Element 16: (1, (18, 1), ['.', '%', '', '%'], [(16, 10), (15, 7), (14, 9)], [False, True, False, True], 68, False, [True, False, False, False], 1454, 'West', (17, 1))
Element 17: (1, (17, 1), ['F', '%', '.', ''], [(16, 9), (14, 7), (15, 9)], [False, True, False, False], 66, False, [False, False, True, False], 1473, 'West', (16, 1))
Element 18: (1, (16, 1), ['%', '%', '%', ''], [(16, 8), (13, 7), (14, 9)], [True, True, True, False], 64, False, [False, False, False, False], 2482, 'East', (17, 1))
Element 19: (1, (17, 1), ['', '%', '.', ''], [(16, 7), (13, 8), (15, 9)], [False, True, False, False], 62, False, [False, False, True, False], 2491, 'North', (17, 2))
Element 20: (1, (17, 2), ['%', '', '', ''], [(15, 7), (12, 8), (15, 8)], [True, False, False, False], 60, False, [False, False, False, False], 2510, 'South', (17, 1))
Element 21: (1, (17, 1), ['', '%', '', ''], [(15, 8), (12, 9), (16, 8)], [False, True, False, False], 58, False, [False, False, False, False], 2519, 'East', (18, 1))
Element 22: (1, (18, 1), ['', '%', '', '%'], [(15, 9), (11, 9), (17, 8)], [False, True, False, True], 56, False, [False, False, False, False], 2528, 'North', (18, 2))
Element 23: (1, (18, 2), ['', '', '', '%'], [(15, 10), (11, 8), (17, 9)], [False, False, False, True], 54, False, [False, False, False, False], 2537, 'West', (17, 2))
Element 24: #1#
