Element 1: (3, (16, 13), ['.', '%', '%', '.'], [(14, 11), (2, 12), (15, 3)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (17, 13))
Element 2: (3, (17, 13), ['', '%', '%', '.'], [(15, 11), (3, 12), (16, 3)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (18, 13))
Element 3: (3, (18, 13), ['', '%', '%', '%'], [(15, 12), (4, 12), (17, 3)], [False, True, True, True], 94, False, [False, False, False, False], 107, 'West', (17, 13))
Element 4: (3, (17, 13), ['', '%', '%', ''], [(15, 13), (4, 11), (18, 3)], [False, True, True, False], 92, False, [False, False, False, False], 136, 'West', (16, 13))
Element 5: (3, (16, 13), ['', '%', '%', ''], [(15, 12), (5, 11), (18, 4)], [False, True, True, False], 90, False, [False, False, False, False], 155, 'West', (15, 13))
Element 6: (3, (15, 13), ['%', '', '%', ''], [(14, 12), (5, 10), (18, 5)], [True, False, True, False], 88, False, [False, False, False, False], 184, 'South', (15, 12))
Element 7: (3, (15, 12), ['', '', '', '%'], [(13, 12), (6, 10), (18, 6)], [False, False, False, True], 86, False, [False, False, False, False], 213, 'South', (15, 11))
Element 8: (3, (15, 11), ['', '.', '', '%'], [(13, 13), (6, 9), (17, 6)], [False, False, False, True], 84, False, [False, True, False, False], 242, 'South', (15, 10))
Element 9: (3, (15, 10), ['%', '.', '', '.'], [(12, 13), (7, 9), (17, 7)], [True, False, False, False], 82, False, [False, True, False, True], 281, 'East', (16, 10))
Element 10: (3, (16, 10), ['', '.', '%', '.'], [(12, 12), (7, 8), (17, 8)], [False, False, True, False], 80, False, [False, True, False, True], 320, 'East', (17, 10))
Element 11: (3, (17, 10), ['', 'G', '.', '.'], [(12, 11), (8, 8), (17, 9)], [False, False, False, False], 78, False, [False, False, True, True], 359, 'East', (18, 10))
Element 12: (3, (18, 10), ['', '%', '.', '%'], [(11, 11), (9, 8), (16, 9)], [False, True, False, True], 76, False, [False, False, True, False], 398, 'North', (18, 11))
Element 13: (3, (18, 11), ['.', '', '%', '%'], [(10, 11), (10, 8), (16, 8)], [False, False, True, True], 74, False, [True, False, False, False], 1427, 'West', (17, 11))
Element 14: (3, (17, 11), ['%', '', '%', ''], [(10, 12), (11, 8), (16, 7)], [True, False, True, False], 72, False, [False, False, False, False], 1466, 'East', (18, 11))
Element 15: (3, (18, 11), ['', '', '%', '%'], [(9, 12), (12, 8), (15, 7)], [False, False, True, True], 70, False, [False, False, False, False], 1495, 'South', (18, 10))
Element 16: (3, (18, 10), ['', '%', '', '%'], [(9, 13), (13, 8), (15, 8)], [False, True, False, True], 68, False, [False, False, False, False], 1524, 'West', (17, 10))
Element 17: (3, (17, 10), ['', '', '', ''], [(8, 13), (13, 7), (15, 9)], [False, False, False, False], 66, False, [False, False, False, False], 1553, 'North', (17, 11))
Element 18: (3, (17, 11), ['%', '', '%', ''], [(8, 12), (14, 7), (14, 9)], [True, False, True, False], 64, False, [False, False, False, False], 1582, 'South', (17, 10))
Element 19: (3, (17, 10), ['', '', '', ''], [(8, 11), (15, 7), (15, 9)], [False, False, False, False], 62, False, [False, False, False, False], 1591, 'West', (16, 10))
Element 20: (3, (16, 10), ['G', '', '%', ''], [(9, 11), (16, 7), (15, 10)], [False, False, True, False], 60, False, [False, False, False, False], 1600, 'South', (16, 9))
Element 21: (3, (16, 9), ['', '', 'G', ''], [(9, 10), (17, 7), (16, 10)], [False, False, False, False], 58, False, [False, False, False, False], 1609, 'East', (17, 9))
Element 22: (3, (17, 9), ['', 'G', 'G', '%'], [(8, 10), (17, 8), (17, 10)], [False, False, False, True], 56, False, [False, False, False, False], 1618, 'West', (16, 9))
Element 23: (3, (16, 9), ['', '', '', 'G'], [(9, 10), (17, 9), (18, 10)], [False, False, False, False], 54, False, [False, False, False, False], 1617, 'South', (16, 8))
Element 24: (3, (16, 8), ['', '', '', ''], [(9, 11), (17, 10), (18, 11)], [False, False, False, False], 52, False, [False, False, False, False], 1616, 'East', (17, 8))
Element 25: (3, (17, 8), ['', '', '', '%'], [(8, 11), (18, 10), (17, 11)], [False, False, False, True], 50, False, [False, False, False, False], 1615, 'South', (17, 7))
Element 26: (3, (17, 7), ['', '', '', '%'], [(8, 10), (18, 11), (17, 10)], [False, False, False, True], 48, False, [False, False, False, False], 1614, 'South', (17, 6))
Element 27: (3, (17, 6), ['%', '.', '', ''], [(8, 11), (17, 11), (18, 10)], [True, False, False, False], 46, False, [False, True, False, False], 1613, 'South', (17, 5))
Element 28: (3, (17, 5), ['.', '.', '', ''], [(7, 11), (18, 11), (17, 10)], [False, False, False, False], 44, False, [True, True, False, False], 1632, 'South', (17, 4))
Element 29: (3, (17, 4), ['.', '', '', ''], [(7, 12), (18, 10), (17, 11)], [False, False, False, False], 42, False, [True, False, False, False], 1651, 'West', (16, 4))
Element 30: (3, (16, 4), ['.', '', '.', ''], [(7, 13), (17, 10), (18, 11)], [False, False, False, False], 40, False, [True, False, True, False], 1670, 'North', (16, 5))
Element 31: (3, (16, 5), ['.', '', '%', ''], [(6, 13), (17, 11), (18, 10)], [False, False, True, False], 38, False, [True, False, False, False], 1689, 'West', (15, 5))
Element 32: (3, (15, 5), ['.', '.', '%', ''], [(6, 12), (17, 10), (17, 10)], [False, False, True, False], 36, False, [True, True, False, False], 1708, 'South', (15, 4))
Element 33: (3, (15, 4), ['.', '', '', ''], [(6, 13), (16, 10), (17, 11)], [False, False, False, False], 34, False, [True, False, False, False], 1717, 'West', (14, 4))
Element 34: (3, (14, 4), ['.', '', '.', ''], [(7, 13), (16, 9), (17, 10)], [False, False, False, False], 32, False, [True, False, True, False], 1726, 'North', (14, 5))
Element 35: (3, (14, 5), ['.', '', '%', ''], [(7, 12), (16, 8), (17, 9)], [False, False, True, False], 30, False, [True, False, False, False], 1735, 'West', (13, 5))
Element 36: (3, (13, 5), ['%', '.', '%', ''], [(6, 12), (15, 8), (16, 9)], [True, False, True, False], 28, False, [False, True, False, False], 1744, 'South', (13, 4))
Element 37: (3, (13, 4), ['%', '.', '', ''], [(7, 12), (15, 9), (16, 8)], [True, False, False, False], 26, False, [False, True, False, False], 1753, 'South', (13, 3))
Element 38: (3, (13, 3), ['.', '.', '', ''], [(7, 11), (15, 10), (16, 7)], [False, False, False, False], 24, False, [True, True, False, False], 1762, 'South', (13, 2))
Element 39: (3, (13, 2), ['.', '%', '', '%'], [(8, 11), (15, 11), (15, 7)], [False, True, False, True], 22, False, [True, False, False, False], 1771, 'West', (12, 2))
Element 40: (3, (12, 2), ['.', '.', '.', ''], [(8, 12), (15, 12), (16, 7)], [False, False, False, False], 20, False, [True, True, True, False], 1780, 'North', (12, 3))
Element 41: (3, (12, 3), ['.', '', '%', ''], [(7, 12), (15, 13), (16, 8)], [False, False, True, False], 18, False, [True, False, False, False], 1789, 'West', (11, 3))
Element 42: (3, (11, 3), ['.', '.', '.', ''], [(8, 12), (16, 13), (15, 8)], [False, False, False, False], 16, False, [True, True, True, False], 1798, 'North', (11, 4))
Element 43: (3, (11, 4), ['.', '', '.', '%'], [(8, 13), (17, 13), (16, 8)], [False, False, False, True], 14, False, [True, False, True, False], 1807, 'North', (11, 5))
Element 44: (3, (11, 5), ['.', '', '.', '%'], [(7, 13), (18, 13), (16, 9)], [False, False, False, True], 12, False, [True, False, True, False], 1816, 'North', (11, 6))
Element 45: (3, (11, 6), ['.', '', '%', '.'], [(8, 13), (17, 13), (15, 9)], [False, False, True, False], 10, False, [True, False, False, True], 1825, 'East', (12, 6))
Element 46: (3, (12, 6), ['', '%', '.', '%'], [(9, 13), (16, 13), (16, 9)], [False, True, False, True], 8, False, [False, False, True, False], 1834, 'North', (12, 7))
Element 47: (3, (12, 7), ['%', '', '', ''], [(9, 12), (15, 13), (16, 10)], [True, False, False, False], 6, False, [False, False, False, False], 1843, 'East', (13, 7))
Element 48: (3, (13, 7), ['', '%', '', ''], [(9, 11), (15, 12), (16, 9)], [False, True, False, False], 4, False, [False, False, False, False], 1842, 'East', (14, 7))
Element 49: (3, (14, 7), ['', '%', '%', ''], [(9, 12), (14, 12), (17, 9)], [False, True, True, False], 2, False, [False, False, False, False], 1841, 'East', (15, 7))
Element 50: (3, (15, 7), ['', '%', '', ''], [(9, 12), (14, 12), (17, 9)], [False, True, False, False], 0, False, [False, False, False, False], 1840, 'Stop', (15, 7))
Element 51: #0#
