Element 1: (3, (11, 8), ['F', '%', '.', '.'], [(9, 3), (7, 4), (10, 6)], [False, True, False, False], 98, False, [False, False, True, True], 29, 'West', (10, 8))
Element 2: (3, (10, 8), ['.', '.', '%', ''], [(10, 3), (8, 4), (11, 6)], [False, False, True, False], 96, False, [True, True, False, False], 1058, 'South', (10, 7))
Element 3: (3, (10, 7), ['.', '', '', '%'], [(11, 3), (9, 4), (12, 6)], [False, False, False, True], 94, False, [True, False, False, False], 1097, 'West', (9, 7))
Element 4: (3, (9, 7), ['.', '', '.', ''], [(12, 3), (10, 4), (12, 7)], [False, False, False, False], 92, False, [True, False, True, False], 1136, 'North', (9, 8))
Element 5: (3, (9, 8), ['.', '', '%', ''], [(13, 3), (11, 4), (13, 7)], [False, False, True, False], 90, False, [True, False, False, False], 1175, 'West', (8, 8))
Element 6: (3, (8, 8), ['.', '.', '%', ''], [(14, 3), (11, 5), (14, 7)], [False, False, True, False], 88, False, [True, True, False, False], 1214, 'South', (8, 7))
Element 7: (3, (8, 7), ['.', '.', '', ''], [(15, 3), (10, 5), (15, 7)], [False, False, False, False], 86, False, [True, True, False, False], 1253, 'South', (8, 6))
Element 8: (3, (8, 6), ['.', '%', '', ''], [(16, 3), (9, 5), (16, 7)], [False, True, False, False], 84, False, [True, False, False, False], 1292, 'West', (7, 6))
Element 9: (3, (7, 6), ['%', '.', '.', ''], [(17, 3), (9, 6), (17, 7)], [True, False, False, False], 82, False, [False, True, True, False], 1321, 'North', (7, 7))
Element 10: (3, (7, 7), ['%', '', '.', ''], [(18, 3), (10, 6), (17, 8)], [True, False, False, False], 80, False, [False, False, True, False], 1350, 'North', (7, 8))
Element 11: (3, (7, 8), ['.', '', '.', ''], [(18, 4), (11, 6), (17, 9)], [False, False, False, False], 78, False, [True, False, True, False], 1379, 'North', (7, 9))
Element 12: (3, (7, 9), ['.', '', '%', '%'], [(18, 5), (12, 6), (17, 10)], [False, False, True, True], 76, False, [True, False, False, False], 1408, 'West', (6, 9))
Element 13: (3, (6, 9), ['.', '.', '.', ''], [(18, 6), (12, 7), (18, 10)], [False, False, False, False], 74, False, [True, True, True, False], 1437, 'North', (6, 10))
Element 14: (3, (6, 10), ['.', '', '%', '%'], [(17, 6), (12, 8), (18, 11)], [False, False, True, True], 72, False, [True, False, False, False], 1476, 'West', (5, 10))
Element 15: (3, (5, 10), ['.', '.', '.', ''], [(17, 5), (13, 8), (17, 11)], [False, False, False, False], 70, False, [True, True, True, False], 1515, 'North', (5, 11))
Element 16: (3, (5, 11), ['.', '', '%', '%'], [(17, 4), (13, 7), (18, 11)], [False, False, True, True], 68, False, [True, False, False, False], 1534, 'West', (4, 11))
