Element 1: (2, (9, 12), ['.', '.', 'G', '.'], [(17, 13), (9, 13), (10, 4)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (10, 12))
Element 2: (2, (10, 12), ['G', '.', '%', '%'], [(16, 13), (9, 12), (11, 4)], [False, False, True, True], 96, False, [False, True, False, False], 48, 'South', (10, 11))
Element 3: (2, (10, 11), ['G', '%', '', '.'], [(15, 13), (9, 11), (11, 5)], [False, True, False, False], 94, False, [False, False, False, True], 87, 'East', (11, 11))
Element 4: (2, (11, 11), ['', '%', '%', '.'], [(15, 12), (9, 10), (11, 6)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (12, 11))
Element 5: (2, (12, 11), ['', '%', '.', '.'], [(15, 11), (8, 10), (12, 6)], [False, True, False, False], 90, False, [False, False, True, True], 165, 'East', (13, 11))
Element 6: (2, (13, 11), ['', '%', '.', '.'], [(15, 10), (8, 11), (12, 7)], [False, True, False, False], 88, False, [False, False, True, True], 204, 'East', (14, 11))
Element 7: (2, (14, 11), ['', '%', '.', ''], [(16, 10), (8, 12), (13, 7)], [False, True, False, False], 86, False, [False, False, True, False], 243, 'North', (14, 12))
Element 8: (2, (14, 12), ['.', '', '%', ''], [(17, 10), (7, 12), (14, 7)], [False, False, True, False], 84, False, [True, False, False, False], 282, 'West', (13, 12))
Element 9: (2, (13, 12), ['.', '', '.', ''], [(18, 10), (7, 13), (15, 7)], [False, False, False, False], 82, False, [True, False, True, False], 321, 'North', (13, 13))
Element 10: (2, (13, 13), ['.', '', '%', '%'], [(18, 11), (6, 13), (16, 7)], [False, False, True, True], 80, False, [True, False, False, False], 360, 'West', (12, 13))
Element 11: (2, (12, 13), ['.', '.', '%', ''], [(17, 11), (6, 12), (17, 7)], [False, False, True, False], 78, False, [True, True, False, False], 399, 'South', (12, 12))
Element 12: (2, (12, 12), ['%', '', '', ''], [(18, 11), (6, 13), (17, 8)], [True, False, False, False], 76, False, [False, False, False, False], 418, 'North', (12, 13))
Element 13: (2, (12, 13), ['.', '', '%', ''], [(18, 10), (7, 13), (17, 9)], [False, False, True, False], 74, False, [True, False, False, False], 427, 'West', (11, 13))
Element 14: (2, (11, 13), ['%', '%', '%', ''], [(17, 10), (7, 12), (16, 9)], [True, True, True, False], 72, False, [False, False, False, False], 446, 'East', (12, 13))
Element 15: (2, (12, 13), ['', '', '%', ''], [(17, 11), (7, 11), (16, 8)], [False, False, True, False], 70, False, [False, False, False, False], 465, 'East', (13, 13))
Element 16: (2, (13, 13), ['', '', '%', '%'], [(17, 10), (7, 12), (15, 8)], [False, False, True, True], 68, False, [False, False, False, False], 474, 'South', (13, 12))
Element 17: (2, (13, 12), ['', '', '', ''], [(17, 9), (6, 12), (15, 9)], [False, False, False, False], 66, False, [False, False, False, False], 483, 'West', (12, 12))
Element 18: (2, (12, 12), ['%', '', '', ''], [(17, 8), (7, 12), (14, 9)], [True, False, False, False], 64, False, [False, False, False, False], 492, 'East', (13, 12))
Element 19: (2, (13, 12), ['', '', '', ''], [(17, 7), (8, 12), (15, 9)], [False, False, False, False], 62, False, [False, False, False, False], 491, 'East', (14, 12))
Element 20: (2, (14, 12), ['', '', '%', ''], [(17, 6), (8, 11), (15, 10)], [False, False, True, False], 60, False, [False, False, False, False], 500, 'East', (15, 12))
Element 21: (2, (15, 12), ['', '', '', '%'], [(18, 6), (7, 11), (16, 10)], [False, False, False, True], 58, False, [False, False, False, False], 509, 'North', (15, 13))
Element 22: (2, (15, 13), ['%', '', '%', ''], [(18, 5), (8, 11), (17, 10)], [True, False, True, False], 56, False, [False, False, False, False], 518, 'East', (16, 13))
Element 23: (2, (16, 13), ['', '%', '%', ''], [(18, 4), (8, 10), (18, 10)], [False, True, True, False], 54, False, [False, False, False, False], 527, 'East', (17, 13))
Element 24: (2, (17, 13), ['', '%', '%', ''], [(18, 3), (9, 10), (18, 11)], [False, True, True, False], 52, False, [False, False, False, False], 536, 'East', (18, 13))
Element 25: (2, (18, 13), ['', '%', '%', '%'], [(18, 2), (9, 11), (17, 11)], [False, True, True, True], 50, False, [False, False, False, False], 545, 'West', (17, 13))
Element 26: (2, (17, 13), ['', '%', '%', ''], [(18, 1), (8, 11), (18, 11)], [False, True, True, False], 48, False, [False, False, False, False], 554, 'West', (16, 13))
Element 27: (2, (16, 13), ['', '%', '%', ''], [(17, 1), (9, 11), (18, 10)], [False, True, True, False], 46, False, [False, False, False, False], 563, 'West', (15, 13))
Element 28: (2, (15, 13), ['%', '', '%', ''], [(16, 1), (10, 11), (17, 10)], [True, False, True, False], 44, False, [False, False, False, False], 1562, 'South', (15, 12))
Element 29: (2, (15, 12), ['', '', '', '%'], [(17, 1), (11, 11), (17, 11)], [False, False, False, True], 42, False, [False, False, False, False], 1561, 'South', (15, 11))
Element 30: (2, (15, 11), ['', '', '', '%'], [(17, 2), (12, 11), (17, 10)], [False, False, False, True], 40, False, [False, False, False, False], 1570, 'South', (15, 10))
Element 31: (2, (15, 10), ['%', '', '', 'G'], [(17, 3), (13, 11), (16, 10)], [True, False, False, False], 38, False, [False, False, False, False], 1579, 'South', (15, 9))
Element 32: (2, (15, 9), ['', '', 'G', ''], [(17, 4), (14, 11), (15, 10)], [False, False, False, False], 36, False, [False, False, False, False], 1588, 'East', (16, 9))
Element 33: (2, (16, 9), ['', '', '', ''], [(17, 5), (14, 12), (15, 11)], [False, False, False, False], 34, False, [False, False, False, False], 1597, 'East', (17, 9))
Element 34: (2, (17, 9), ['', '', '', '%'], [(16, 5), (13, 12), (15, 12)], [False, False, False, True], 32, False, [False, False, False, False], 1606, 'North', (17, 10))
Element 35: (2, (17, 10), ['', '', '', ''], [(16, 4), (13, 13), (15, 13)], [False, False, False, False], 30, False, [False, False, False, False], 1615, 'East', (18, 10))
Element 36: (2, (18, 10), ['', '%', '', '%'], [(16, 3), (12, 13), (16, 13)], [False, True, False, True], 28, False, [False, False, False, False], 1624, 'North', (18, 11))
Element 37: (2, (18, 11), ['', '', '%', '%'], [(15, 3), (12, 12), (17, 13)], [False, False, True, True], 26, False, [False, False, False, False], 1633, 'West', (17, 11))
Element 38: (2, (17, 11), ['%', '', '%', ''], [(15, 4), (12, 13), (18, 13)], [True, False, True, False], 24, False, [False, False, False, False], 1642, 'East', (18, 11))
Element 39: (2, (18, 11), ['', '', '%', '%'], [(15, 5), (11, 13), (17, 13)], [False, False, True, True], 22, False, [False, False, False, False], 1651, 'South', (18, 10))
Element 40: (2, (18, 10), ['', '%', '', '%'], [(14, 5), (12, 13), (16, 13)], [False, True, False, True], 20, False, [False, False, False, False], 1660, 'West', (17, 10))
Element 41: (2, (17, 10), ['', '', '', ''], [(14, 4), (13, 13), (15, 13)], [False, False, False, False], 18, False, [False, False, False, False], 1669, 'North', (17, 11))
Element 42: (2, (17, 11), ['%', '', '%', ''], [(14, 3), (13, 12), (15, 12)], [True, False, True, False], 16, False, [False, False, False, False], 1678, 'South', (17, 10))
Element 43: (2, (17, 10), ['', '', '', ''], [(13, 3), (12, 12), (14, 12)], [False, False, False, False], 14, False, [False, False, False, False], 1687, 'West', (16, 10))
Element 44: (2, (16, 10), ['', '', '%', ''], [(13, 4), (13, 12), (14, 11)], [False, False, True, False], 12, False, [False, False, False, False], 1696, 'East', (17, 10))
Element 45: (2, (17, 10), ['', '', '', ''], [(13, 5), (14, 12), (13, 11)], [False, False, False, False], 10, False, [False, False, False, False], 1705, 'South', (17, 9))
Element 46: (2, (17, 9), ['', '', '', '%'], [(13, 4), (14, 11), (13, 12)], [False, False, False, True], 8, False, [False, False, False, False], 1704, 'South', (17, 8))
Element 47: (2, (17, 8), ['', '', '', '%'], [(13, 3), (13, 11), (13, 13)], [False, False, False, True], 6, False, [False, False, False, False], 1703, 'South', (17, 7))
Element 48: (2, (17, 7), ['', '', '', '%'], [(13, 2), (13, 12), (12, 13)], [False, False, False, True], 4, False, [False, False, False, False], 1712, 'South', (17, 6))
Element 49: (2, (17, 6), ['%', '', '', ''], [(12, 2), (13, 11), (12, 12)], [True, False, False, False], 2, False, [False, False, False, False], 1721, 'East', (18, 6))
Element 50: (2, (18, 6), ['', '', '%', '%'], [(12, 2), (13, 11), (12, 11)], [False, False, True, True], 0, False, [False, False, False, False], 1720, 'Stop', (18, 6))
Element 51: #0#
