Element 1: (0, (11, 8), ['F', '%', '.', '.'], [(5, 7), (7, 13), (13, 3)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (10, 8))
Element 2: (0, (10, 8), ['.', '.', '%', ''], [(5, 6), (8, 13), (14, 3)], [False, False, True, False], 96, False, [True, True, False, False], 1029, 'South', (10, 7))
Element 3: (0, (10, 7), ['.', '.', '', '%'], [(5, 5), (9, 13), (15, 3)], [False, False, False, True], 94, False, [True, True, False, False], 1068, 'South', (10, 6))
Element 4: (0, (10, 6), ['.', '.', '', '.'], [(6, 5), (9, 12), (16, 3)], [False, False, False, False], 92, False, [True, True, False, True], 1107, 'East', (11, 6))
Element 5: (0, (11, 6), ['', '.', '%', '.'], [(7, 5), (10, 12), (17, 3)], [False, False, True, False], 90, False, [False, True, False, True], 1146, 'East', (12, 6))
Element 6: (0, (12, 6), ['', '%', '.', '%'], [(7, 6), (10, 11), (18, 3)], [False, True, False, True], 88, False, [False, False, True, False], 1185, 'North', (12, 7))
Element 7: (0, (12, 7), ['%', '', '.', '.'], [(8, 6), (11, 11), (18, 4)], [True, False, False, False], 86, False, [False, False, True, True], 1224, 'East', (13, 7))
Element 8: (0, (13, 7), ['', '%', '.', '.'], [(9, 6), (12, 11), (18, 5)], [False, True, False, False], 84, False, [False, False, True, True], 1263, 'East', (14, 7))
Element 9: (0, (14, 7), ['', '%', '%', '.'], [(9, 7), (13, 11), (18, 6)], [False, True, True, False], 82, False, [False, False, False, True], 1302, 'East', (15, 7))
Element 10: (0, (15, 7), ['', '%', '.', '.'], [(9, 8), (14, 11), (17, 6)], [False, True, False, False], 80, False, [False, False, True, True], 1341, 'East', (16, 7))
Element 11: (0, (16, 7), ['', '%', '.', 'G'], [(8, 8), (15, 11), (17, 7)], [False, True, False, False], 78, False, [False, False, True, False], 1380, 'North', (16, 8))
Element 12: (0, (16, 8), ['.', '', '.', 'G'], [(8, 7), (15, 12), (17, 8)], [False, False, False, False], 76, False, [True, False, True, False], 1419, 'North', (16, 9))
