Element 1: (1, (10, 5), ['', '.', '.', '.'], [(9, 6), (10, 7), (14, 11)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'East', (11, 5))
Element 2: (1, (11, 5), ['', '.', '.', '%'], [(10, 6), (10, 8), (15, 11)], [False, False, False, True], 96, False, [False, True, True, False], 1038, 'North', (11, 6))
Element 3: (1, (11, 6), ['', '', '%', '.'], [(10, 7), (11, 8), (15, 12)], [False, False, True, False], 94, False, [False, False, False, True], 1067, 'East', (12, 6))
Element 4: (1, (12, 6), ['', '%', '.', '%'], [(9, 7), (12, 8), (15, 13)], [False, True, False, True], 92, False, [False, False, True, False], 1106, 'North', (12, 7))
Element 5: (1, (12, 7), ['%', '', '', '.'], [(9, 8), (13, 8), (16, 13)], [True, False, False, False], 90, False, [False, False, False, True], 1145, 'East', (13, 7))
Element 6: (1, (13, 7), ['', '%', '', '.'], [(8, 8), (12, 8), (17, 13)], [False, True, False, False], 88, False, [False, False, False, True], 1174, 'East', (14, 7))
Element 7: (1, (14, 7), ['', '%', '%', '.'], [(8, 7), (12, 9), (18, 13)], [False, True, True, False], 86, False, [False, False, False, True], 1213, 'East', (15, 7))
Element 8: (1, (15, 7), ['', '%', '.', '.'], [(8, 6), (11, 9), (17, 13)], [False, True, False, False], 84, False, [False, False, True, True], 1242, 'East', (16, 7))
Element 9: (1, (16, 7), ['', '%', '.', '.'], [(7, 6), (12, 9), (16, 13)], [False, True, False, False], 82, False, [False, False, True, True], 1261, 'East', (17, 7))
Element 10: (1, (17, 7), ['', '.', '.', '%'], [(7, 7), (12, 8), (15, 13)], [False, False, False, True], 80, False, [False, True, True, False], 1280, 'North', (17, 8))
Element 11: (1, (17, 8), ['.', '', '.', '%'], [(7, 8), (11, 8), (15, 12)], [False, False, False, True], 78, False, [True, False, True, False], 1299, 'North', (17, 9))
Element 12: (1, (17, 9), ['.', '', '.', '%'], [(7, 9), (11, 9), (14, 12)], [False, False, False, True], 76, False, [True, False, True, False], 1328, 'North', (17, 10))
Element 13: (1, (17, 10), ['.', '', '.', '.'], [(6, 9), (11, 8), (13, 12)], [False, False, False, False], 74, False, [True, False, True, True], 1357, 'East', (18, 10))
Element 14: (1, (18, 10), ['', '%', '.', '%'], [(6, 10), (10, 8), (13, 13)], [False, True, False, True], 72, False, [False, False, True, False], 1386, 'North', (18, 11))
Element 15: (1, (18, 11), ['.', '', '%', '%'], [(5, 10), (9, 8), (12, 13)], [False, False, True, True], 70, False, [True, False, False, False], 1415, 'West', (17, 11))
Element 16: (1, (17, 11), ['%', '', '%', ''], [(5, 11), (9, 7), (12, 12)], [True, False, True, False], 68, False, [False, False, False, False], 1444, 'East', (18, 11))
Element 17: (1, (18, 11), ['', '', '%', '%'], [(4, 11), (9, 6), (12, 11)], [False, False, True, True], 66, False, [False, False, False, False], 1463, 'South', (18, 10))
Element 18: (1, (18, 10), ['', '%', '', '%'], [(4, 12), (10, 6), (13, 11)], [False, True, False, True], 64, False, [False, False, False, False], 1482, 'West', (17, 10))
Element 19: (1, (17, 10), ['.', '', '', ''], [(3, 12), (11, 6), (12, 11)], [False, False, False, False], 62, False, [True, False, False, False], 1491, 'North', (17, 11))
Element 20: (1, (17, 11), ['%', '', '%', ''], [(3, 13), (12, 6), (11, 11)], [True, False, True, False], 60, False, [False, False, False, False], 1510, 'South', (17, 10))
Element 21: (1, (17, 10), ['.', '', '', ''], [(2, 13), (12, 7), (10, 11)], [False, False, False, False], 58, False, [True, False, False, False], 1529, 'West', (16, 10))
Element 22: (1, (16, 10), ['.', '.', '%', ''], [(2, 12), (13, 7), (10, 12)], [False, False, True, False], 56, False, [True, True, False, False], 1558, 'South', (16, 9))
Element 23: (1, (16, 9), ['.', '.', '', ''], [(2, 11), (14, 7), (9, 12)], [False, False, False, False], 54, False, [True, True, False, False], 1587, 'South', (16, 8))
Element 24: (1, (16, 8), ['.', '', '', ''], [(3, 11), (15, 7), (9, 13)], [False, False, False, False], 52, False, [True, False, False, False], 1616, 'West', (15, 8))
Element 25: (1, (15, 8), ['%', '', '.', ''], [(2, 11), (16, 7), (8, 13)], [True, False, False, False], 50, False, [False, False, True, False], 1635, 'North', (15, 9))
Element 26: (1, (15, 9), ['.', '', '.', ''], [(1, 11), (17, 7), (8, 12)], [False, False, False, False], 48, False, [True, False, True, False], 1664, 'North', (15, 10))
Element 27: (1, (15, 10), ['%', '', '', ''], [(1, 12), (17, 6), (8, 11)], [True, False, False, False], 46, False, [False, False, False, False], 1703, 'North', (15, 11))
Element 28: (1, (15, 11), ['', '', '', '%'], [(1, 13), (18, 6), (9, 11)], [False, False, False, True], 44, False, [False, False, False, False], 1732, 'North', (15, 12))
Element 29: (1, (15, 12), ['', '', '', '%'], [(1, 12), (18, 5), (9, 10)], [False, False, False, True], 42, False, [False, False, False, False], 1751, 'North', (15, 13))
Element 30: (1, (15, 13), ['%', '', '%', ''], [(1, 11), (18, 4), (8, 10)], [True, False, True, False], 40, False, [False, False, False, False], 1770, 'East', (16, 13))
Element 31: (1, (16, 13), ['', '%', '%', ''], [(2, 11), (18, 3), (9, 10)], [False, True, True, False], 38, False, [False, False, False, False], 1779, 'East', (17, 13))
Element 32: (1, (17, 13), ['', '%', '%', ''], [(2, 12), (18, 2), (9, 11)], [False, True, True, False], 36, False, [False, False, False, False], 1788, 'East', (18, 13))
Element 33: (1, (18, 13), ['', '%', '%', '%'], [(1, 12), (18, 1), (8, 11)], [False, True, True, True], 34, False, [False, False, False, False], 1797, 'West', (17, 13))
Element 34: (1, (17, 13), ['', '%', '%', ''], [(2, 12), (17, 1), (8, 10)], [False, True, True, False], 32, False, [False, False, False, False], 1806, 'West', (16, 13))
Element 35: (1, (16, 13), ['', '%', '%', ''], [(2, 13), (16, 1), (8, 11)], [False, True, True, False], 30, False, [False, False, False, False], 2805, 'West', (15, 13))
Element 36: (1, (15, 13), ['%', '', '%', ''], [(1, 13), (17, 1), (7, 11)], [True, False, True, False], 28, False, [False, False, False, False], 2814, 'South', (15, 12))
Element 37: (1, (15, 12), ['', '', '', '%'], [(2, 13), (17, 2), (7, 12)], [False, False, False, True], 26, False, [False, False, False, False], 2833, 'West', (14, 12))
Element 38: (1, (14, 12), ['', '', '%', ''], [(3, 13), (17, 3), (7, 13)], [False, False, True, False], 24, False, [False, False, False, False], 2852, 'South', (14, 11))
Element 39: (1, (14, 11), ['', '%', '', ''], [(3, 12), (17, 4), (6, 13)], [False, True, False, False], 22, False, [False, False, False, False], 2871, 'West', (13, 11))
Element 40: (1, (13, 11), ['', '%', '', ''], [(3, 11), (17, 5), (6, 12)], [False, True, False, False], 20, False, [False, False, False, False], 2890, 'North', (13, 12))
Element 41: (1, (13, 12), ['', '', '', ''], [(3, 12), (16, 5), (6, 13)], [False, False, False, False], 18, False, [False, False, False, False], 2899, 'North', (13, 13))
Element 42: (1, (13, 13), ['', '', '%', '%'], [(2, 12), (16, 4), (7, 13)], [False, False, True, True], 16, False, [False, False, False, False], 2908, 'West', (12, 13))
Element 43: (1, (12, 13), ['.', '', '%', ''], [(3, 12), (16, 3), (7, 12)], [False, False, True, False], 14, False, [True, False, False, False], 2917, 'West', (11, 13))
Element 44: (1, (11, 13), ['%', '%', '%', ''], [(4, 12), (15, 3), (6, 12)], [True, True, True, False], 12, False, [False, False, False, False], 2936, 'East', (12, 13))
Element 45: (1, (12, 13), ['', '', '%', ''], [(4, 11), (15, 4), (7, 12)], [False, False, True, False], 10, False, [False, False, False, False], 2945, 'South', (12, 12))
Element 46: (1, (12, 12), ['%', '', '', ''], [(4, 10), (15, 5), (7, 11)], [True, False, False, False], 8, False, [False, False, False, False], 2964, 'South', (12, 11))
Element 47: (1, (12, 11), ['', '%', '', ''], [(4, 9), (14, 5), (8, 11)], [False, True, False, False], 6, False, [False, False, False, False], 2983, 'West', (11, 11))
Element 48: (1, (11, 11), ['', '%', '%', ''], [(5, 9), (14, 4), (8, 12)], [False, True, True, False], 4, False, [False, False, False, False], 3002, 'West', (10, 11))
Element 49: (1, (10, 11), ['', '%', '', ''], [(4, 9), (14, 3), (7, 12)], [False, True, False, False], 2, False, [False, False, False, False], 3011, 'North', (10, 12))
Element 50: (1, (10, 12), ['', '', '%', '%'], [(4, 9), (13, 3), (8, 12)], [False, False, True, True], 0, False, [False, False, False, False], 3020, 'Stop', (10, 12))
Element 51: #0#
