Element 1: (2, (6, 9), ['.', '.', 'G', '.'], [(6, 10), (4, 9), (15, 4)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (7, 9))
Element 2: (2, (7, 9), ['G', '.', '%', '%'], [(6, 9), (5, 9), (16, 4)], [False, False, True, True], 96, False, [False, True, False, False], 48, 'South', (7, 8))
Element 3: (2, (7, 8), ['G', '.', '', '.'], [(6, 8), (6, 9), (17, 4)], [False, False, False, False], 94, False, [False, True, False, True], 77, 'East', (8, 8))
Element 4: (2, (8, 8), ['G', '.', '%', '.'], [(7, 8), (7, 9), (18, 4)], [False, False, True, False], 92, False, [False, True, False, True], 96, 'East', (9, 8))
Element 5: (2, (9, 8), ['', '.', '%', 'F'], [(7, 7), (7, 8), (18, 5)], [False, False, True, False], 90, False, [False, True, False, False], 125, 'East', (10, 8))
Element 6: (2, (10, 8), ['', '.', '%', '.'], [(8, 7), (8, 8), (18, 6)], [False, False, True, False], 88, False, [False, True, False, True], 1144, 'East', (11, 8))
Element 7: (2, (11, 8), ['', '%', '.', '.'], [(9, 7), (9, 8), (17, 6)], [False, True, False, False], 86, False, [False, False, True, True], 1173, 'East', (12, 8))
Element 8: (2, (12, 8), ['', '.', '.', '.'], [(10, 7), (10, 8), (17, 7)], [False, False, False, False], 84, False, [False, True, True, True], 1202, 'East', (13, 8))
Element 9: (2, (13, 8), ['', '.', '%', '%'], [(10, 6), (11, 8), (17, 8)], [False, False, True, True], 82, False, [False, True, False, False], 1231, 'South', (13, 7))
Element 10: (2, (13, 7), ['.', '%', '', '.'], [(11, 6), (11, 9), (17, 9)], [False, True, False, False], 80, False, [True, False, False, True], 1270, 'East', (14, 7))
Element 11: (2, (14, 7), ['', '%', '%', '.'], [(12, 6), (12, 9), (17, 10)], [False, True, True, False], 78, False, [False, False, False, True], 1309, 'East', (15, 7))
Element 12: (2, (15, 7), ['', '%', '.', '.'], [(12, 7), (12, 8), (18, 10)], [False, True, False, False], 76, False, [False, False, True, True], 1338, 'East', (16, 7))
Element 13: (2, (16, 7), ['', '%', '.', ''], [(13, 7), (13, 8), (18, 11)], [False, True, False, False], 74, False, [False, False, True, False], 1357, 'North', (16, 8))
Element 14: (2, (16, 8), ['.', '', '.', ''], [(14, 7), (13, 7), (17, 11)], [False, False, False, False], 72, False, [True, False, True, False], 1376, 'North', (16, 9))
Element 15: (2, (16, 9), ['.', '', '.', ''], [(15, 7), (14, 7), (18, 11)], [False, False, False, False], 70, False, [True, False, True, False], 1385, 'North', (16, 10))
Element 16: (2, (16, 10), ['.', '', '%', ''], [(15, 8), (15, 7), (18, 10)], [False, False, True, False], 68, False, [True, False, False, False], 1404, 'West', (15, 10))
Element 17: (2, (15, 10), ['%', 'G', '.', ''], [(15, 9), (16, 7), (17, 10)], [True, False, False, False], 66, False, [False, False, True, False], 1423, 'North', (15, 11))
Element 18: (2, (15, 11), ['.', '', '.', '%'], [(14, 9), (17, 7), (17, 11)], [False, False, False, True], 64, False, [True, False, True, False], 1442, 'North', (15, 12))
Element 19: (2, (15, 12), ['.', '', '.', '%'], [(15, 9), (17, 8), (17, 10)], [False, False, False, True], 62, False, [True, False, True, False], 1451, 'North', (15, 13))
Element 20: (2, (15, 13), ['%', '', '%', '.'], [(16, 9), (17, 9), (16, 10)], [True, False, True, False], 60, False, [False, False, False, True], 1460, 'East', (16, 13))
Element 21: (2, (16, 13), ['', '%', '%', '.'], [(16, 10), (17, 10), (15, 10)], [False, True, True, False], 58, False, [False, False, False, True], 1469, 'East', (17, 13))
Element 22: (2, (17, 13), ['', '%', '%', '.'], [(15, 10), (18, 10), (15, 11)], [False, True, True, False], 56, False, [False, False, False, True], 1478, 'East', (18, 13))
Element 23: (2, (18, 13), ['', '%', '%', '%'], [(15, 11), (18, 11), (14, 11)], [False, True, True, True], 54, False, [False, False, False, False], 1497, 'West', (17, 13))
Element 24: (2, (17, 13), ['', '%', '%', ''], [(15, 12), (17, 11), (14, 12)], [False, True, True, False], 52, False, [False, False, False, False], 1506, 'West', (16, 13))
Element 25: (2, (16, 13), ['G', '%', '%', ''], [(15, 13), (18, 11), (13, 12)], [False, True, True, False], 50, False, [False, False, False, False], 1515, 'East', (17, 13))
Element 26: (2, (17, 13), ['G', '%', '%', ''], [(16, 13), (18, 10), (13, 13)], [False, True, True, False], 48, False, [False, False, False, False], 1524, 'Stop', (17, 13))
Element 27: (2, (17, 13), ['', '%', '%', ''], [(15, 13), (17, 10), (12, 13)], [False, True, True, False], 46, False, [False, False, False, False], 1533, 'Stop', (17, 13))
Element 28: (2, (17, 13), ['', '%', '%', ''], [(15, 12), (17, 11), (12, 12)], [False, True, True, False], 44, False, [False, False, False, False], 1542, 'West', (16, 13))
