Element 1: (2, (12, 1), ['.', '%', '.', '%'], [(15, 11), (11, 5), (15, 9)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (12, 2))
Element 2: (2, (12, 2), ['.', '', '.', '.'], [(15, 12), (11, 6), (16, 9)], [False, False, False, False], 96, False, [True, False, True, True], 58, 'East', (13, 2))
Element 3: (2, (13, 2), ['', '%', '.', '%'], [(15, 13), (12, 6), (17, 9)], [False, True, False, True], 94, False, [False, False, True, False], 97, 'North', (13, 3))
Element 4: (2, (13, 3), ['.', '', '.', '.'], [(16, 13), (12, 7), (17, 10)], [False, False, False, False], 92, False, [True, False, True, True], 136, 'East', (14, 3))
Element 5: (2, (14, 3), ['', '%', '.', '.'], [(17, 13), (13, 7), (18, 10)], [False, True, False, False], 90, False, [False, False, True, True], 175, 'East', (15, 3))
Element 6: (2, (15, 3), ['', '%', '.', '.'], [(18, 13), (14, 7), (18, 11)], [False, True, False, False], 88, False, [False, False, True, True], 214, 'East', (16, 3))
Element 7: (2, (16, 3), ['', '%', '.', '.'], [(17, 13), (15, 7), (17, 11)], [False, True, False, False], 86, False, [False, False, True, True], 243, 'East', (17, 3))
Element 8: (2, (17, 3), ['', '.', '.', '.'], [(16, 13), (16, 7), (18, 11)], [False, False, False, False], 84, False, [False, True, True, True], 262, 'East', (18, 3))
Element 9: (2, (18, 3), ['', '.', '.', '%'], [(15, 13), (17, 7), (18, 10)], [False, False, False, True], 82, False, [False, True, True, False], 281, 'North', (18, 4))
Element 10: (2, (18, 4), ['.', '', '.', '%'], [(15, 12), (17, 8), (17, 10)], [False, False, False, True], 80, False, [True, False, True, False], 300, 'North', (18, 5))
Element 11: (2, (18, 5), ['.', '', '.', '%'], [(14, 12), (16, 8), (17, 11)], [False, False, False, True], 78, False, [True, False, True, False], 329, 'North', (18, 6))
Element 12: (2, (18, 6), ['.', '', '%', '%'], [(13, 12), (15, 8), (17, 10)], [False, False, True, True], 76, False, [True, False, False, False], 358, 'West', (17, 6))
Element 13: (2, (17, 6), ['%', '.', '', ''], [(13, 13), (15, 9), (16, 10)], [True, False, False, False], 74, False, [False, True, False, False], 387, 'South', (17, 5))
Element 14: (2, (17, 5), ['.', '.', '', ''], [(12, 13), (14, 9), (15, 10)], [False, False, False, False], 72, False, [True, True, False, False], 426, 'South', (17, 4))
Element 15: (2, (17, 4), ['.', '', '', ''], [(12, 12), (15, 9), (15, 11)], [False, False, False, False], 70, False, [True, False, False, False], 445, 'West', (16, 4))
Element 16: (2, (16, 4), ['.', '', '.', ''], [(12, 11), (16, 9), (15, 12)], [False, False, False, False], 68, False, [True, False, True, False], 464, 'North', (16, 5))
Element 17: (2, (16, 5), ['.', '', '%', ''], [(13, 11), (17, 9), (15, 13)], [False, False, True, False], 66, False, [True, False, False, False], 483, 'West', (15, 5))
Element 18: (2, (15, 5), ['.', '.', '%', ''], [(12, 11), (17, 10), (16, 13)], [False, False, True, False], 64, False, [True, True, False, False], 492, 'South', (15, 4))
Element 19: (2, (15, 4), ['.', '', '', ''], [(11, 11), (18, 10), (17, 13)], [False, False, False, False], 62, False, [True, False, False, False], 511, 'West', (14, 4))
Element 20: (2, (14, 4), ['.', '', '.', ''], [(10, 11), (18, 11), (18, 13)], [False, False, False, False], 60, False, [True, False, True, False], 530, 'North', (14, 5))
Element 21: (2, (14, 5), ['.', '', '%', ''], [(10, 12), (17, 11), (17, 13)], [False, False, True, False], 58, False, [True, False, False, False], 549, 'West', (13, 5))
Element 22: (2, (13, 5), ['%', '.', '%', ''], [(9, 12), (18, 11), (16, 13)], [True, False, True, False], 56, False, [False, True, False, False], 568, 'South', (13, 4))
Element 23: (2, (13, 4), ['%', '', '', ''], [(9, 13), (18, 10), (15, 13)], [True, False, False, False], 54, False, [False, False, False, False], 587, 'North', (13, 5))
Element 24: (2, (13, 5), ['%', '', '%', ''], [(8, 13), (17, 10), (15, 12)], [True, False, True, False], 52, False, [False, False, False, False], 596, 'East', (14, 5))
Element 25: (2, (14, 5), ['', '', '%', ''], [(8, 12), (17, 11), (14, 12)], [False, False, True, False], 50, False, [False, False, False, False], 605, 'South', (14, 4))
Element 26: (2, (14, 4), ['', '', '', ''], [(8, 11), (17, 10), (14, 11)], [False, False, False, False], 48, False, [False, False, False, False], 614, 'West', (13, 4))
Element 27: (2, (13, 4), ['%', '', '', ''], [(9, 11), (16, 10), (13, 11)], [True, False, False, False], 46, False, [False, False, False, False], 623, 'East', (14, 4))
Element 28: (2, (14, 4), ['', '', '', ''], [(9, 10), (15, 10), (13, 12)], [False, False, False, False], 44, False, [False, False, False, False], 632, 'East', (15, 4))
Element 29: (2, (15, 4), ['', '', '', ''], [(8, 10), (15, 11), (13, 13)], [False, False, False, False], 42, False, [False, False, False, False], 641, 'North', (15, 5))
Element 30: (2, (15, 5), ['', '', '%', ''], [(9, 10), (15, 12), (12, 13)], [False, False, True, False], 40, False, [False, False, False, False], 640, 'West', (14, 5))
Element 31: (2, (14, 5), ['', '', '%', ''], [(9, 11), (15, 13), (11, 13)], [False, False, True, False], 38, False, [False, False, False, False], 649, 'East', (15, 5))
Element 32: (2, (15, 5), ['', '', '%', ''], [(8, 11), (16, 13), (12, 13)], [False, False, True, False], 36, False, [False, False, False, False], 648, 'East', (16, 5))
Element 33: (2, (16, 5), ['', '', '%', ''], [(8, 10), (17, 13), (12, 12)], [False, False, True, False], 34, False, [False, False, False, False], 647, 'South', (16, 4))
Element 34: (2, (16, 4), ['', '', '', ''], [(8, 11), (18, 13), (12, 11)], [False, False, False, False], 32, False, [False, False, False, False], 646, 'West', (15, 4))
Element 35: (2, (15, 4), ['', '', '', ''], [(7, 11), (17, 13), (11, 11)], [False, False, False, False], 30, False, [False, False, False, False], 655, 'East', (16, 4))
Element 36: (2, (16, 4), ['', '', '', ''], [(7, 12), (16, 13), (10, 11)], [False, False, False, False], 28, False, [False, False, False, False], 664, 'East', (17, 4))
Element 37: (2, (17, 4), ['', '', '', ''], [(7, 13), (15, 13), (10, 12)], [False, False, False, False], 26, False, [False, False, False, False], 673, 'North', (17, 5))
Element 38: (2, (17, 5), ['', '', '', ''], [(6, 13), (15, 12), (9, 12)], [False, False, False, False], 24, False, [False, False, False, False], 682, 'West', (16, 5))
Element 39: (2, (16, 5), ['', '', '%', ''], [(6, 12), (14, 12), (9, 13)], [False, False, True, False], 22, False, [False, False, False, False], 691, 'East', (17, 5))
Element 40: (2, (17, 5), ['', '', '', ''], [(6, 13), (14, 11), (8, 13)], [False, False, False, False], 20, False, [False, False, False, False], 690, 'North', (17, 6))
Element 41: (2, (17, 6), ['%', '', '', ''], [(7, 13), (13, 11), (8, 12)], [True, False, False, False], 18, False, [False, False, False, False], 689, 'North', (17, 7))
Element 42: (2, (17, 7), ['', '', '', '%'], [(7, 12), (13, 12), (8, 11)], [False, False, False, True], 16, False, [False, False, False, False], 688, 'North', (17, 8))
Element 43: (2, (17, 8), ['', '', '', '%'], [(6, 12), (13, 13), (9, 11)], [False, False, False, True], 14, False, [False, False, False, False], 687, 'North', (17, 9))
Element 44: (2, (17, 9), ['', '', '', '%'], [(7, 12), (12, 13), (9, 10)], [False, False, False, True], 12, False, [False, False, False, False], 686, 'North', (17, 10))
Element 45: (2, (17, 10), ['', '', '', ''], [(7, 11), (12, 12), (8, 10)], [False, False, False, False], 10, False, [False, False, False, False], 685, 'East', (18, 10))
Element 46: (2, (18, 10), ['', '%', '', '%'], [(8, 11), (12, 11), (9, 10)], [False, True, False, True], 8, False, [False, False, False, False], 684, 'North', (18, 11))
Element 47: (2, (18, 11), ['', '', '%', '%'], [(8, 12), (11, 11), (9, 11)], [False, False, True, True], 6, False, [False, False, False, False], 683, 'West', (17, 11))
Element 48: (2, (17, 11), ['%', '', '%', ''], [(7, 12), (10, 11), (8, 11)], [True, False, True, False], 4, False, [False, False, False, False], 682, 'East', (18, 11))
